"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.073133862E1,-2.143542480E-1,4.690795441E0,3.832031250E-1
6.074129562E1,-1.800755310E-1,4.143533478E0,2.406994629E-1
6.075125362E1,9.175918579E-2,3.870052185E0,1.297801208E0
6.076121162E1,1.645079041E-1,3.516637115E0,2.590513000E0
6.077116962E1,6.496490479E-2,3.035687256E0,3.356021118E0
6.078112662E1,-2.573149109E-1,2.580334167E0,3.480262756E0
6.079108462E1,-8.532257080E-1,2.207758942E0,2.923420715E0
6.080104262E1,-1.563348999E0,2.115700378E0,2.009122009E0
6.081100062E1,-2.379751282E0,2.177671509E0,1.357527008E0
6.082095862E1,-2.953508148E0,2.504142609E0,1.310075684E0
6.083091562E1,-3.042572937E0,3.314257965E0,2.516417084E0
6.084087362E1,-2.123035126E0,4.279750214E0,5.308411102E0
6.085083162E1,-4.269122314E-1,5.154980164E0,8.486452332E0
6.086078962E1,1.451830902E0,5.946085052E0,1.086096451E1
6.087074762E1,2.464924164E0,6.489604797E0,1.202688995E1
6.088070462E1,2.449356537E0,6.566095734E0,1.172182434E1
6.089066262E1,1.824705505E0,6.472689972E0,1.020098694E1
6.090062062E1,1.440454559E0,6.859934692E0,7.814200287E0
6.091057862E1,2.082918549E0,8.080197144E0,5.710175629E0
6.092053662E1,4.345014496E0,9.838740234E0,5.600453796E0
6.093049362E1,7.366631012E0,1.156584869E1,7.465275879E0
6.094045162E1,1.015203873E1,1.265348694E1,9.873617706E0
6.095040962E1,1.226923599E1,1.306557999E1,1.124910736E1
6.096036762E1,1.289703049E1,1.284598663E1,1.098340988E1
6.097032562E1,1.196357162E1,1.182885178E1,9.613907776E0
6.098028262E1,1.045186523E1,1.047282166E1,8.016579437E0
6.099024121E1,9.130712585E0,9.108558655E0,6.753805389E0
6.100019921E1,8.240214386E0,7.835156708E0,5.789959717E0
6.101015721E1,7.383396149E0,6.675967255E0,5.122048645E0
6.102011521E1,6.803801422E0,5.698649597E0,4.500391388E0
6.103007221E1,6.267167358E0,4.966821442E0,4.070784760E0
6.104003021E1,5.942043457E0,4.378095703E0,4.091292114E0
6.104998821E1,5.660928040E0,3.868255920E0,4.459975433E0
6.105994621E1,5.232967987E0,3.313958588E0,4.887636108E0
6.106990421E1,4.956343231E0,2.894979858E0,5.322781219E0
6.107986121E1,4.724625092E0,2.677332458E0,5.858966217E0
6.108981921E1,4.470453644E0,2.457290039E0,6.279441833E0
6.109977721E1,4.112547913E0,2.065105591E0,5.942043457E0
6.110973521E1,3.844605103E0,1.522034912E0,4.989274750E0
6.111969321E1,3.419040070E0,1.136586456E0,3.596570892E0
6.112965021E1,3.220403137E0,1.180145874E0,2.336640930E0
6.113960821E1,3.411705322E0,1.749711456E0,1.843117218E0
6.114956621E1,3.751049652E0,2.306703186E0,1.933529205E0
6.115952421E1,4.565206604E0,2.911295929E0,2.462978210E0
6.116948221E1,6.016887817E0,3.797453156E0,4.566853180E0
6.117943921E1,7.367828522E0,4.787194977E0,6.945856018E0
6.118939721E1,8.354726257E0,5.546416168E0,7.961344299E0
6.119935521E1,8.431666260E0,5.923482056E0,7.212451630E0
6.120931321E1,7.361990662E0,6.201903076E0,5.160069580E0
6.121927121E1,5.966442719E0,6.971452789E0,2.783910828E0
6.122922821E1,5.268294525E0,8.381670227E0,1.346300354E0
6.123918621E1,5.473368073E0,9.901160431E0,1.460812225E0
6.124914421E1,6.236930237E0,1.102876556E1,3.525319061E0
6.125910221E1,7.381450195E0,1.135508698E1,6.476132812E0
6.126906021E1,8.488098907E0,1.123668320E1,8.960965576E0
6.127901721E1,9.427096252E0,1.112441666E1,1.041429337E1
6.128897521E1,9.668843536E0,1.112082413E1,1.146376099E1
6.129893321E1,9.455387421E0,1.080917221E1,1.255304581E1
6.130889121E1,9.039701843E0,1.017658768E1,1.272922943E1
6.131884921E1,8.419541473E0,9.551038513E0,1.134475845E1
6.132880621E1,7.322173462E0,8.763077087E0,8.738827515E0
6.133876421E1,6.249953156E0,7.627837830E0,5.994135132E0
6.134872221E1,4.667743378E0,6.234535217E0,4.197571106E0
6.135868021E1,2.783012695E0,4.923112335E0,3.455115051E0
6.136863721E1,1.309925995E0,3.828738098E0,3.099304962E0
6.137859521E1,4.752616882E-1,3.051703949E0,3.243904266E0
6.138855321E1,2.469863892E-2,2.514471130E0,3.722908173E0
6.139851121E1,-3.121009827E-1,2.088606720E0,4.491410065E0
6.140846921E1,-5.346881104E-1,1.752854919E0,5.534441071E0
6.141842621E1,-7.223977661E-1,1.551074524E0,6.510860596E0
6.142838421E1,-1.197210388E0,1.470541992E0,6.726412354E0
6.143834221E1,-1.757495270E0,1.434317322E0,6.196963348E0
6.144830021E1,-2.232457581E0,1.497036896E0,5.094954987E0
6.145825821E1,-2.286195831E0,1.970502319E0,4.072281647E0
6.146821521E1,-1.695075073E0,2.683619385E0,4.212689667E0
6.147817321E1,-8.533753967E-1,3.543281708E0,4.640649719E0
6.148813121E1,1.425036621E-1,4.596192169E0,5.989644470E0
6.149808921E1,1.322200470E0,5.218148804E0,8.368796997E0
6.150804721E1,2.220632172E0,5.231920166E0,1.018676651E1
6.151800421E1,2.215093689E0,5.021757202E0,1.057745407E1
6.152796221E1,1.439107361E0,4.803061981E0,9.746831360E0
6.153792021E1,7.933502197E-3,4.601730652E0,7.935897217E0
6.154787821E1,-7.433541870E-1,4.886438599E0,5.926176453E0
6.155783621E1,-3.897894287E-1,5.875881042E0,4.616250458E0
6.156779321E1,4.336482239E-1,6.756350098E0,4.479734344E0
6.157775121E1,1.662592621E0,6.821464691E0,5.028642883E0
6.158770921E1,2.804717560E0,6.598129120E0,5.749543762E0
6.159766721E1,3.555256805E0,6.664890289E0,6.658902740E0
6.160762521E1,4.722679138E0,6.749763794E0,8.223149872E0
6.161758221E1,7.029082947E0,6.694378967E0,1.035875885E1
6.162754021E1,1.001043320E1,7.090754700E0,1.188453598E1
6.163749821E1,1.116977234E1,7.625592499E0,1.214155151E1
6.164745621E1,9.970915375E0,7.341183929E0,1.015967285E1
6.165741421E1,7.975115662E0,6.254593506E0,7.112609253E0
6.166737121E1,6.602619781E0,4.929249573E0,4.893923035E0
6.167732921E1,5.560636597E0,3.816463623E0,3.930825806E0
6.168728721E1,4.991071014E0,3.107837219E0,3.878584442E0
6.169724521E1,5.045707397E0,2.708467712E0,4.517755280E0
6.170720321E1,5.475314026E0,2.620001678E0,5.778283997E0
6.171716021E1,5.648204498E0,2.529140625E0,6.892117767E0
6.172711821E1,5.934109955E0,2.581082611E0,7.448660431E0
6.173707621E1,5.647006989E0,2.679278412E0,7.559579773E0
6.174703421E1,4.986879730E0,2.327060852E0,6.716383209E0
6.175699221E1,4.756359100E0,2.001637573E0,5.722899170E0
6.176694921E1,4.711452484E0,2.023791504E0,5.199587402E0
6.177690721E1,5.054239655E0,2.234104156E0,4.901557159E0
6.178686521E1,5.880671082E0,2.674937439E0,4.884043579E0
6.179682321E1,6.792125702E0,3.268602905E0,5.315596161E0
6.180678121E1,7.720794525E0,3.704795837E0,6.085445251E0
6.181673821E1,8.378377075E0,4.049978027E0,6.654412079E0
6.182669621E1,8.907227325E0,4.288132782E0,6.988068237E0
6.183665421E1,9.464368744E0,4.497547302E0,7.314689026E0
6.184661221E1,9.587861938E0,4.771777039E0,6.920858002E0
6.185656921E1,9.344019012E0,5.375022583E0,5.922434235E0
6.186652721E1,8.358318787E0,6.145769806E0,4.835694122E0
6.187648521E1,7.640860748E0,6.984924774E0,4.506378937E0
6.188644321E1,7.399712219E0,7.784412231E0,5.343438263E0
6.189640121E1,6.824608154E0,8.659941559E0,7.041806488E0
6.190635821E1,6.020630035E0,9.207353210E0,9.238638153E0
6.191631621E1,5.575156403E0,8.829987946E0,1.157782379E1
6.192627421E1,5.434598694E0,7.793692932E0,1.295765442E1
6.193623221E1,5.564827881E0,7.596253510E0,1.271755371E1
6.194619021E1,6.004164276E0,8.712033234E0,1.211775101E1
6.195614721E1,7.535629578E0,1.000594254E1,1.195713501E1
6.196610521E1,9.007369080E0,1.062131287E1,1.036848862E1
6.197606321E1,9.507628784E0,1.093640762E1,7.929161224E0
6.198602137E1,9.104816437E0,1.069466034E1,6.120472412E0
6.199597937E1,8.195906525E0,9.557624817E0,4.746629333E0
6.200593637E1,7.055727539E0,8.085436249E0,3.727997589E0
6.201589437E1,5.933660889E0,6.788533173E0,3.147804108E0
6.202585237E1,4.704117737E0,5.694009247E0,2.857258301E0
6.203581037E1,3.483106842E0,4.711751862E0,2.738854523E0
6.204576837E1,2.385589142E0,3.792663116E0,2.760559387E0
6.205572537E1,1.648072815E0,2.966531067E0,2.762655029E0
6.206568337E1,1.349593506E0,2.529589691E0,2.785707092E0
6.207564137E1,1.519639893E0,2.661914520E0,2.721490631E0
6.208559937E1,1.445394287E0,2.838247833E0,2.334245911E0
6.209555737E1,1.303788757E0,2.756517792E0,1.415905609E0
6.210551437E1,1.433419189E0,2.745440826E0,6.574328613E-1
6.211547237E1,1.701362000E0,3.033890991E0,7.147636414E-1
6.212543037E1,2.166893921E0,3.617826691E0,1.467099152E0
6.213538837E1,2.878514099E0,4.247118073E0,2.902464294E0
6.214534637E1,4.001927948E0,4.930447083E0,5.108726349E0
6.215530337E1,4.890929260E0,5.505700836E0,7.144193573E0
6.216526137E1,5.463338928E0,5.795797577E0,8.623267822E0
6.217521937E1,5.714965668E0,6.193819885E0,9.543254700E0
6.218517737E1,5.347030792E0,6.561605072E0,9.747579803E0
6.219513537E1,3.232827301E0,6.717431030E0,8.592881012E0
6.220509237E1,2.164498901E-1,7.095844116E0,6.027515717E0
6.221505037E1,-1.924996948E0,7.760761414E0,3.632346497E0
6.222500837E1,-2.301464081E0,8.677604828E0,1.679956512E0
6.223496637E1,-9.383985901E-1,1.014051270E1,1.372346191E0
6.224492437E1,1.929786987E0,1.181762512E1,2.340233459E0
6.225488137E1,5.214855652E0,1.342603043E1,4.776118011E0
6.226483937E1,7.433541870E0,1.458761490E1,8.393196259E0
6.227479737E1,8.865464172E0,1.495270569E1,1.130419281E1
6.228475537E1,9.593250732E0,1.436442902E1,1.240889557E1
6.229471237E1,9.222022705E0,1.278626083E1,1.312979645E1
6.230467037E1,8.260721741E0,1.065125061E1,1.346899109E1
6.231462837E1,7.105274506E0,8.694070587E0,1.258882141E1
6.232458637E1,5.921536102E0,7.006479950E0,1.070843170E1
6.233454437E1,5.049898682E0,5.510191498E0,8.906029816E0
6.234450137E1,4.491110687E0,4.106111298E0,7.658823395E0
6.235445937E1,4.171375580E0,2.939138031E0,6.942562866E0
6.236441737E1,3.840413818E0,1.998643799E0,6.352639618E0
6.237437537E1,3.527863770E0,1.232536926E0,5.860014038E0
6.238433337E1,3.053500214E0,4.775070190E-1,5.088967438E0
6.239429037E1,2.643652496E0,-2.240840149E-1,4.131708069E0
6.240424837E1,2.311044159E0,-7.185058594E-1,3.323688354E0
6.241420637E1,2.086211700E0,-8.155041504E-1,2.731370087E0
6.242416437E1,2.001637573E0,-6.388714600E-1,2.346520386E0
6.243412237E1,2.363734589E0,-7.619155884E-2,2.129322052E0
6.244407937E1,2.902314606E0,5.716612244E-1,1.709145813E0
6.245403737E1,3.730093231E0,9.238787842E-1,6.804849243E-1
6.246399537E1,4.569098511E0,1.265767822E0,-4.620890808E-1
6.247395337E1,4.713697815E0,1.555864563E0,-8.898994446E-1
6.248391137E1,5.029541016E0,1.900597687E0,-1.936972046E-1
6.249386837E1,6.087391205E0,2.836750946E0,1.700912933E0
6.250382638E1,7.568112030E0,4.144730988E0,4.289629669E0
6.251378437E1,8.643475800E0,5.408253479E0,6.037395172E0
6.252374237E1,8.565637665E0,6.506669312E0,5.652096405E0
6.253370038E1,8.121062164E0,7.661368103E0,4.411925354E0
6.254365737E1,7.891739044E0,8.931476898E0,4.029620361E0
6.255361537E1,7.984546051E0,9.803114319E0,5.502557373E0
6.256357337E1,7.687114563E0,1.023885818E1,8.100105743E0
6.257353137E1,6.896458740E0,1.040531204E1,9.484726410E0
6.258348937E1,6.298302612E0,1.049258057E1,9.769284668E0
6.259344637E1,6.065386963E0,1.056996964E1,9.742340698E0
6.260340437E1,6.469845886E0,1.061472656E1,9.873468018E0
6.261336237E1,7.428153076E0,1.069271439E1,1.066532135E1
6.262332037E1,8.411158905E0,1.076336746E1,1.173110504E1
6.263327737E1,8.781488800E0,1.052521271E1,1.244197678E1
6.264323537E1,8.399632874E0,9.950557709E0,1.203452408E1
6.265319337E1,7.430398407E0,9.278455353E0,1.068163742E1
6.266315137E1,6.078260193E0,8.603658600E0,8.732241211E0
6.267310937E1,4.733157349E0,7.790699158E0,6.669680328E0
6.268306637E1,3.558699646E0,6.947951660E0,4.705165558E0
6.269302437E1,2.476150818E0,6.184239807E0,3.172353058E0
6.270298237E1,1.584604797E0,5.454207916E0,2.137255554E0
6.271294037E1,9.433383179E-1,4.842280426E0,1.633403320E0
6.272289837E1,8.337661743E-1,4.430187378E0,1.427431641E0
6.273285537E1,9.427395630E-1,4.280348969E0,1.493893433E0
6.274281337E1,1.003213806E0,4.481530609E0,1.532812500E0
6.275277138E1,1.123413849E0,4.965474243E0,1.456171875E0
6.276272937E1,1.403930511E0,5.400769043E0,1.351240082E0
6.277268737E1,1.414109344E0,5.535488892E0,1.420396271E0
6.278264437E1,1.055754547E0,5.459896088E0,1.510209503E0
6.279260237E1,5.483097839E-1,5.396278381E0,1.870360565E0
6.280256037E1,1.330732727E-1,5.488636322E0,2.412982178E0
6.281251837E1,1.808239746E-1,5.738167419E0,3.204536133E0
6.282247637E1,7.840695190E-1,6.189628601E0,4.966971130E0
6.283243337E1,1.420995026E0,6.819369049E0,6.881938934E0
6.284239137E1,2.046544189E0,7.373816071E0,8.341254272E0
6.285234937E1,2.246678009E0,7.495513000E0,8.834029541E0
6.286230737E1,1.539847870E0,7.304061127E0,8.534502411E0
6.287226537E1,-8.876541138E-2,7.179819489E0,7.784262543E0
6.288222237E1,-1.271905060E0,7.378157043E0,6.571334839E0
6.289218037E1,-1.359323273E0,7.795938263E0,5.353018341E0
6.290213837E1,9.280700684E-3,8.658744049E0,4.636458435E0
6.291209637E1,2.486479340E0,1.014305740E1,4.495900726E0
6.292205437E1,5.223088531E0,1.150836823E1,4.998555450E0
6.293201137E1,7.714357910E0,1.276844788E1,6.256539459E0
6.294196937E1,9.125323792E0,1.382195709E1,7.222630463E0
6.295192737E1,9.344168701E0,1.405008270E1,7.458689575E0
6.296188537E1,8.678353271E0,1.305749680E1,7.438481598E0
6.297184337E1,7.893684998E0,1.150926636E1,8.104746094E0
6.298180037E1,7.461982727E0,9.825567627E0,9.077273712E0
6.299175846E1,6.910978546E0,8.027057648E0,9.434580688E0
6.300171646E1,6.299949188E0,6.350094910E0,9.269174652E0
6.301167446E1,5.726192322E0,4.905000000E0,8.801996155E0
6.302163146E1,4.933740234E0,3.682492218E0,7.605833588E0
6.303158946E1,3.751947784E0,2.550246735E0,5.812263336E0
6.304154746E1,2.775677948E0,1.626667328E0,3.938459930E0
6.305150546E1,2.341580658E0,1.015488281E0,2.604134674E0
6.306146346E1,2.396965485E0,6.985972595E-1,2.165546722E0
6.307142046E1,2.616858215E0,4.932243347E-1,2.405797119E0
6.308137846E1,2.974015503E0,3.034190369E-1,3.011737061E0
6.309133646E1,3.353476410E0,2.031275940E-1,3.727548523E0
6.310129446E1,3.713777161E0,3.372486877E-1,4.281396790E0
6.311125246E1,3.964655457E0,5.264552307E-1,3.953578491E0
6.312120946E1,4.518354034E0,1.062340851E0,3.476370850E0
6.313116746E1,5.218597870E0,2.069446564E0,3.666625214E0
6.314112546E1,5.968837738E0,3.212769012E0,3.912114716E0
6.315108346E1,7.019502869E0,4.384682007E0,4.765789490E0
6.316104146E1,8.190068665E0,5.669759674E0,6.059549103E0
6.317099846E1,9.250313873E0,6.883585510E0,7.232809296E0
6.318095646E1,1.020098694E1,7.919730835E0,7.770191803E0
6.319091446E1,1.041085052E1,8.498726807E0,7.549251251E0
6.320087246E1,9.542655945E0,8.713829498E0,6.303841095E0
6.321083046E1,8.446485443E0,8.876092072E0,4.954996033E0
6.322078746E1,8.011789398E0,9.341623993E0,5.213807831E0
6.323074546E1,8.044870605E0,9.885892181E0,7.240742798E0
6.324070346E1,8.016579437E0,1.001642075E1,9.647438049E0
6.325066146E1,7.445966034E0,9.765542450E0,1.123533600E1
6.326061946E1,6.690337372E0,9.481283569E0,1.198303116E1
6.327057646E1,5.975723419E0,9.542506256E0,1.242955261E1
6.328053446E1,4.999154205E0,9.845176849E0,1.195414124E1
6.329049246E1,3.938759308E0,1.009410919E1,1.064256866E1
6.330045046E1,3.001558228E0,1.018766464E1,9.679770813E0
6.331040746E1,2.456990662E0,1.013227982E1,9.092991028E0
6.332036546E1,2.051783295E0,9.783654785E0,8.542136536E0
6.333032346E1,1.483714600E0,9.078920288E0,7.866741028E0
6.334028146E1,8.834628296E-1,8.015381927E0,7.030579834E0
6.335023946E1,5.542973328E-1,6.790628815E0,6.505771179E0
6.336019646E1,3.980223083E-1,5.688171387E0,6.550977173E0
6.337015446E1,1.309776306E-1,4.718787231E0,6.870712280E0
6.338011246E1,-1.496887207E-3,3.969445496E0,7.342980194E0
6.339007046E1,-2.118095398E-1,3.286565552E0,7.364385681E0
6.340002846E1,-5.363346863E-1,2.544408875E0,6.563551025E0
6.340998546E1,-8.205935669E-1,2.000440063E0,5.323679352E0
6.341994346E1,-1.117575989E0,1.612895966E0,3.894301758E0
6.342990146E1,-1.259331207E0,1.334175568E0,2.325414276E0
6.343985946E1,-1.207389221E0,1.264869690E0,8.722361755E-1
6.344981746E1,-1.086590424E0,1.514251099E0,-5.029541016E-2
6.345977446E1,-7.143145752E-1,2.085762634E0,-5.086422729E-1
6.346973246E1,-1.106199646E-1,2.793041840E0,-3.954776001E-1
6.347969046E1,3.278182983E-1,3.303330688E0,-3.155438232E-1
6.348964846E1,9.288185120E-1,3.641776886E0,-5.194198608E-2
6.349960646E1,1.718276825E0,4.125121765E0,9.000782776E-1
6.350956346E1,2.240091705E0,4.684059448E0,2.635868683E0
6.351952146E1,2.479294281E0,5.204227753E0,4.134851532E0
6.352947946E1,2.513123932E0,5.780529327E0,5.575156403E0
6.353943746E1,2.320624237E0,6.351741486E0,6.593638458E0
6.354939546E1,1.651216278E0,6.615642700E0,6.845265198E0
6.355935246E1,1.414109344E0,6.726861420E0,7.465874634E0
6.356931046E1,1.614991608E0,7.143894196E0,7.774083710E0
6.357926846E1,2.682272186E0,8.214916992E0,7.264692993E0
6.358922646E1,3.911815338E0,9.710906067E0,6.886728973E0
6.359918446E1,4.944966888E0,1.138412659E1,6.533014526E0
6.360914146E1,6.657705231E0,1.320209610E1,7.217690735E0
6.361909946E1,9.198222198E0,1.477936615E1,9.668544159E0
6.362905746E1,1.104762634E1,1.538231232E1,1.219663696E1
6.363901546E1,1.127111160E1,1.459599747E1,1.327215042E1
6.364897346E1,1.020847137E1,1.270438110E1,1.262744110E1
6.365893046E1,8.416098633E0,1.049243088E1,1.088281906E1
6.366888846E1,6.352340240E0,8.402776337E0,8.979227600E0
6.367884646E1,4.868925018E0,6.701414337E0,6.755002899E0
6.368880446E1,3.568728790E0,5.310057678E0,4.776118011E0
6.369876246E1,2.611020355E0,4.177512817E0,3.530857544E0
6.370871946E1,2.272723846E0,3.269501038E0,3.320844269E0
6.371867746E1,2.291285248E0,2.605182495E0,3.942501526E0
6.372863546E1,2.352208557E0,1.959125977E0,4.745731201E0
6.373859346E1,2.486030273E0,1.329834595E0,5.104385376E0
6.374855146E1,2.556833038E0,8.363108826E-1,5.004692688E0
6.375850846E1,2.580633545E0,4.736151123E-1,4.496499481E0
6.376846646E1,2.718646545E0,4.456233215E-1,3.420686646E0
6.377842446E1,3.281625824E0,8.301736450E-1,2.692900085E0
6.378838246E1,4.255800018E0,1.683099976E0,2.368374939E0
6.379833946E1,5.637277222E0,3.060834961E0,2.687511292E0
6.380829746E1,7.020251312E0,4.324357452E0,4.092040558E0
6.381825546E1,8.472082214E0,5.428760834E0,5.828130341E0
6.382821346E1,9.519753571E0,6.480174408E0,7.352859650E0
6.383817146E1,9.641600189E0,7.142696686E0,8.286019135E0
6.384812846E1,9.020391998E0,7.472610626E0,8.161627808E0
6.385808646E1,8.327482910E0,7.769742737E0,7.714058533E0
6.386804446E1,7.637866974E0,8.086184692E0,6.815626831E0
6.387800246E1,6.439908142E0,8.534951477E0,5.347330170E0
6.388796046E1,5.168601837E0,9.168883209E0,3.905678101E0
6.389791746E1,4.248165894E0,9.855205994E0,2.980302429E0
6.390787546E1,3.897744598E0,1.057131683E1,3.172203369E0
6.391783346E1,4.389771423E0,1.094284424E1,4.899461517E0
6.392779146E1,5.537434845E0,1.093595856E1,6.902895355E0
6.393774946E1,6.338568878E0,1.082204544E1,8.306676178E0
6.394770646E1,6.395300903E0,1.047970734E1,9.169481964E0
6.395766446E1,5.874234467E0,9.817933502E0,9.247320099E0
6.396762246E1,5.319937134E0,8.861572266E0,9.194779358E0
6.397758046E1,4.994364166E0,7.810458069E0,9.509125671E0
6.398753837E1,4.665498047E0,6.849306793E0,9.746082916E0
6.399749537E1,4.009861450E0,5.839806061E0,9.849667511E0
6.400745337E1,2.916535034E0,4.610562286E0,9.198521576E0
6.401741137E1,2.096091156E0,3.481759644E0,7.633226624E0
6.402736937E1,1.325643311E0,2.805166626E0,5.514083405E0
6.403732737E1,3.323089600E-2,2.756667480E0,2.906206512E0
6.404728437E1,-1.358874207E0,3.175795898E0,3.595523071E-1
6.405724237E1,-1.810485077E0,3.347638550E0,-1.081051941E0
6.406720037E1,-1.294508057E0,2.968626709E0,-1.345701599E0
6.407715837E1,-3.463796997E-1,2.630330200E0,-4.204756165E-1
6.408711637E1,7.508386230E-1,2.525398407E0,1.513203278E0
6.409707337E1,1.695224762E0,2.733465729E0,3.695964203E0
6.410703137E1,2.434088287E0,3.148402863E0,5.691614227E0
6.411698937E1,3.095862122E0,3.541934509E0,7.663463745E0
6.412694737E1,3.838916931E0,3.943848724E0,9.429491272E0
6.413690537E1,4.686454468E0,4.421954498E0,1.018856277E1
6.414686237E1,4.646786957E0,4.691543884E0,9.479636993E0
6.415682037E1,3.932771759E0,4.798571320E0,8.220455475E0
6.416677837E1,3.419489136E0,4.912035370E0,7.560477905E0
6.417673637E1,3.139870605E0,4.978497162E0,7.838449860E0
6.418669337E1,3.033741302E0,4.913681946E0,8.961115265E0
6.419665137E1,2.267933807E0,4.404291229E0,9.550589447E0
6.420660937E1,6.962022400E-1,4.042343903E0,9.128317566E0
6.421656737E1,-1.013242950E0,3.834276581E0,8.165070648E0
6.422652537E1,-2.231110382E0,3.661386108E0,6.731950836E0
6.423648237E1,-2.102677460E0,3.842509460E0,5.243745575E0
6.424644037E1,2.492317200E-1,4.567601624E0,5.277425537E0
6.425639837E1,4.231700134E0,5.186564484E0,7.657176819E0
6.426635637E1,8.668473816E0,5.725294189E0,1.087293961E1
6.427631437E1,1.215442474E1,6.512207794E0,1.409738434E1
6.428627137E1,1.361299164E1,6.737639008E0,1.620440277E1
6.429622937E1,1.314222061E1,6.096671906E0,1.619602020E1
6.430618737E1,1.166030228E1,5.262606354E0,1.498818192E1
6.431614537E1,9.989776154E0,4.558470612E0,1.347437988E1
6.432610337E1,8.319100342E0,4.228257294E0,1.150118317E1
6.433606037E1,6.759044495E0,4.278702393E0,9.282646637E0
6.434601837E1,5.466781769E0,4.232598267E0,7.282206573E0
6.435597637E1,4.468358002E0,3.844754791E0,5.579048309E0
6.436593437E1,3.693419495E0,3.230881348E0,4.259991302E0
6.437589237E1,3.241359558E0,2.777324524E0,3.603905640E0
6.438584937E1,3.156785431E0,2.433190155E0,3.583248596E0
6.439580737E1,3.227588196E0,2.006726990E0,3.905229034E0
6.440576537E1,3.319646759E0,1.654659119E0,4.373006287E0
6.441572337E1,3.389252014E0,1.511706390E0,4.904850311E0
6.442568137E1,3.461701355E0,1.500629425E0,5.221292267E0
6.443563837E1,3.482059021E0,1.387015686E0,5.125192108E0
6.444559637E1,3.565435638E0,1.206940155E0,4.796475677E0
6.445555437E1,3.699706421E0,1.232536926E0,4.068539429E0
6.446551237E1,4.105811920E0,1.518143005E0,3.273692322E0
6.447547037E1,4.666096802E0,1.836680603E0,2.871628418E0
6.448542737E1,5.540129242E0,2.167642365E0,3.366798706E0
6.449538537E1,6.670279083E0,2.679278412E0,4.714296570E0
6.450534337E1,7.544760590E0,3.020868073E0,5.984854431E0
6.451530137E1,8.156538391E0,3.203488312E0,7.402256927E0
6.452525937E1,8.890611877E0,3.502117310E0,8.668623505E0
6.453521637E1,9.208999786E0,3.705843658E0,9.327553253E0
6.454517437E1,8.765621796E0,3.757785645E0,8.868757324E0
6.455513237E1,8.253087616E0,4.297263794E0,8.398135986E0
6.456509037E1,7.985893250E0,4.975802765E0,7.930358734E0
6.457504737E1,7.917784882E0,5.532195740E0,7.268285522E0
6.458500537E1,7.930957489E0,6.068979492E0,7.522756348E0
6.459496337E1,7.813601532E0,6.335724792E0,8.805289307E0
6.460492137E1,7.545209656E0,6.219865723E0,1.029364426E1
6.461487937E1,7.218888245E0,5.887556763E0,1.132245483E1
6.462483637E1,6.827003174E0,5.634882202E0,1.216041229E1
6.463479437E1,6.738387451E0,5.432503052E0,1.378977402E1
6.464475237E1,7.051985321E0,4.965623932E0,1.638372986E1
6.465471037E1,7.210954742E0,4.187392273E0,1.777553558E1
6.466466837E1,6.432274017E0,3.440744934E0,1.696661774E1
6.467462537E1,4.973258057E0,2.955005035E0,1.492516296E1
6.468458337E1,3.329376526E0,2.539319458E0,1.206476120E1
6.469454137E1,1.724563751E0,2.171384583E0,9.099277954E0
6.470449937E1,1.769320679E-1,1.879491577E0,6.646179199E0
6.471445737E1,-1.233285370E0,1.631906433E0,4.849465485E0
6.472441437E1,-2.316582642E0,1.444945221E0,3.643423462E0
6.473437237E1,-3.029849396E0,1.366807709E0,2.960842896E0
6.474433037E1,-3.434308319E0,1.382525024E0,2.537672882E0
6.475428837E1,-3.451971588E0,1.526226196E0,2.599793701E0
6.476424637E1,-2.871478729E0,1.803898773E0,3.462599487E0
6.477420337E1,-1.647174683E0,2.111209717E0,4.787344666E0
6.478416137E1,-1.835183716E-1,2.524949341E0,5.940247192E0
6.479411937E1,1.084644470E0,3.048111420E0,6.904242554E0
6.480407737E1,1.870809631E0,3.648961945E0,7.239994354E0
6.481403537E1,2.747536469E0,4.337380371E0,8.177644501E0
6.482399237E1,4.310586090E0,4.978646851E0,1.054527100E1
6.483395037E1,6.411317596E0,5.449567566E0,1.367122055E1
6.484390837E1,7.903564453E0,5.550158386E0,1.610500946E1
6.485386637E1,8.289312286E0,5.095254364E0,1.657128983E1
6.486382437E1,7.638914795E0,4.187841339E0,1.515972519E1
6.487378137E1,6.134543152E0,3.096610565E0,1.172272247E1
6.488373937E1,4.438270569E0,2.504891052E0,8.027207336E0
6.489369737E1,2.793640594E0,2.685265961E0,4.990172882E0
6.490365537E1,1.449435883E0,3.304228821E0,3.161575470E0
6.491361337E1,6.271957397E-1,3.978875885E0,2.633323975E0
6.492357037E1,1.005758514E0,4.823120270E0,3.012635193E0
6.493352837E1,3.161425781E0,5.940247192E0,4.421206055E0
6.494348637E1,6.282884674E0,7.150031433E0,6.658154297E0
6.495344437E1,8.574469299E0,8.137228546E0,8.045020294E0
6.496340237E1,9.329798584E0,8.830287323E0,7.615263977E0
6.497335937E1,8.691974945E0,8.973988495E0,6.314319305E0
6.498331737E1,7.386389923E0,8.477471008E0,5.482349396E0
6.499327521E1,6.298901367E0,7.685617676E0,5.626499634E0
6.500323321E1,5.782026215E0,6.804849243E0,6.018684082E0
6.501319021E1,5.526357880E0,5.876629486E0,5.980663147E0
