"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.887059233E1,2.525243044E0,1.574211240E0,9.426317811E-1
6.888055033E1,2.883884430E0,1.360063195E0,1.298021913E0
6.889050833E1,3.055640697E0,1.029323101E0,1.636037230E0
6.890046633E1,3.031616926E0,6.409472823E-1,1.884990215E0
6.891042333E1,2.823187590E0,3.252061307E-1,2.019670963E0
6.892038133E1,2.395170450E0,8.433770388E-2,2.053650141E0
6.893033933E1,1.704679847E0,-8.071756363E-2,1.977834702E0
6.894029733E1,7.770060897E-1,-1.740064323E-1,1.786222219E0
6.895025533E1,-2.089706957E-1,-2.242371142E-1,1.517961502E0
6.896021233E1,-1.033244014E0,-2.418356240E-1,1.250169992E0
6.897017033E1,-1.610225916E0,-1.607911140E-1,1.018511415E0
6.898012833E1,-1.959600091E0,1.171181425E-1,8.686334491E-1
6.899008633E1,-2.134011507E0,4.638620019E-1,7.992682457E-1
6.900004446E1,-2.182659864E0,7.917014956E-1,7.962655425E-1
6.901000146E1,-2.103747606E0,1.039360523E0,7.893308997E-1
6.901995946E1,-1.894243240E0,1.211876750E0,7.652937770E-1
6.902991746E1,-1.588003635E0,1.264426470E0,7.579253316E-1
6.903987546E1,-1.256642461E0,1.188831925E0,7.858085632E-1
6.904983346E1,-9.306548238E-1,1.050670505E0,8.366027474E-1
6.905979046E1,-6.139953136E-1,9.092132449E-1,8.731533289E-1
6.906974846E1,-3.117344975E-1,7.579720616E-1,8.673428893E-1
6.907970646E1,-4.538480937E-2,6.630704403E-1,8.037309051E-1
6.908966446E1,1.794325858E-1,5.989910364E-1,6.724386811E-1
6.909962246E1,3.991942406E-1,5.676128864E-1,4.832093716E-1
6.910957946E1,5.531731844E-1,5.638602376E-1,2.817707956E-1
6.911953746E1,6.040061116E-1,5.798337460E-1,1.100615710E-1
6.912949546E1,5.664513111E-1,5.342431068E-1,-5.012117699E-2
6.913945346E1,4.511323273E-1,3.980800807E-1,-1.550674438E-1
6.914941146E1,3.032728136E-1,1.601213068E-1,-2.269634753E-1
6.915936846E1,3.261935115E-1,9.187218547E-2,-3.982340991E-1
6.916932646E1,4.688934088E-1,1.654500067E-1,-6.699942350E-1
6.917928446E1,6.780672073E-1,2.939979136E-1,-9.988114834E-1
6.918924246E1,8.495814800E-1,4.164292812E-1,-1.250086069E0
6.919919946E1,8.375265598E-1,4.384038150E-1,-1.309513688E0
6.920915746E1,6.294615269E-1,3.646342456E-1,-1.299628019E0
6.921911546E1,3.190847039E-1,2.490279526E-1,-1.339816332E0
6.922907346E1,-1.739423722E-2,1.771816984E-3,-1.431291342E0
6.923903146E1,-3.137033284E-1,-3.619615734E-1,-1.486754298E0
6.924898846E1,-5.628545880E-1,-8.438171148E-1,-1.442803621E0
6.925894646E1,-7.163656950E-1,-1.273764133E0,-1.336449504E0
6.926890446E1,-7.941507697E-1,-1.582260728E0,-1.239647031E0
6.927886246E1,-8.472943306E-1,-1.834135532E0,-1.194952846E0
6.928882046E1,-9.007378817E-1,-2.047367334E0,-1.140087247E0
6.929877746E1,-9.414891601E-1,-2.209249735E0,-1.064562798E0
6.930873546E1,-8.431513906E-1,-2.059636354E0,-1.044807792E0
6.931869346E1,-6.232464910E-1,-1.511386156E0,-1.090690613E0
6.932865146E1,-4.346677661E-1,-8.436434865E-1,-1.133087277E0
6.933860946E1,-4.007927775E-1,-2.668532729E-1,-1.150240183E0
6.934856646E1,-4.940881133E-1,1.915984601E-1,-1.150278807E0
6.935852446E1,-6.646568179E-1,4.911924303E-1,-1.116143346E0
6.936848246E1,-8.373681307E-1,5.800274611E-1,-1.036552072E0
6.937844046E1,-9.646731615E-1,4.384588599E-1,-8.879144192E-1
6.938839746E1,-1.015291929E0,9.650019556E-2,-6.600293517E-1
6.939835546E1,-9.464542270E-1,-3.667294383E-1,-3.772968054E-1
6.940831346E1,-7.222338915E-1,-7.947090268E-1,-1.144401208E-1
6.941827146E1,-3.650197387E-1,-1.026993632E0,5.245741084E-2
6.942822946E1,2.768174931E-2,-1.055363417E0,1.032830402E-1
6.943818746E1,4.137481451E-1,-7.782352567E-1,6.699173898E-2
6.944814446E1,6.934524775E-1,-2.886245847E-1,1.462573558E-2
6.945810246E1,8.130881786E-1,2.592069805E-1,1.862176135E-2
6.946806046E1,8.067671657E-1,7.463015318E-1,8.372006565E-2
6.947801846E1,7.348965406E-1,1.057104707E0,1.682278365E-1
6.948797546E1,7.306940556E-1,1.153031468E0,2.600357831E-1
6.949793346E1,8.658766150E-1,1.040295720E0,3.729326129E-1
6.950789146E1,1.134430408E0,7.541573644E-1,4.992391765E-1
6.951784946E1,1.580615997E0,6.489177346E-1,5.489573479E-1
6.952780746E1,2.039603233E0,7.574074268E-1,6.067785621E-1
6.953776446E1,2.200712442E0,8.029659390E-1,7.685913444E-1
6.954772246E1,2.056633234E0,7.119654417E-1,1.020793796E0
6.955768046E1,1.723265171E0,5.101594925E-1,1.302611351E0
6.956763846E1,1.343884587E0,2.509976923E-1,1.524543166E0
6.957759646E1,9.853441715E-1,3.355476260E-2,1.629497528E0
6.958755346E1,6.043470502E-1,-1.216350868E-1,1.652929902E0
6.959751146E1,1.700403988E-1,-2.481277138E-1,1.583837986E0
6.960746946E1,-3.362936378E-1,-3.447226882E-1,1.449388027E0
6.961742746E1,-9.813469052E-1,-6.117072105E-1,1.360953450E0
6.962738546E1,-1.692462921E0,-9.881790876E-1,1.336534619E0
6.963734246E1,-2.197315693E0,-1.087167501E0,1.262735724E0
6.964730046E1,-2.379525185E0,-7.804797888E-1,1.097644567E0
6.965725846E1,-2.333704710E0,-1.886631250E-1,9.154809117E-1
6.966721646E1,-2.203582287E0,5.930521488E-1,7.427333593E-1
6.967717446E1,-2.076076508E0,1.348934531E0,6.084969640E-1
6.968713146E1,-2.004156828E0,1.951165199E0,5.331920981E-1
6.969708946E1,-1.994682550E0,2.298250198E0,5.247662663E-1
6.970704746E1,-1.969240308E0,2.407995939E0,5.489464402E-1
6.971700546E1,-1.842035174E0,2.316762924E0,5.889605284E-1
6.972696246E1,-1.538404226E0,2.053027630E0,6.350606680E-1
6.973692046E1,-1.046687722E0,1.651218176E0,6.722361445E-1
6.974687846E1,-4.318588674E-1,1.138957262E0,7.092306614E-1
6.975683646E1,2.076722234E-1,5.818336606E-1,7.417677045E-1
6.976679446E1,7.996324897E-1,1.526346058E-1,7.551463246E-1
6.977675146E1,1.240887046E0,1.640045270E-2,7.353447080E-1
6.978670946E1,1.449108362E0,9.892196208E-2,6.666159630E-1
6.979666746E1,1.378796339E0,2.267790288E-1,5.727432966E-1
6.980662546E1,1.113895655E0,3.653805852E-1,4.216938317E-1
6.981658346E1,7.905811071E-1,4.628693759E-1,1.726118326E-1
6.982654046E1,5.300054550E-1,4.115928710E-1,-1.266478449E-1
6.983649846E1,4.331319034E-1,3.840140402E-1,-4.940150380E-1
6.984645646E1,5.008553267E-1,4.175847769E-1,-8.779621720E-1
6.985641446E1,6.920771003E-1,5.357373953E-1,-1.205850124E0
6.986637246E1,9.585012794E-1,8.740102649E-1,-1.404312372E0
6.987632946E1,1.121988416E0,1.249075055E0,-1.391616702E0
6.988628746E1,1.138396382E0,1.413330793E0,-1.232569218E0
6.989624546E1,1.086043835E0,1.337459087E0,-1.054187417E0
6.990620346E1,1.054828167E0,1.037506461E0,-8.970995545E-1
6.991616146E1,1.066039562E0,4.995170832E-1,-7.511970401E-1
6.992611846E1,1.128594279E0,-1.393438131E-1,-6.773044467E-1
6.993607646E1,1.142540574E0,-8.178338408E-1,-6.775420904E-1
6.994603446E1,9.665607810E-1,-1.614027619E0,-7.163555622E-1
6.995599246E1,6.715360284E-1,-2.383947849E0,-7.734111547E-1
6.996595046E1,4.136911631E-1,-2.775299549E0,-8.744969964E-1
6.997590746E1,1.449858993E-1,-2.688333988E0,-9.992228746E-1
6.998586546E1,-1.796321273E-1,-2.221614599E0,-1.121148586E0
6.999582237E1,-5.210100412E-1,-1.449362040E0,-1.210052848E0
7.000578037E1,-8.139292598E-1,-5.867511034E-1,-1.238885045E0
7.001573837E1,-1.015160203E0,1.240458339E-1,-1.206587672E0
7.002569537E1,-1.086821675E0,5.709623694E-1,-1.116945624E0
7.003565337E1,-1.026886225E0,7.483894229E-1,-9.647555351E-1
7.004561137E1,-8.695395589E-1,6.990527511E-1,-7.685388923E-1
7.005556937E1,-6.741314530E-1,4.610464573E-1,-5.492190123E-1
7.006552637E1,-5.285422802E-1,1.221405789E-1,-3.477489948E-1
7.007548437E1,-4.427740872E-1,-1.830273718E-1,-2.130009234E-1
7.008544237E1,-3.404130936E-1,-3.888053000E-1,-1.429454088E-1
7.009540037E1,-1.449115276E-1,-4.704663455E-1,-1.068542525E-1
7.010535837E1,1.217100471E-1,-3.770418465E-1,-8.315903693E-2
7.011531537E1,3.349898756E-1,-1.517048329E-1,-1.296815462E-2
7.012527337E1,3.717324436E-1,1.166951954E-1,6.461558491E-2
7.013523137E1,2.620463073E-1,4.619272351E-1,9.406568110E-2
7.014518937E1,1.923439056E-1,8.893720508E-1,1.115934923E-2
7.015514737E1,3.194286227E-1,1.354568601E0,-1.897259355E-1
7.016510437E1,6.388095617E-1,1.731742740E0,-4.115526378E-1
7.017506237E1,9.826697111E-1,1.941904664E0,-4.944435358E-1
7.018502037E1,1.199465394E0,1.999717355E0,-3.585903645E-1
7.019497837E1,1.332621932E0,1.950179219E0,-2.533246018E-2
7.020493637E1,1.485337377E0,1.909200668E0,3.844268322E-1
7.021489337E1,1.610987544E0,1.794850945E0,7.985954285E-1
7.022485137E1,1.615816355E0,1.425709367E0,1.196843147E0
7.023480937E1,1.495297790E0,8.825594187E-1,1.539270163E0
7.024476737E1,1.274171829E0,2.976429164E-1,1.770286560E0
7.025472537E1,1.018885493E0,-2.379211634E-1,1.827629924E0
7.026468237E1,7.833232284E-1,-4.948224723E-1,1.716961145E0
7.027464037E1,4.874325097E-1,-4.385772347E-1,1.535761595E0
7.028459837E1,1.866263710E-2,-2.722926438E-1,1.355928183E0
7.029455637E1,-6.131914258E-1,-1.584342122E-1,1.209887505E0
7.030451437E1,-1.233330011E0,-1.563478857E-1,1.144248605E0
7.031447137E1,-1.647737026E0,-1.862589568E-1,1.155686021E0
7.032442938E1,-1.785213947E0,-1.955456585E-1,1.231999755E0
7.033438737E1,-1.673775673E0,-1.777342111E-1,1.332708478E0
7.034434537E1,-1.424637794E0,-6.062357128E-2,1.432922959E0
7.035430237E1,-1.221436024E0,1.283180118E-1,1.530404091E0
7.036426037E1,-1.145196915E0,2.931801677E-1,1.607224584E0
7.037421837E1,-1.172413349E0,4.523238838E-1,1.632489562E0
7.038417637E1,-1.273195624E0,5.573019981E-1,1.617300510E0
7.039413437E1,-1.396028399E0,5.723279119E-1,1.567597747E0
7.040409137E1,-1.458151937E0,5.198268890E-1,1.462087750E0
7.041404937E1,-1.383223772E0,4.032082856E-1,1.296772838E0
7.042400737E1,-1.138170838E0,2.938780785E-1,1.106603503E0
7.043396537E1,-8.090010285E-1,1.787620783E-1,9.862012863E-1
7.044392337E1,-4.665709734E-1,6.250498444E-2,9.538199306E-1
7.045388037E1,-1.015925482E-1,-1.413902082E-2,9.274706244E-1
7.046383837E1,2.758769989E-1,-1.117318869E-1,8.715357184E-1
7.047379637E1,6.286996603E-1,-2.882047296E-1,7.734963298E-1
7.048375437E1,9.097185135E-1,-5.122075081E-1,6.048386097E-1
7.049371237E1,1.102089524E0,-6.731800437E-1,3.398587108E-1
7.050366937E1,1.236616373E0,-6.214241982E-1,-2.021024376E-2
7.051362737E1,1.275214791E0,-3.201947212E-1,-3.981924653E-1
7.052358537E1,1.145206213E0,6.094123237E-4,-6.980785131E-1
7.053354337E1,9.376187325E-1,3.210191727E-1,-9.013159275E-1
7.054350137E1,6.894562840E-1,6.212751269E-1,-1.090534568E0
7.055345837E1,3.883243203E-1,6.747399569E-1,-1.336423874E0
7.056341637E1,1.039437354E-1,5.009788275E-1,-1.630376458E0
7.057337438E1,-1.123544723E-1,1.583591402E-1,-1.965262055E0
7.058333237E1,-2.494582832E-1,-3.393579721E-1,-2.242640257E0
7.059328937E1,-3.515120149E-1,-9.049834013E-1,-2.390288353E0
7.060324737E1,-4.420389831E-1,-1.444825888E0,-2.417462111E0
7.061320537E1,-5.091478825E-1,-1.815189481E0,-2.375435591E0
7.062316337E1,-6.338733435E-1,-2.021065712E0,-2.279912472E0
7.063312137E1,-8.878675103E-1,-2.228597403E0,-2.097046137E0
7.064307837E1,-1.184121728E0,-2.518581867E0,-1.801256657E0
7.065303637E1,-1.351470470E0,-2.663754940E0,-1.529660225E0
7.066299437E1,-1.387004733E0,-2.525736332E0,-1.350941896E0
7.067295237E1,-1.397964835E0,-2.261894941E0,-1.277735114E0
7.068291037E1,-1.271960020E0,-1.756853342E0,-1.424727440E0
7.069286737E1,-9.921557903E-1,-8.559448719E-1,-1.691067100E0
7.070282537E1,-6.413703561E-1,7.674185187E-2,-1.846342206E0
7.071278337E1,-3.015354872E-1,8.854157925E-1,-1.784175634E0
7.072274137E1,9.105204605E-3,1.472382069E0,-1.512957692E0
7.073269937E1,2.615564466E-1,1.754920125E0,-1.097457767E0
7.074265637E1,4.736545980E-1,1.664110780E0,-6.424878836E-1
7.075261437E1,6.848641634E-1,1.176828980E0,-2.003968805E-1
7.076257237E1,8.966307640E-1,3.552280664E-1,2.012040764E-1
7.077253037E1,1.077448606E0,-5.687087178E-1,5.170900226E-1
7.078248737E1,1.243413329E0,-1.207830667E0,6.528129578E-1
7.079244538E1,1.400718093E0,-1.293100357E0,6.038778424E-1
7.080240337E1,1.485900640E0,-9.147194624E-1,4.268847108E-1
7.081236137E1,1.387601256E0,-2.999998927E-1,2.077348828E-1
7.082231938E1,1.096374750E0,3.615732789E-1,2.065154351E-2
7.083227637E1,7.236631513E-1,9.871562719E-1,-1.182412207E-1
7.084223437E1,4.512904286E-1,1.484088063E0,-1.956318766E-1
7.085219237E1,3.783489168E-1,1.720082998E0,-2.000268251E-1
7.086215037E1,5.382576585E-1,1.691214919E0,-1.537243128E-1
7.087210837E1,9.209972620E-1,1.577935815E0,-9.815283865E-2
7.088206537E1,1.353310823E0,1.463211060E0,-1.602863544E-3
7.089202337E1,1.648612857E0,1.290233135E0,1.739646941E-1
7.090198137E1,1.744920492E0,1.088099241E0,4.790886641E-1
7.091193937E1,1.580096483E0,8.458361626E-1,9.055635333E-1
7.092189737E1,1.190123677E0,4.977005422E-1,1.383879304E0
7.093185437E1,7.699238658E-1,7.051229477E-2,1.883265853E0
7.094181237E1,4.503058791E-1,-3.508029878E-1,2.334758043E0
7.095177037E1,3.574625254E-1,-5.762507319E-1,2.563215971E0
7.096172837E1,4.011309147E-1,-5.334926248E-1,2.492804766E0
7.097168637E1,2.364239991E-1,-2.798400521E-1,2.225278378E0
7.098164337E1,-2.793770432E-1,4.984649271E-2,1.908078909E0
7.099160137E1,-1.022855520E0,4.470044076E-1,1.602430701E0
7.100156033E1,-1.847536922E0,9.347903132E-1,1.317835212E0
7.101151833E1,-2.611150742E0,1.344494462E0,1.045972586E0
7.102147533E1,-3.195320129E0,1.486118436E0,7.280691862E-1
7.103143333E1,-3.499053955E0,1.266429901E0,3.547131419E-1
7.104139133E1,-3.542079449E0,8.115491867E-1,-2.033247380E-3
7.105134933E1,-3.476994514E0,1.861979365E-1,-2.366324365E-1
7.106130733E1,-3.368313789E0,-3.885468543E-1,-3.121418357E-1
7.107126433E1,-3.149415016E0,-6.391127706E-1,-2.102303803E-1
7.108122233E1,-2.774773359E0,-4.956981242E-1,1.385469455E-3
7.109118033E1,-2.276534319E0,-6.186519284E-3,2.205125093E-1
7.110113833E1,-1.705409288E0,5.865631104E-1,4.227558970E-1
7.111109633E1,-1.127391100E0,9.324861169E-1,5.651389956E-1
7.112105333E1,-5.841778517E-1,9.984763265E-1,6.270119548E-1
7.113101133E1,-4.222286120E-2,8.017553091E-1,6.558310390E-1
7.114096933E1,4.804504514E-1,3.329041898E-1,6.769655943E-1
7.115092733E1,9.448603988E-1,-1.784720719E-1,6.313137412E-1
7.116088533E1,1.309776068E0,-5.610359311E-1,5.172106028E-1
7.117084233E1,1.569890976E0,-6.366876364E-1,3.339798748E-1
7.118080033E1,1.734547615E0,-5.083736181E-1,7.658591866E-2
7.119075833E1,1.809866190E0,-4.330466092E-1,-3.012671173E-1
7.120071633E1,1.862664223E0,-4.408536851E-1,-7.030800581E-1
7.121067333E1,1.727198720E0,-4.828856289E-1,-1.077577710E0
7.122063133E1,1.303605914E0,-6.772407293E-1,-1.480450034E0
7.123058933E1,7.195239067E-1,-8.730256557E-1,-1.921451688E0
7.124054733E1,1.153658479E-1,-9.857138395E-1,-2.383475542E0
7.125050533E1,-4.241790175E-1,-9.862396717E-1,-2.711497784E0
7.126046233E1,-8.365650177E-1,-9.607484341E-1,-2.789222956E0
7.127042033E1,-1.024663806E0,-1.026043177E0,-2.600367546E0
7.128037833E1,-8.698347211E-1,-1.189809799E0,-2.237617731E0
7.129033633E1,-4.100542068E-1,-1.292866468E0,-1.793012381E0
7.130029433E1,9.392210841E-2,-1.392198920E0,-1.299546242E0
7.131025133E1,4.789911509E-1,-1.520764709E0,-7.955857515E-1
7.132020933E1,7.098845243E-1,-1.644025445E0,-3.366242945E-1
7.133016733E1,8.651265502E-1,-1.666979432E0,-2.661253139E-2
7.134012533E1,9.687250853E-1,-1.450945735E0,1.005590037E-1
7.135008333E1,9.741246700E-1,-1.166004896E0,1.444741935E-1
7.136004033E1,8.879793882E-1,-9.168986678E-1,1.701233685E-1
7.136999833E1,7.453856468E-1,-6.930669546E-1,1.638032645E-1
7.137995633E1,5.941207409E-1,-4.635913968E-1,1.141520888E-1
7.138991433E1,4.158650935E-1,-2.508007586E-1,5.455983430E-2
7.139987133E1,2.143276930E-1,-9.608095884E-2,6.877799984E-3
7.140982933E1,8.543161675E-3,3.563955054E-2,-3.542217240E-2
7.141978733E1,-1.919292212E-1,1.718485206E-1,-6.562242657E-2
7.142974533E1,-3.618090153E-1,3.107919991E-1,-8.525798470E-2
7.143970333E1,-5.051417351E-1,4.604038596E-1,-1.214892268E-1
7.144966033E1,-6.175968647E-1,6.140278578E-1,-1.776863933E-1
7.145961833E1,-7.250753641E-1,7.301366329E-1,-2.333722860E-1
7.146957633E1,-8.681382537E-1,8.018466830E-1,-2.479514778E-1
7.147953433E1,-1.149751067E0,7.447096109E-1,-1.831834018E-1
7.148949233E1,-1.520780683E0,5.479245186E-1,-1.689423434E-2
7.149944933E1,-1.711737156E0,3.782931268E-1,2.028146982E-1
7.150940733E1,-1.488140225E0,2.585542202E-1,4.661221206E-1
7.151936533E1,-7.232599258E-1,2.190645933E-1,7.501847148E-1
7.152932333E1,4.641140997E-1,5.144263506E-1,9.924839139E-1
7.153928033E1,1.736810446E0,1.117192268E0,1.146009207E0
7.154923833E1,2.743836164E0,1.829445958E0,1.273477912E0
7.155919633E1,3.284263134E0,2.436482906E0,1.461511731E0
7.156915433E1,3.397443533E0,2.791598082E0,1.669686079E0
7.157911233E1,3.186837435E0,2.866510391E0,1.861521006E0
7.158906933E1,2.654238701E0,2.561316252E0,2.036581039E0
7.159902733E1,1.959815860E0,1.860037923E0,2.140608311E0
7.160898533E1,1.347720742E0,9.365831614E-1,2.107765913E0
7.161894333E1,9.736761451E-1,1.136538982E-1,1.919601321E0
7.162890133E1,7.581884861E-1,-3.977809548E-1,1.671827197E0
7.163885833E1,6.004319191E-1,-4.899361730E-1,1.458965778E0
7.164881633E1,3.545434177E-1,-2.867923081E-1,1.295585394E0
7.165877433E1,-5.718503520E-2,3.760093823E-2,1.172701836E0
7.166873233E1,-5.806986094E-1,3.391636312E-1,1.075296640E0
7.167869033E1,-1.059048414E0,5.399516225E-1,9.938372374E-1
7.168864733E1,-1.334142208E0,6.666817665E-1,9.316798449E-1
7.169860533E1,-1.390137553E0,7.397930026E-1,8.876429200E-1
7.170856333E1,-1.288260341E0,7.157955766E-1,8.371348977E-1
7.171852133E1,-1.103101492E0,6.635355353E-1,7.615980506E-1
7.172847933E1,-9.068607092E-1,6.077027917E-1,6.891208291E-1
7.173843633E1,-7.772976756E-1,5.478056073E-1,6.297003627E-1
7.174839433E1,-7.087237835E-1,4.955454469E-1,5.831955671E-1
7.175835233E1,-6.655160785E-1,5.020763278E-1,5.586649179E-1
7.176831033E1,-6.027614474E-1,5.605428219E-1,5.523110628E-1
7.177826733E1,-4.940069616E-1,6.295780540E-1,5.422555208E-1
7.178822533E1,-3.250876963E-1,7.091855407E-1,5.154613256E-1
7.179818333E1,-1.338538378E-1,7.943825126E-1,4.350221753E-1
7.180814133E1,4.031562060E-2,8.553380370E-1,2.777892053E-1
7.181809933E1,1.789025217E-1,8.587561846E-1,8.245621622E-2
7.182805633E1,2.556311786E-1,7.461900115E-1,-9.009853750E-2
7.183801433E1,2.747750580E-1,5.521342754E-1,-2.221143544E-1
7.184797233E1,2.802252173E-1,2.754427493E-1,-3.432684839E-1
7.185793033E1,3.533044755E-1,-8.750083297E-2,-4.862522781E-1
7.186788833E1,5.260930657E-1,-3.881031871E-1,-6.454113126E-1
7.187784533E1,7.892927527E-1,-5.429449677E-1,-8.143505454E-1
7.188780333E1,1.150658250E0,-4.494806230E-1,-1.031926632E0
7.189776133E1,1.431690454E0,-2.383311093E-1,-1.216918349E0
7.190771933E1,1.412994981E0,-1.639260948E-1,-1.346298218E0
7.191767633E1,1.080170870E0,-2.956391275E-1,-1.473156095E0
7.192763433E1,5.513621569E-1,-5.150974989E-1,-1.641392708E0
7.193759233E1,-8.569050580E-3,-8.352562785E-1,-1.841712475E0
7.194755033E1,-4.375777841E-1,-1.244036198E0,-1.987330556E0
7.195750833E1,-6.546099782E-1,-1.660543323E0,-2.026551247E0
7.196746533E1,-7.059004903E-1,-1.963197351E0,-1.992674947E0
7.197742333E1,-6.532894373E-1,-2.106037140E0,-1.945013165E0
7.198738133E1,-5.948385000E-1,-2.102173805E0,-1.904431939E0
7.199733925E1,-5.754964948E-1,-2.009557724E0,-1.833176970E0
7.200729725E1,-5.999994278E-1,-1.948754430E0,-1.721228600E0
7.201725425E1,-7.100329399E-1,-1.955253839E0,-1.576391578E0
7.202721225E1,-8.428584337E-1,-1.927637577E0,-1.456713080E0
7.203717025E1,-9.572230577E-1,-1.809813499E0,-1.398619652E0
7.204712825E1,-1.051798820E0,-1.625466347E0,-1.396060467E0
7.205708625E1,-1.104928613E0,-1.385069728E0,-1.422062993E0
7.206704325E1,-1.098175883E0,-1.107506514E0,-1.425572395E0
7.207700125E1,-1.054822922E0,-8.186787963E-1,-1.352096915E0
7.208695925E1,-9.786357880E-1,-5.609278083E-1,-1.202959180E0
7.209691725E1,-8.772071600E-1,-3.711341918E-1,-9.893507957E-1
7.210687425E1,-7.334013581E-1,-3.066552579E-1,-7.414325476E-1
7.211683225E1,-5.612415671E-1,-4.034281373E-1,-4.936757386E-1
7.212679025E1,-3.723732531E-1,-7.006368637E-1,-2.813924551E-1
7.213674825E1,-1.573746502E-1,-1.109971642E0,-1.584015340E-1
7.214670625E1,9.727254510E-2,-1.408870101E0,-1.095266864E-1
7.215666325E1,3.630653620E-1,-1.489017725E0,-8.195710927E-2
7.216662125E1,5.667382479E-1,-1.316865206E0,-9.099546820E-2
7.217657925E1,6.755613685E-1,-9.985304475E-1,-1.451902688E-1
7.218653725E1,7.172414660E-1,-6.943560839E-1,-1.952546090E-1
7.219649525E1,7.235262990E-1,-5.260837674E-1,-2.276988328E-1
7.220645225E1,7.891148925E-1,-5.039014220E-1,-2.583133876E-1
7.221641025E1,9.777207375E-1,-5.251007080E-1,-2.902798355E-1
7.222636825E1,1.280505419E0,-4.459846318E-1,-2.878418267E-1
7.223632625E1,1.684798241E0,-1.190725416E-1,-2.616333961E-1
7.224628325E1,2.156492472E0,4.992620647E-1,-1.463026106E-1
7.225624125E1,2.535684586E0,1.154906988E0,9.905387461E-2
7.226619925E1,2.668066740E0,1.595694065E0,4.571553469E-1
7.227615725E1,2.477540970E0,1.625311613E0,9.056692123E-1
7.228611525E1,2.024603605E0,1.171067357E0,1.359623432E0
7.229607225E1,1.466003299E0,4.931196868E-1,1.573270202E0
7.230603025E1,9.026278853E-1,-1.886710078E-1,1.489599824E0
7.231598825E1,3.065791726E-1,-7.823181152E-1,1.219396830E0
7.232594625E1,-3.037452996E-1,-1.129934192E0,8.870900869E-1
7.233590425E1,-9.107127190E-1,-1.244273543E0,6.725844741E-1
7.234586125E1,-1.516737700E0,-1.218596220E0,6.303720474E-1
7.235581925E1,-1.985613346E0,-1.027871251E0,7.662627697E-1
7.236577725E1,-2.154263258E0,-5.866345167E-1,9.876466393E-1
7.237573525E1,-1.981582046E0,2.287252992E-2,1.238432765E0
7.238569225E1,-1.617899656E0,6.039792299E-1,1.455778480E0
7.239565025E1,-1.215152383E0,1.002218962E0,1.574327230E0
7.240560825E1,-8.601923585E-1,1.222982883E0,1.589035988E0
7.241556625E1,-6.189451218E-1,1.322822332E0,1.518639922E0
7.242552425E1,-5.448994637E-1,1.281162620E0,1.350240588E0
7.243548125E1,-6.318036914E-1,1.177813768E0,1.119918466E0
7.244543925E1,-8.446899056E-1,1.059335589E0,8.445756435E-1
7.245539725E1,-1.127994776E0,9.738648534E-1,5.547826886E-1
7.246535525E1,-1.365598202E0,9.616063833E-1,3.122894168E-1
7.247531325E1,-1.478541851E0,1.034912467E0,1.361543387E-1
7.248527025E1,-1.438389421E0,1.100282073E0,6.191879511E-3
7.249522825E1,-1.251197934E0,9.697775245E-1,-1.076260284E-1
7.250518625E1,-8.902846575E-1,7.243140340E-1,-2.388000339E-1
7.251514425E1,-4.169194400E-1,4.933748543E-1,-3.713373244E-1
7.252510125E1,5.651643127E-2,2.870351374E-1,-4.954420030E-1
7.253505925E1,4.703711271E-1,1.170354411E-1,-5.817238688E-1
7.254501725E1,7.969615459E-1,4.133122787E-2,-6.574578285E-1
7.255497525E1,1.049245715E0,5.071034655E-2,-7.519693971E-1
7.256493325E1,1.225292921E0,1.992599964E-1,-8.997801542E-1
7.257489025E1,1.306752563E0,3.953355253E-1,-1.115059137E0
7.258484825E1,1.235984325E0,5.520319939E-1,-1.311097026E0
7.259480625E1,1.008324504E0,6.105903983E-1,-1.480014205E0
7.260476425E1,6.790773869E-1,5.865411162E-1,-1.622638345E0
7.261472225E1,3.031368256E-1,5.005045533E-1,-1.727123260E0
7.262467925E1,-9.011232853E-2,2.304391116E-1,-1.769720554E0
7.263463725E1,-4.410951436E-1,-2.745939791E-1,-1.749826193E0
7.264459525E1,-6.695582867E-1,-8.666945100E-1,-1.683694839E0
7.265455325E1,-7.639199495E-1,-1.367004991E0,-1.601043582E0
7.266451025E1,-8.422429562E-1,-1.738756895E0,-1.478829861E0
7.267446825E1,-9.092561007E-1,-1.963841200E0,-1.298522592E0
7.268442625E1,-9.028131962E-1,-2.081764221E0,-1.060570359E0
7.269438425E1,-7.610883117E-1,-2.005764246E0,-8.476570845E-1
7.270434225E1,-5.357886553E-1,-1.646659613E0,-7.110586762E-1
7.271429925E1,-3.364585042E-1,-1.149581909E0,-6.366693974E-1
7.272425725E1,-2.181741297E-1,-5.350759625E-1,-6.245669127E-1
7.273421525E1,-2.080208361E-1,2.787719294E-2,-6.769169569E-1
7.274417325E1,-2.820784748E-1,4.307624400E-1,-7.515097857E-1
7.275413125E1,-3.739956021E-1,6.925860643E-1,-8.133656979E-1
7.276408825E1,-4.534979165E-1,8.090527058E-1,-8.252525330E-1
7.277404625E1,-4.949856997E-1,7.697111964E-1,-7.851107121E-1
7.278400425E1,-4.563967586E-1,5.895432830E-1,-7.171340585E-1
7.279396225E1,-3.054983318E-1,3.062119484E-1,-6.369633675E-1
