"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.890847082E-1,3.066060448E1,1.813772011E1,-2.903205872E1
6.990427083E-1,3.054152870E1,1.820692635E1,-2.901286316E1
7.090007083E-1,3.061617851E1,1.817986107E1,-2.897668457E1
7.189587082E-1,3.060954475E1,1.828072739E1,-2.880506897E1
7.289167083E-1,3.070044136E1,1.817995071E1,-2.894741821E1
7.388747083E-1,3.053557777E1,1.816605949E1,-2.910542297E1
7.488327082E-1,3.063205910E1,1.812412834E1,-2.910476685E1
7.587907083E-1,3.057247353E1,1.809109497E1,-2.922854614E1
7.687487083E-1,3.063522530E1,1.816523170E1,-2.917582703E1
7.787067082E-1,3.059140968E1,1.804374886E1,-2.921385193E1
7.886647083E-1,3.038513374E1,1.797929573E1,-2.949613953E1
7.986227083E-1,3.026180458E1,1.804222107E1,-2.952662659E1
8.085807082E-1,3.006942558E1,1.807985497E1,-2.970477295E1
8.185387083E-1,2.986582375E1,1.817859268E1,-2.988830566E1
8.284967083E-1,2.962229347E1,1.814445114E1,-2.990504456E1
8.384547082E-1,2.953565788E1,1.817575645E1,-3.006649780E1
8.484127083E-1,2.917053032E1,1.825811005E1,-3.027809143E1
8.583707083E-1,2.888532066E1,1.833296204E1,-3.042948914E1
8.683287082E-1,2.881779289E1,1.834744263E1,-3.064317322E1
8.782867083E-1,2.850857735E1,1.840270615E1,-3.078320312E1
8.882437083E-1,2.828001976E1,1.862537956E1,-3.101565552E1
8.982017083E-1,2.807359505E1,1.867587471E1,-3.126943970E1
9.081607083E-1,2.775025368E1,1.871170616E1,-3.161810303E1
9.181177083E-1,2.740030479E1,1.875648689E1,-3.184104919E1
9.280757083E-1,2.714581871E1,1.895392990E1,-3.213143921E1
9.380334583E-1,2.683752632E1,1.906515121E1,-3.202754211E1
