,latitude,longtitude
0,22.58762088,113.9664481
1,22.587505147357913,113.96642417868597
2,22.58758603300004,113.96627837283016
3,22.587464274114414,113.96610705548291
4,22.587182288419072,113.96609162744228
5,22.586985298368834,113.96630218766785
6,22.587094075373212,113.96658656275653
7,22.587467487021165,113.96670459340999
8,22.587857292042475,113.96653587927744
9,22.587971301447837,113.96614984593342
10,22.58766283832574,113.96580276853834
11,22.5871023751677,113.96580279924049
12,22.58677822053129,113.96621861460754
13,22.587055010873012,113.96669248019522
14,22.587725027055274,113.96676208336298
15,22.588260094256462,113.96636965888088
16,22.588408102997033,113.96575930921067
17,22.58821852574452,113.96512786637372
18,22.587789212960395,113.96455204184589
19,22.58716394584565,113.9640788603267
20,22.586356925618944,113.96379125474131
21,22.585445368176924,113.96376175382933
22,22.584549881985655,113.96402078289898
23,22.58381695185353,113.96456542633233
24,22.58342659995726,113.96534587392658
25,22.583566471963692,113.9662113335797
26,22.584345027675532,113.9668405781448
27,22.58546256535819,113.96678828018109
28,22.586078633661778,113.9659812205779
29,22.585541995175834,113.96510358311691
30,22.584319779877553,113.96509769603114
31,22.58371277494107,113.96600648388798
32,22.58431272076872,113.96694724971046
33,22.58559390831931,113.96718269305026
34,22.58675642500511,113.96663011387065
35,22.587289038582266,113.96558691311847
36,22.586984699739382,113.96445993713826
37,22.585932949110624,113.96366508306606
38,22.584483508558964,113.96355220931046
39,22.58321606387536,113.96419668412135
40,22.582623391816423,113.96535431256396
41,22.582909421839513,113.96661231222409
42,22.583915504270887,113.96760761568862
43,22.585333209728706,113.96819713366175
44,22.58691942354787,113.96839435364916
45,22.58853439836591,113.96829006015874
46,22.5900836009413,113.96785882842806
47,22.59132944169641,113.96696609539467
48,22.591686123369254,113.9656236093409
49,22.590510764429343,113.9646328554736
50,22.588849980820758,113.96491430936689
51,22.588514007438775,113.96629635505165
52,22.589903437863832,113.96712585411349
53,22.591470408779514,113.96654004559983
54,22.591466550761382,113.96511294801289
55,22.589774423893353,113.96480817896742
56,22.588941312075985,113.96606851299833
57,22.59025293408066,113.96702764156613
58,22.591532950369675,113.96600946334223
59,22.59045588040777,113.96479540133136
60,22.588606282364122,113.96499406286539
61,22.58701174807127,113.96582894872432
62,22.585226836868653,113.96635160906585
63,22.5834635110926,113.96578300935877
64,22.583103794811446,113.96424971547859
65,22.58468412925564,113.96341203686815
66,22.586071494205886,113.96445060555419
67,22.5851911938609,113.96581754519241
68,22.58334381189096,113.96553057389907
69,22.583054226748455,113.963975723682
70,22.584585508220076,113.96301467098642
71,22.586465986894382,113.96341470517575
72,22.58763201955638,113.96472451447845
73,22.588194247081212,113.96630155972385
74,22.5885266782509,113.9679402264536
75,22.588656185057207,113.96961955937904
76,22.588281736887392,113.97129661384291
77,22.58728578701274,113.97281692760677
78,22.585794071355956,113.97406674898292
79,22.583926206689934,113.97495518429317
80,22.581832535536538,113.97544608454497
81,22.579675309616256,113.9757372127584
82,22.57751756788379,113.97602325666338
83,22.575396221169218,113.97644132743405
84,22.573352767702715,113.97707712135512
85,22.571435213922058,113.97796203206694
86,22.569729354564412,113.97912130845833
87,22.56823203325198,113.98047370401875
88,22.567011665218384,113.98201693230071
89,22.56628458634101,113.98377625648575
90,22.566130904833052,113.98564660175059
91,22.5664423197763,113.9875165786594
92,22.566919849469745,113.98938126757574
93,22.56686928124548,113.99131529274753
94,22.565850963429604,113.99307405756859
95,22.564151169415553,113.99441815312494
96,22.561926520864205,113.99502160253527
97,22.559694994696386,113.99443653668472
98,22.55868926271889,113.99265562338586
99,22.559861903704498,113.990936808016
100,22.562222823158216,113.9909039937388
101,22.563419748990604,113.9926289499062
102,22.562414218841862,113.99444502239982
103,22.560136328989127,113.99505171693824
104,22.557935072564927,113.99426165523734
105,22.556536587557346,113.99261918083813
106,22.555946069923525,113.99065003906261
107,22.556083794823497,113.98861064230366
108,22.55715041057249,113.98676686242955
109,22.559191562620423,113.9856407303985
110,22.56162903205852,113.9858146881755
111,22.563259625654045,113.98735708564065
112,22.56316674059784,113.98942347085972
113,22.561571375046974,113.99100227858175
114,22.55934999523743,113.99191395922415
115,22.5572033356583,113.99296512462861
116,22.556015100025057,113.99481713250987
117,22.55662065042016,113.99687491100985
118,22.558652411477226,113.99814554938199
119,22.561165146656954,113.99847587615695
120,22.563712665904088,113.99849894980007
121,22.566210484387998,113.99888812479223
122,22.568365823211657,113.99999829862655
123,22.569744263181143,114.0017566463385
124,22.57012408892297,114.00381400905752
125,22.569683297994338,114.00584382379162
126,22.56876537276712,114.00774673440206
127,22.56761337314757,114.00955693664346
128,22.566406281917466,114.01135134850108
129,22.565264965138777,114.01319013265507
130,22.564169164482557,114.01506095235617
131,22.563016644492272,114.01691871408771
132,22.56171373209071,114.01871562146013
133,22.560182068736403,114.02038802962679
134,22.558450266388327,114.02192454906313
135,22.556677240420548,114.0234375912492
136,22.555132885891343,114.02513015017944
137,22.554150209065902,114.02710831612269
138,22.553894112317934,114.0292502191073
139,22.554118310977934,114.03140049810108
140,22.554369915629113,114.03355322450291
141,22.554242348720617,114.03571576733543
142,22.55350823280082,114.03778941964319
143,22.552154485018587,114.0396280693378
144,22.55035886547438,114.04117420687905
145,22.54836161832994,114.04253518388319
146,22.54636694232035,114.04390532441339
147,22.544575021332374,114.04547369555257
148,22.543178236824556,114.04732184623843
149,22.542267420220142,114.04939212718207
150,22.541723641811842,114.05157004165238
151,22.541351132344435,114.05378985048077
152,22.540883995353706,114.05601036103747
153,22.540029476680562,114.058156396249
154,22.5385430746953,114.06004633493411
155,22.536412681780288,114.0614317364686
156,22.53389347591863,114.06223642096867
157,22.53123041178087,114.06262170325954
158,22.528530578874786,114.06283848744528
159,22.525834894143063,114.06316407419587
160,22.523240875043403,114.06390670178018
161,22.521043298200247,114.06532242429249
162,22.519709648302292,114.06739722561336
