"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.110154933E1,-9.415420532E-1,-3.173400879E-2,1.088925568E1
1.111150533E1,-8.005352783E-1,1.197509766E-2,1.107277405E1
1.112146033E1,-4.559518433E-1,4.643344116E-1,1.097517700E1
1.113141633E1,-3.230282593E-1,1.005159760E0,1.069436096E1
1.114137233E1,-3.490740967E-1,1.397344208E0,1.040935364E1
1.115132833E1,-3.655398560E-1,1.768721924E0,1.011566437E1
1.116128433E1,-2.142045593E-1,2.091301117E0,1.012644196E1
1.117124033E1,-2.395019531E-2,2.286794586E0,1.038031403E1
1.118119533E1,-1.140628052E-1,2.500999146E0,1.078731766E1
1.119115133E1,-3.942800903E-1,2.675087128E0,1.092203751E1
1.120110733E1,-5.623805237E-1,2.634222107E0,1.095377151E1
1.121106333E1,-4.794529724E-1,2.666105804E0,1.109747269E1
1.122101933E1,-7.005432129E-2,2.605781250E0,1.132484985E1
1.123097533E1,2.650987244E-1,2.088157654E0,1.192225754E1
1.124093033E1,5.149291992E-2,1.322050781E0,1.264420624E1
1.125088633E1,-6.268963623E-1,3.635939026E-1,1.332693649E1
1.126084233E1,-1.650318146E0,-4.561015320E-1,1.355057144E1
1.127079833E1,-2.595153351E0,-8.713380432E-1,1.332888245E1
1.128075433E1,-3.084336090E0,-8.125103760E-1,1.266725830E1
1.129071033E1,-2.853216705E0,-3.582051086E-1,1.165431473E1
1.130066533E1,-1.870959320E0,3.362008667E-1,1.105451202E1
1.131062133E1,-5.146298218E-1,1.007704468E0,1.135014725E1
1.132057733E1,7.466473389E-1,1.462907867E0,1.207314377E1
1.133053333E1,1.611099701E0,1.653162231E0,1.274838959E1
1.134048933E1,1.592089233E0,1.512903900E0,1.281066010E1
1.135044533E1,8.168513489E-1,1.051862640E0,1.192480225E1
1.136040033E1,4.326004028E-2,6.550378418E-1,1.064301773E1
1.137035633E1,-4.345463562E-1,4.439767456E-1,9.588311005E0
1.138031233E1,-7.191046143E-1,2.938389587E-1,9.182205505E0
1.139026833E1,-8.831634521E-1,1.691482544E-1,9.170978851E0
1.140022433E1,-9.996212769E-1,-2.574645996E-2,9.213191071E0
1.141018033E1,-1.055754547E0,-1.678010559E-1,9.076076202E0
1.142013533E1,-9.833052063E-1,-9.849517822E-2,8.601862335E0
1.143009133E1,-7.441026306E-1,1.493893433E-1,8.028404846E0
1.144004733E1,-4.450245667E-1,4.947212219E-1,7.437733154E0
1.145000333E1,-1.603166199E-1,8.596623230E-1,6.887178040E0
1.145995933E1,1.718426514E-1,1.249002686E0,6.624025269E0
1.146991533E1,3.155438232E-1,1.490001526E0,6.977140961E0
1.147987033E1,2.201921082E-1,1.624272308E0,7.386389923E0
1.148982633E1,9.116043091E-2,1.711391144E0,7.437733154E0
1.149978233E1,-3.607498169E-2,1.807640991E0,7.281158752E0
1.150973833E1,-1.441502380E-1,1.844614105E0,7.004084930E0
1.151969433E1,-9.580078125E-2,1.891915741E0,6.910230103E0
1.152965033E1,3.487747192E-2,1.938768311E0,7.265441437E0
1.153960633E1,1.612147522E-1,1.903292084E0,7.729177094E0
1.154956133E1,2.676434326E-1,1.965412903E0,8.079448700E0
1.155951733E1,1.287322998E-1,2.079026642E0,8.215964813E0
1.156947333E1,-1.974394226E-1,2.107168121E0,8.144862671E0
1.157942933E1,-4.821473694E-1,2.090103607E0,7.890691223E0
1.158938533E1,-5.334906006E-1,2.160906372E0,7.752378845E0
1.159934133E1,-4.667294312E-1,2.155517578E0,7.847880249E0
1.160929633E1,-3.746708679E-1,2.049388275E0,8.136929169E0
1.161925233E1,-3.141966248E-1,1.945953369E0,8.576265564E0
1.162920833E1,-3.312611389E-1,1.734892273E0,9.100475464E0
1.163916433E1,-1.709445190E-1,1.536105652E0,9.494306488E0
1.164912033E1,-3.861968994E-2,1.524878998E0,9.980046387E0
1.165907633E1,1.032852173E-2,1.489552460E0,1.045979874E1
1.166903133E1,-6.466552734E-2,1.511556702E0,1.092952194E1
1.167898733E1,-1.706451416E-1,1.654958496E0,1.111872849E1
1.168894333E1,-1.558259583E-1,1.751208344E0,1.080363373E1
1.169889938E1,4.194277954E-1,1.812880096E0,1.005983047E1
1.170885538E1,1.428030396E0,1.852397919E0,1.003109024E1
1.171881038E1,2.492766266E0,1.531165924E0,1.159997772E1
1.172876637E1,3.074306946E0,7.620652771E-1,1.387015686E1
1.173872238E1,2.913990326E0,-1.692979431E-1,1.562061676E1
1.174867838E1,1.704655151E0,-1.084345093E0,1.589649307E1
1.175863438E1,-4.520599365E-2,-1.592089233E0,1.460408066E1
1.176859038E1,-1.329086151E0,-1.290915527E0,1.230007187E1
1.177854537E1,-1.935774536E0,-3.375480652E-1,9.898016968E0
1.178850138E1,-1.950144653E0,1.036744080E0,7.731572113E0
1.179845738E1,-1.367705841E0,2.553390198E0,5.930367737E0
1.180841338E1,-4.489164734E-1,3.744613037E0,5.033582611E0
1.181836938E1,1.118773499E0,4.196822662E0,5.868845673E0
1.182832537E1,2.828518066E0,4.000580750E0,8.029452667E0
1.183828037E1,3.144211578E0,3.387455750E0,1.054991135E1
1.184823638E1,2.458786926E0,1.632954254E0,1.282547928E1
1.185819238E1,9.830058289E-1,-6.364764404E-1,1.440828781E1
1.186814838E1,-8.382568359E-1,-2.397713928E0,1.524205399E1
1.187810437E1,-2.326013031E0,-3.231480103E0,1.522543854E1
1.188806038E1,-3.160377960E0,-2.968027954E0,1.466665054E1
1.189801538E1,-2.465373230E0,-2.032922516E0,1.287218216E1
1.190797138E1,-1.256786499E0,-6.807843018E-1,1.127994324E1
1.191792738E1,-3.354524231E-1,4.999603271E-1,1.008273285E1
1.192788338E1,3.549119568E-1,1.370699615E0,8.936266937E0
1.193783937E1,7.331753540E-1,2.027384033E0,8.147108002E0
1.194779538E1,5.432203674E-1,2.290087738E0,7.590116272E0
1.195775038E1,9.879455566E-2,2.280058594E0,7.167095947E0
1.196770638E1,-2.468367004E-1,2.224374390E0,6.747817841E0
1.197766238E1,-3.698808289E-1,2.204166412E0,6.338568878E0
1.198761837E1,-2.733316040E-1,2.324665833E0,5.935307465E0
1.199757438E1,1.182540894E-2,2.564916229E0,5.754034424E0
1.200753038E1,3.373983765E-1,2.774181061E0,5.795049133E0
1.201748538E1,5.860313416E-1,2.858605499E0,6.027216339E0
1.202744138E1,6.489006042E-1,2.844834137E0,6.313720551E0
1.203739737E1,4.763095093E-1,2.667003937E0,6.486012268E0
1.204735338E1,2.700384521E-1,2.367177429E0,6.676266632E0
1.205730938E1,4.281097412E-2,1.905687103E0,7.137457581E0
1.206726538E1,-2.676434326E-1,1.328337708E0,7.795339508E0
1.207722038E1,-4.730163574E-1,9.442364502E-1,8.525371399E0
1.208717637E1,-6.246510315E-1,6.971003723E-1,9.270671539E0
1.209713237E1,-6.568341064E-1,5.629792786E-1,9.800270233E0
1.210708838E1,-5.733078003E-1,5.972579956E-1,9.908495178E0
1.211704438E1,-5.093907166E-1,8.123606873E-1,9.851463776E0
1.212700038E1,-4.781057739E-1,1.121318207E0,9.914183350E0
1.213695538E1,-3.676354980E-1,1.348845062E0,1.010129425E1
1.214691137E1,-8.427474976E-2,1.547332306E0,1.056577835E1
1.215686738E1,1.484912109E-1,1.773811340E0,1.103909409E1
1.216682338E1,7.783813477E-3,1.778751068E0,1.143801453E1
1.217677938E1,-5.822891235E-1,1.781146088E0,1.193602890E1
1.218673538E1,-1.058299255E0,1.874701538E0,1.173978699E1
1.219669037E1,-1.097517700E0,2.201472015E0,1.102936432E1
1.220664638E1,-4.337979126E-1,2.930605774E0,9.979297943E0
1.221660238E1,5.454656982E-1,3.578907623E0,9.563462677E0
1.222655838E1,1.332978058E0,3.268902283E0,1.078133011E1
1.223651438E1,1.216669922E0,2.110461273E0,1.266186951E1
1.224647037E1,1.434017944E-1,7.282356262E-1,1.376896729E1
1.225642538E1,-1.328637085E0,-4.638853455E-1,1.403032379E1
1.226638138E1,-2.713407440E0,-1.182391205E0,1.345791412E1
1.227633738E1,-3.414998474E0,-9.862989807E-1,1.245155685E1
1.228629338E1,-3.046913910E0,3.622467041E-2,1.107112747E1
1.229624937E1,-1.866768036E0,1.477277985E0,1.006926086E1
1.230620538E1,-4.617897034E-1,2.890638885E0,9.679321747E0
1.231616038E1,9.542655945E-1,3.883374481E0,1.015772690E1
1.232611638E1,1.594633942E0,4.173920288E0,1.113339798E1
1.233607238E1,1.146166534E0,3.622017975E0,1.170475983E1
1.234602837E1,2.305206299E-2,2.475851440E0,1.135254227E1
1.235598437E1,-1.082099762E0,1.625320129E0,1.066532135E1
1.236593938E1,-2.006427612E0,8.349636841E-1,1.008827133E1
1.237589538E1,-2.630030823E0,1.302291870E-1,9.685608673E0
1.238585138E1,-2.835104370E0,-1.016386414E-1,9.360185394E0
1.239580738E1,-2.556383972E0,3.008743286E-2,9.061406708E0
1.240576337E1,-2.113005981E0,2.583627319E-1,8.722661133E0
1.241571938E1,-1.676813049E0,4.858895874E-1,8.318501587E0
1.242567438E1,-1.222956848E0,7.717950439E-1,8.052205353E0
1.243563038E1,-9.651928711E-1,9.647438049E-1,7.688761139E0
1.244558638E1,-8.045768738E-1,1.078058167E0,7.271279297E0
1.245554237E1,-6.456074524E-1,1.215771790E0,6.950646057E0
1.246549838E1,-4.314028931E-1,1.374591522E0,6.693331146E0
1.247545438E1,-2.121089172E-1,1.545236664E0,6.516099701E0
1.248540938E1,-1.845661926E-1,1.529669037E0,6.657106476E0
1.249536538E1,-1.498384094E-1,1.354084167E0,6.849905548E0
1.250532137E1,-1.008901978E-1,1.152154083E0,7.418123932E0
1.251527738E1,-9.999206543E-2,1.007704468E0,7.863597565E0
1.252523338E1,-9.280700684E-3,9.656419373E-1,8.005352783E0
1.253518938E1,2.395019531E-2,1.080004120E0,7.921826477E0
1.254514438E1,1.210981750E-1,1.315913544E0,7.736960907E0
1.255510038E1,2.092648315E-1,1.560205536E0,7.654183044E0
1.256505637E1,2.383044434E-1,1.713337097E0,7.607031097E0
1.257501238E1,2.457888794E-1,1.699416046E0,7.866441650E0
1.258496838E1,2.433938599E-1,1.531764679E0,8.592581635E0
1.259492338E1,9.385482788E-2,1.391805725E0,9.093889160E0
1.260487938E1,-2.823129272E-1,1.166823578E0,9.314680023E0
1.261483537E1,-5.084925842E-1,1.056952057E0,9.181756439E0
1.262479138E1,-5.303471375E-1,1.117575989E0,9.252559204E0
1.263474738E1,-5.617817688E-1,1.109193420E0,9.670190735E0
1.264470338E1,-5.062472534E-1,1.239871674E0,9.483977966E0
1.265465838E1,-3.649411011E-1,1.496737518E0,9.196725311E0
1.266461437E1,-2.633024597E-1,1.858984222E0,9.310937805E0
1.267457038E1,-2.170486450E-1,2.177970886E0,9.868528290E0
1.268452638E1,-3.070115662E-1,2.236648865E0,1.014395554E1
1.269448238E1,-1.787283325E-1,2.057920532E0,1.029379395E1
1.270443838E1,2.426454163E-1,1.885030060E0,1.072789124E1
1.271439337E1,8.090675354E-1,1.508413239E0,1.189845703E1
1.272434937E1,1.025667114E0,8.105644226E-1,1.345536942E1
1.273430538E1,7.978408813E-1,6.286926270E-2,1.448193466E1
1.274426138E1,1.950444031E-1,-3.852987671E-1,1.474658432E1
1.275421738E1,-5.760021973E-1,-5.105882263E-1,1.446501984E1
1.276417238E1,-1.227297821E0,-5.246589661E-1,1.365999390E1
1.277412837E1,-1.518442383E0,-2.291734314E-1,1.233524872E1
1.278408438E1,-9.572593689E-1,3.977229309E-1,1.112756012E1
1.279404038E1,4.146377563E-2,1.010847931E0,1.094344299E1
1.280399638E1,9.060658264E-1,1.290616150E0,1.150477570E1
1.281395238E1,1.373094635E0,1.300645294E0,1.190070236E1
1.282390737E1,1.405277710E0,1.214873657E0,1.188378754E1
1.283386338E1,9.816586304E-1,9.409432983E-1,1.155881332E1
1.284381938E1,3.197351074E-1,4.914280701E-1,1.086231171E1
1.285377538E1,-4.457730103E-1,1.553768921E-1,1.024694138E1
1.286373138E1,-1.113534393E0,-7.065307617E-2,9.776320038E0
1.287368637E1,-1.441951447E0,-1.803749084E-1,9.238787842E0
1.288364238E1,-1.597478027E0,-1.995350647E-1,8.715625763E0
1.289359838E1,-1.431473236E0,-1.061293030E-1,8.325237579E0
1.290355438E1,-7.860154724E-1,1.387614441E-1,8.446485443E0
1.291351038E1,-2.528242493E-1,5.201683044E-1,8.962612152E0
1.292346637E1,-2.323168945E-1,6.994953918E-1,8.971743164E0
1.293342137E1,-6.481521606E-1,6.670129395E-1,8.127498779E0
1.294337738E1,-1.124311981E0,7.030879211E-1,7.247927856E0
1.295333338E1,-1.309626617E0,8.960366821E-1,6.615642700E0
1.296328938E1,-1.204096069E0,1.137933655E0,6.354136505E0
1.297324537E1,-1.030157776E0,1.476529541E0,6.295308838E0
1.298320137E1,-8.202941895E-1,1.746268616E0,6.109096069E0
1.299315638E1,-5.858816528E-1,1.973496094E0,5.994733887E0
1.300311238E1,-3.573069763E-1,2.217189331E0,6.082301788E0
1.301306838E1,-6.406677246E-2,2.390229492E0,6.220763855E0
1.302302438E1,9.295669556E-2,2.396666107E0,6.552474060E0
1.303298037E1,-7.439529419E-2,2.265987854E0,7.027885437E0
1.304293538E1,-2.826123047E-1,1.889071655E0,7.673043823E0
1.305289138E1,-4.269122314E-1,1.535207520E0,8.468190308E0
1.306284738E1,-7.087760925E-1,1.270258484E0,9.220525818E0
1.307280338E1,-9.565109253E-1,1.039737854E0,9.653275909E0
1.308275937E1,-1.177451477E0,8.939410400E-1,1.001986359E1
1.309271538E1,-1.201102295E0,9.280700684E-1,1.029020142E1
1.310267038E1,-8.887019348E-1,1.180744629E0,1.056517960E1
1.311262638E1,-5.060975647E-1,1.600621490E0,1.101634140E1
1.312258238E1,-1.802252197E-1,1.901795197E0,1.155372391E1
1.313253837E1,1.152603149E-1,2.072290649E0,1.211490692E1
1.314249438E1,2.390528870E-1,2.098785553E0,1.257505005E1
1.315244938E1,8.367599487E-2,1.928439789E0,1.310689407E1
1.316240538E1,-3.932322693E-1,1.936972046E0,1.355161926E1
1.317236138E1,-1.061742096E0,2.277064819E0,1.320883209E1
1.318231737E1,-1.526525574E0,2.653981018E0,1.202539307E1
1.319227337E1,-1.538051605E0,2.997816010E0,1.109971802E1
1.320222938E1,-9.303153992E-1,3.231031036E0,1.069840256E1
1.321218438E1,-2.496807861E-1,2.946772156E0,1.104583008E1
1.322214038E1,-3.466790771E-1,2.041454773E0,1.188588318E1
1.323209638E1,-1.098715210E0,9.942324829E-1,1.223750198E1
1.324205237E1,-2.113455048E0,2.085163879E-1,1.209649521E1
1.325200838E1,-3.077151031E0,-3.134481812E-1,1.182061890E1
1.326196338E1,-3.727249146E0,-4.638853455E-1,1.118174744E1
1.327191938E1,-3.616180115E0,-4.340972900E-2,1.030771500E1
1.328187538E1,-2.718796234E0,6.890171814E-1,9.834698639E0
1.329183137E1,-1.411714325E0,1.492396545E0,9.981094208E0
1.330178738E1,-1.936972046E-1,1.967358856E0,1.048210236E1
1.331174338E1,9.165440369E-1,2.064057770E0,1.102098175E1
1.332169838E1,1.531016235E0,1.776056671E0,1.176673096E1
1.333165438E1,1.651066589E0,1.183439026E0,1.254556137E1
1.334161037E1,1.388063507E0,6.237528992E-1,1.256846375E1
1.335156638E1,6.987469482E-1,1.875599670E-1,1.196372131E1
1.336152238E1,-1.287322998E-1,-1.504371643E-1,1.105960144E1
1.337147738E1,-7.333250427E-1,-3.327580261E-1,9.946067047E0
1.338143338E1,-1.084494781E0,-2.219883728E-1,8.797355804E0
1.339138938E1,-1.144070892E0,-5.538482666E-3,7.777526550E0
1.340134537E1,-9.975256348E-1,3.731739807E-1,6.967111816E0
1.341130138E1,-7.280859375E-1,5.463638306E-1,6.386020203E0
1.342125738E1,-5.040019226E-1,7.179071045E-1,6.103108521E0
1.343121238E1,-2.263293457E-1,1.002465363E0,6.230643311E0
1.344116838E1,2.859054565E-2,1.203497314E0,6.708300018E0
1.345112437E1,2.944377136E-1,1.285377045E0,6.984026642E0
1.346108038E1,2.785707092E-1,1.405876465E0,7.111112366E0
1.347103638E1,5.987548828E-3,1.653311920E0,7.183561707E0
1.348099138E1,-2.136058044E-1,1.981579285E0,7.102280731E0
1.349094738E1,-5.559439087E-1,2.348616028E0,7.057224426E0
1.350090337E1,-8.372090149E-1,2.609373779E0,6.978937225E0
1.351085938E1,-8.864566040E-1,2.757415924E0,6.915768585E0
1.352081538E1,-7.464976501E-1,2.816992035E0,6.744524689E0
1.353077138E1,-5.836363220E-1,2.794239349E0,7.088808746E0
1.354072638E1,-3.799099731E-1,2.467169495E0,8.268804932E0
1.355068237E1,-4.420307922E-1,2.038161621E0,9.540410614E0
1.356063837E1,-9.078620911E-1,1.483864288E0,1.008976822E1
1.357059438E1,-1.565294952E0,1.072519684E0,1.005279510E1
1.358055038E1,-1.929637299E0,9.714797974E-1,9.656269684E0
1.359050538E1,-1.798659668E0,9.966275024E-1,9.176667023E0
1.360046138E1,-1.196761322E0,1.145418091E0,8.937165070E0
1.361041737E1,-3.165916443E-1,1.415157166E0,9.151219940E0
1.362037338E1,6.343807983E-1,1.605411530E0,9.772278442E0
1.363032938E1,1.330882416E0,1.695224762E0,1.055769516E1
1.364028538E1,1.604214020E0,1.702260132E0,1.116588043E1
1.365024038E1,1.299597473E0,1.588496704E0,1.171254364E1
1.366019637E1,5.065466309E-1,1.491199036E0,1.206356369E1
1.367015238E1,-2.326162720E-1,1.429527283E0,1.174233170E1
1.368010838E1,-6.188131714E-1,1.449286194E0,1.110765152E1
1.369006438E1,-1.986369324E-1,1.600172424E0,1.036923706E1
1.370001946E1,9.711804199E-1,1.726659393E0,1.025816803E1
1.370997546E1,2.264490967E0,1.805096283E0,1.134221375E1
1.371993146E1,3.158432007E0,1.291214905E0,1.297142578E1
1.372988746E1,3.013832703E0,4.590953064E-1,1.440080338E1
1.373984346E1,1.727557526E0,-4.309538269E-1,1.495854355E1
1.374979846E1,-1.160087585E-1,-1.259780273E0,1.429796722E1
1.375975446E1,-1.853745117E0,-1.705253906E0,1.298789154E1
1.376971046E1,-2.905308380E0,-1.454674988E0,1.173350006E1
1.377966646E1,-3.223696289E0,-5.340893555E-1,1.048434769E1
1.378962246E1,-2.686762848E0,6.198609924E-1,9.178912354E0
1.379957846E1,-1.562750244E0,1.544787598E0,8.333919525E0
1.380953346E1,-2.055226135E-1,2.160307617E0,8.455915833E0
1.381948946E1,8.907975769E-1,2.500999146E0,9.333091736E0
1.382944546E1,1.468146973E0,2.411036224E0,9.937385101E0
1.383940146E1,1.503323822E0,2.048041077E0,9.982591095E0
1.384935746E1,1.056502991E0,1.543739777E0,9.611662445E0
1.385931246E1,4.605921936E-1,1.137634277E0,9.098230133E0
1.386926846E1,-2.368075562E-1,6.863227844E-1,8.590036926E0
1.387922446E1,-8.348139954E-1,3.409909058E-1,8.213569794E0
1.388918046E1,-1.129251709E0,1.377136230E-1,8.133186951E0
1.389913646E1,-1.089284821E0,-4.924758911E-2,8.557853851E0
1.390909146E1,-8.057743835E-1,-3.861968994E-2,8.891210632E0
1.391904746E1,-4.951702881E-1,1.324745178E-1,8.834628296E0
1.392900346E1,-2.219883728E-1,3.083587646E-1,8.705446930E0
1.393895946E1,-1.347198486E-2,4.662803650E-1,8.707392883E0
1.394891546E1,-1.046324158E-1,6.261479187E-1,8.640631714E0
1.395887046E1,-4.803511047E-1,7.601193237E-1,8.162675629E0
1.396882646E1,-8.628057861E-1,8.680448914E-1,7.451803894E0
1.397878246E1,-1.120420074E0,1.006956024E0,6.956783295E0
1.398873846E1,-1.222358093E0,1.228944397E0,6.634503479E0
1.399869446E1,-9.560618591E-1,1.363514557E0,6.675817566E0
1.400865046E1,-4.870870972E-1,1.442550201E0,7.308402100E0
1.401860546E1,-2.365081787E-2,1.393003235E0,8.118367767E0
1.402856146E1,2.327659607E-1,1.312321014E0,8.890611877E0
1.403851746E1,7.634124756E-2,1.138831787E0,9.380842438E0
1.404847346E1,-2.588117981E-1,8.452922058E-1,9.178612976E0
1.405842946E1,-6.075865173E-1,6.801855469E-1,8.743767242E0
1.406838446E1,-8.424481201E-1,6.258485413E-1,8.504714355E0
1.407834046E1,-8.012837219E-1,7.219487000E-1,8.594377899E0
1.408829646E1,-6.277944946E-1,9.434880066E-1,9.009614410E0
1.409825246E1,-3.556604004E-1,1.103056183E0,9.484127655E0
1.410820846E1,-5.987548828E-3,1.282532959E0,1.012195129E1
1.411816346E1,2.079176331E-1,1.503024445E0,1.075767929E1
1.412811946E1,2.332150269E-1,1.613644409E0,1.117516113E1
1.413807546E1,3.742218018E-3,1.620230713E0,1.129595993E1
1.414803146E1,-1.878593445E-1,1.514251099E0,1.092727661E1
1.415798746E1,-3.248245239E-1,1.482517090E0,1.097712296E1
1.416794246E1,-7.836204529E-1,1.740730133E0,1.140807678E1
1.417789846E1,-1.145118713E0,1.867666168E0,1.114941467E1
1.418785446E1,-1.012045441E0,1.770218811E0,1.058823166E1
1.419781046E1,-3.405418396E-1,1.787732391E0,1.123458755E1
1.420776646E1,5.694158936E-1,1.996697845E0,1.268971161E1
1.421772246E1,1.181044006E0,1.976639557E0,1.384935013E1
1.422767746E1,8.217910767E-1,1.410816193E0,1.426743073E1
1.423763346E1,-5.236111450E-1,6.170169067E-1,1.337842941E1
1.424758946E1,-1.749861145E0,2.303709412E-1,1.209230392E1
1.425754546E1,-2.345023499E0,2.682421875E-1,1.102173019E1
1.426750146E1,-2.275567932E0,4.704716492E-1,1.027837601E1
1.427745646E1,-1.726809082E0,7.930508423E-1,9.801018677E0
1.428741246E1,-9.614506531E-1,1.243015137E0,9.705966339E0
1.429736846E1,-2.420466614E-1,1.545835419E0,9.796378326E0
1.430732446E1,2.077679443E-1,1.653012543E0,9.796528015E0
1.431728046E1,3.185375977E-1,1.720372467E0,9.776170349E0
1.432723546E1,1.034349060E-1,1.632954254E0,9.740245056E0
1.433719146E1,-2.163002014E-1,1.385518799E0,9.420809326E0
1.434714746E1,-4.764591980E-1,1.102906494E0,8.933273163E0
1.435710346E1,-6.873706055E-1,8.735833740E-1,8.517288208E0
1.436705946E1,-9.083111572E-1,6.797364807E-1,8.209827576E0
1.437701446E1,-1.123563538E0,5.379812622E-1,7.861950989E0
1.438697046E1,-1.217118988E0,4.165837097E-1,7.774233398E0
1.439692646E1,-1.247206421E0,3.201841736E-1,7.837701416E0
1.440688246E1,-1.210532684E0,3.956272888E-1,7.595505066E0
1.441683846E1,-1.088237000E0,6.670129395E-1,7.184160461E0
1.442679346E1,-8.803193665E-1,9.848020935E-1,6.868916016E0
1.443674946E1,-7.149133301E-1,1.228645020E0,6.674620056E0
1.444670546E1,-5.746549988E-1,1.412313080E0,6.626719666E0
1.445666146E1,-4.869374084E-1,1.521885223E0,6.907086639E0
1.446661746E1,-4.460723877E-1,1.535656586E0,7.321275330E0
1.447657246E1,-4.373904419E-1,1.450483704E0,7.639663239E0
1.448652846E1,-4.577481079E-1,1.390009460E0,7.930358734E0
1.449648446E1,-3.832031250E-1,1.358874207E0,8.178692322E0
1.450644046E1,-2.811154175E-1,1.257534943E0,8.533604279E0
1.451639646E1,-3.523672485E-1,1.134191437E0,9.095086670E0
1.452635246E1,-5.403762817E-1,1.024918671E0,9.550290070E0
1.453630746E1,-7.909552002E-1,1.015039215E0,9.766290894E0
1.454626346E1,-9.461824036E-1,1.048569489E0,9.722282410E0
1.455621946E1,-1.069376221E0,1.112636261E0,9.556277618E0
1.456617546E1,-1.245859222E0,1.184786224E0,9.511071625E0
1.457613146E1,-1.293160858E0,1.181942139E0,9.661508789E0
1.458608646E1,-1.175505524E0,1.074016571E0,1.003677841E1
1.459604246E1,-1.000818787E0,8.457412720E-1,1.057446030E1
1.460599846E1,-8.762777710E-1,5.822891235E-1,1.108729385E1
1.461595446E1,-8.901988220E-1,4.328997803E-1,1.126632156E1
1.462591046E1,-8.846603394E-1,1.938468933E-1,1.137170242E1
1.463586546E1,-8.619076538E-1,3.037184143E-1,1.164563278E1
1.464582146E1,-7.535330200E-1,5.881269836E-1,1.168964127E1
1.465577746E1,-8.210426331E-1,1.073717194E0,1.150477570E1
1.466573346E1,-9.494755554E-1,1.887874146E0,1.123803040E1
1.467568946E1,-9.710307312E-1,2.405647430E0,1.067654800E1
1.468564446E1,-6.005511475E-1,2.292632446E0,9.746382294E0
1.469560046E1,2.619552612E-1,1.869013367E0,9.666747894E0
1.470555613E1,1.372196503E0,1.550775146E0,1.150956573E1
1.471551213E1,2.230960693E0,6.997947693E-1,1.386461838E1
1.472546813E1,2.368674316E0,-4.787045288E-1,1.575892914E1
1.473542312E1,1.493743744E0,-1.207688599E0,1.679282913E1
1.474537913E1,8.202941895E-2,-1.745370483E0,1.585937027E1
1.475533513E1,-1.216969299E0,-1.795815582E0,1.351719086E1
1.476529113E1,-1.777254181E0,-1.345402222E0,1.159279266E1
1.477524713E1,-1.726360016E0,-6.129753113E-1,1.022029678E1
1.478520213E1,-1.264420624E0,9.759704590E-2,8.864266663E0
1.479515812E1,-4.713697815E-1,7.342231750E-1,8.092920685E0
1.480511413E1,5.246589661E-1,1.372046814E0,8.004604340E0
1.481507013E1,1.614392853E0,1.979783020E0,8.205785980E0
1.482502613E1,2.541265411E0,2.543810120E0,8.450976105E0
1.483498113E1,3.277284851E0,2.746338959E0,8.388256531E0
1.484493712E1,3.133733368E0,2.640658722E0,8.078849945E0
1.485489313E1,2.291434937E0,2.302960968E0,8.061336365E0
1.486484913E1,1.438358917E0,1.601968689E0,8.465645599E0
1.487480513E1,6.029461670E-1,8.408015442E-1,9.050778809E0
1.488476013E1,-1.490899658E-1,1.904040527E-1,9.597442017E0
1.489471612E1,-7.610174561E-1,-1.532812500E-1,9.799072723E0
1.490467213E1,-1.180594940E0,-2.589614868E-1,9.275162201E0
1.491462813E1,-1.362466736E0,-1.318757629E-1,8.612340546E0
1.492458413E1,-1.248104553E0,2.719844055E-1,7.878416748E0
1.493453913E1,-7.887098694E-1,8.193960571E-1,7.352111206E0
1.494449512E1,-3.606001282E-1,1.351689148E0,7.334148560E0
1.495445112E1,-2.392025757E-1,1.665137329E0,7.374115448E0
1.496440713E1,-3.947291565E-1,1.761087799E0,6.929090881E0
1.497436313E1,-6.665638733E-1,1.803599396E0,6.546935577E0
1.498431813E1,-8.210426331E-1,1.925446014E0,6.333479462E0
1.499427413E1,-7.885601807E-1,1.890867920E0,6.271358643E0
1.500423012E1,-5.321434021E-1,1.819167023E0,6.765481110E0
1.501418613E1,-2.414479065E-1,1.794318695E0,7.427404633E0
1.502414213E1,2.454895020E-2,1.585802307E0,7.842641144E0
1.503409713E1,2.936892700E-1,1.368903351E0,8.513246613E0
1.504405313E1,4.351451111E-1,1.233285370E0,9.300609283E0
1.505400912E1,4.221221924E-1,1.063688049E0,9.683363342E0
1.506396513E1,1.613644409E-1,9.768685913E-1,9.757608948E0
1.507392113E1,-1.498384094E-1,8.280780029E-1,9.619745636E0
1.508387613E1,-3.406915283E-1,6.536906433E-1,9.426647186E0
1.509383213E1,-3.335064697E-1,6.722520447E-1,9.664951630E0
1.510378812E1,-1.772314453E-1,6.391708374E-1,1.024918671E1
1.511374413E1,2.694396973E-3,5.917195129E-1,1.104104004E1
1.512370013E1,1.929487610E-1,7.620652771E-1,1.177631104E1
1.513365513E1,3.192860413E-1,9.403445435E-1,1.230441284E1
1.514361113E1,3.370989990E-1,1.073717194E0,1.250409760E1
1.515356712E1,-4.610412598E-2,1.442849579E0,1.232252518E1
1.516352312E1,-6.477030945E-1,1.924996948E0,1.144864243E1
1.517347913E1,-9.199868774E-1,2.132914581E0,1.041339523E1
1.518343413E1,-5.451663208E-1,2.195334778E0,1.018916153E1
1.519339013E1,4.029620361E-1,2.321073303E0,1.095481934E1
