"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.092599219E1,-1.282525957E-1,-7.953920960E-1,1.001549149E1
3.093599375E1,-9.556695819E-2,-7.352593541E-1,9.897629738E0
3.094599375E1,-6.940311939E-2,-6.930256486E-1,9.825046539E0
3.095799219E1,-1.543876976E-1,-7.231351137E-1,9.902772903E0
3.096799375E1,-2.122316062E-1,-6.199737787E-1,9.899602890E0
3.097799375E1,-1.624513716E-1,-6.292728186E-1,9.757788658E0
3.098999375E1,-1.613117307E-1,-5.883224010E-1,9.441390991E0
3.099999375E1,-2.999264300E-1,-6.055415273E-1,9.196157455E0
3.101199219E1,-3.971501887E-1,-6.433411241E-1,8.939652443E0
3.102199375E1,-5.142170191E-1,-7.714213729E-1,8.843080521E0
3.103199375E1,-4.977353811E-1,-8.773407936E-1,8.810250282E0
3.104199375E1,-5.656828284E-1,-1.013283610E0,8.840167999E0
3.105199375E1,-6.426995397E-1,-1.051495075E0,9.119638443E0
3.106199375E1,-6.170145273E-1,-1.071462750E0,9.300142288E0
3.107399219E1,-4.604049921E-1,-1.115257502E0,9.308110237E0
3.108399375E1,-4.279874861E-1,-1.118551850E0,9.366883278E0
3.109399375E1,-5.499672890E-1,-1.133951426E0,9.574336052E0
3.110399375E1,-6.522954702E-1,-1.148737907E0,9.762424469E0
3.111599219E1,-7.595173717E-1,-1.186499238E0,9.711045265E0
3.112599375E1,-8.500469327E-1,-1.068446040E0,9.579143524E0
3.113599375E1,-8.087517619E-1,-9.055349827E-1,9.498277664E0
3.114599375E1,-6.976799369E-1,-7.249163985E-1,9.501072884E0
3.115599531E1,-6.454480886E-1,-5.198482275E-1,9.489447594E0
3.116799219E1,-6.046987176E-1,-3.401394486E-1,9.465715408E0
3.117799375E1,-5.259391069E-1,-2.193854898E-1,9.551322937E0
3.118799375E1,-5.083656311E-1,-2.238195539E-1,9.733799934E0
3.119799375E1,-5.208058953E-1,-2.050585896E-1,9.783570290E0
3.120999375E1,-6.063650846E-1,-3.351595104E-1,9.909419060E0
3.121999375E1,-7.174848318E-1,-3.746063709E-1,1.004133987E1
3.123199375E1,-4.651837945E-1,-4.116590321E-1,1.002310562E1
3.124199375E1,-3.076261878E-1,-3.464792669E-1,9.859628677E0
3.125199375E1,-2.306669652E-1,-2.394680530E-1,9.667796135E0
3.126399375E1,-1.174882650E-1,-1.684560440E-2,9.506752968E0
3.127399375E1,-1.509496272E-1,4.792233929E-2,9.420627594E0
3.128599219E1,-3.814154863E-1,1.525872648E-1,9.339196205E0
3.129599375E1,-5.802970529E-1,1.996764243E-1,9.282559395E0
3.130599375E1,-6.916849017E-1,1.365173757E-1,9.268509865E0
3.131599375E1,-7.167952657E-1,1.017439961E-1,9.414375305E0
3.132599375E1,-7.914081216E-1,6.250781566E-2,9.380243301E0
3.133599375E1,-8.002858758E-1,9.439858049E-2,9.231142044E0
3.134799219E1,-7.458896041E-1,1.568297893E-1,9.063518524E0
3.135799219E1,-7.495574951E-1,1.487373859E-1,9.078812599E0
3.136799375E1,-6.709319353E-1,2.424464375E-1,9.098032951E0
3.137799375E1,-6.330364943E-1,2.506920695E-1,9.152104378E0
3.138799375E1,-5.037208796E-1,3.320661783E-1,9.324878693E0
3.139799375E1,-5.644665360E-1,3.229203522E-1,9.281668663E0
3.140799375E1,-6.545460224E-1,3.775943220E-1,9.209229469E0
3.141999375E1,-7.296281457E-1,3.819900751E-1,9.090543747E0
3.142999375E1,-7.574775219E-1,4.195694923E-1,9.164285660E0
3.144199219E1,-6.655784845E-1,4.283035398E-1,9.288429260E0
3.145199375E1,-4.394988120E-1,4.118314087E-1,9.326737404E0
3.146199375E1,-3.138032258E-1,4.402841330E-1,9.405918121E0
3.147399375E1,-3.216083348E-1,5.897397399E-1,9.491218567E0
3.148399375E1,-3.885597885E-1,6.574094892E-1,9.474095345E0
3.149399375E1,-5.103288889E-1,6.757873297E-1,9.465620041E0
3.150599375E1,-5.366363525E-1,6.747148037E-1,9.528961182E0
3.151599375E1,-6.518932581E-1,6.309966445E-1,9.606829643E0
3.152599375E1,-6.971149445E-1,5.888874531E-1,9.716732979E0
3.153599375E1,-5.778262615E-1,5.814079642E-1,9.813430786E0
3.154799375E1,-4.217242599E-1,6.198204756E-1,9.947573662E0
3.155999375E1,-4.632205665E-1,7.763055563E-1,9.993416786E0
3.156999375E1,-4.619947374E-1,8.969158530E-1,1.008248138E1
3.158199219E1,-3.664278090E-1,9.048645496E-1,1.016600132E1
3.159199375E1,-3.390955925E-1,8.676491380E-1,1.027018642E1
3.160199375E1,-4.462217391E-1,7.927010655E-1,1.032727432E1
3.161199375E1,-5.056841373E-1,7.525933981E-1,1.046052551E1
3.162400625E1,-4.589684606E-1,6.278746128E-1,1.058697796E1
3.163599375E1,-4.464324415E-1,5.288217068E-1,1.074691010E1
3.164599375E1,-5.401797891E-1,4.987218082E-1,1.084637547E1
3.165599375E1,-4.294718802E-1,4.669459462E-1,1.095984173E1
3.166599375E1,-2.410673797E-1,4.593515396E-1,1.103190708E1
3.167599375E1,-2.126338333E-1,4.979556501E-1,1.121580124E1
3.168799375E1,-4.072632790E-1,3.565732539E-1,1.148972511E1
3.169999219E1,-4.933300614E-1,-8.106767386E-2,1.187978935E1
3.170999375E1,-5.387911201E-1,-5.254219174E-1,1.220552540E1
3.171999375E1,-5.693315864E-1,-6.996431947E-1,1.253440189E1
3.172999375E1,-4.884171486E-1,-7.081665397E-1,1.256881142E1
3.174199375E1,-5.488851070E-1,-5.496416688E-1,1.231271839E1
3.175199375E1,-7.005530000E-1,-4.342794418E-1,1.182947254E1
3.176399375E1,-8.783560395E-1,-3.190992177E-1,1.099370480E1
3.177399375E1,-8.724374771E-1,-3.049829900E-1,1.039746284E1
3.178599219E1,-6.335728168E-1,-3.343454897E-1,9.950139999E0
3.179599375E1,-3.655850291E-1,-4.607497454E-1,9.751698494E0
3.180599375E1,-1.077295020E-1,-6.441456079E-1,9.871053696E0
3.181599375E1,1.106312722E-1,-6.457449198E-1,9.996252060E0
3.182799375E1,6.174167246E-2,-3.158335388E-1,9.770525932E0
3.183799375E1,-1.237419173E-1,3.829764947E-2,9.462651253E0
3.184799375E1,-3.151344061E-1,1.600859016E-1,9.158051491E0
3.185999375E1,-3.463931084E-1,-4.815218225E-2,9.211375237E0
3.186999375E1,-4.622628689E-1,-4.231990874E-1,9.604933739E0
3.188199375E1,-2.400043458E-1,-9.208482504E-1,9.959917068E0
3.189199375E1,4.903325066E-2,-1.298107386E0,1.003268147E1
3.190399375E1,1.435180157E-1,-1.522578239E0,1.003241444E1
3.191399375E1,9.749189019E-2,-1.607658625E0,1.005069637E1
3.192599375E1,2.760322988E-1,-1.639386415E0,9.923467636E0
3.193599375E1,1.367184967E-1,-1.528257251E0,9.906019211E0
3.194599375E1,-1.843631119E-1,-1.364771605E0,9.830018044E0
3.195599375E1,-2.852739394E-1,-1.267346621E0,9.745923996E0
3.196599375E1,-3.713789880E-1,-1.136154056E0,9.468875885E0
3.197599375E1,-3.517752588E-1,-9.713659883E-1,9.272015572E0
3.198599375E1,-2.974747717E-1,-9.578722119E-1,9.130747795E0
3.199599375E1,-2.514965236E-1,-9.364967942E-1,9.085200310E0
3.200599375E1,-9.849745780E-2,-1.009835958E0,9.201309204E0
3.201599375E1,-5.316085368E-2,-1.009481668E0,9.219305038E0
3.202599375E1,-1.342093647E-1,-9.796019793E-1,9.248896599E0
3.203599375E1,-9.549991786E-2,-9.095763564E-1,9.347480774E0
3.204799375E1,-2.808781862E-1,-7.673703432E-1,9.485041618E0
3.205799375E1,-3.526754677E-1,-6.302400231E-1,9.529803276E0
3.206999375E1,-4.997656643E-1,-6.673502326E-1,9.663247108E0
3.208199219E1,-5.809291005E-1,-6.680397391E-1,9.835313797E0
3.209199375E1,-4.834467769E-1,-5.989047885E-1,9.923401833E0
3.210199375E1,-3.906570971E-1,-5.590940118E-1,9.772153854E0
3.211399219E1,-2.794799507E-1,-4.694263339E-1,9.421050072E0
3.212400625E1,-2.605370283E-1,-4.135648310E-1,9.144174576E0
3.213599219E1,-3.472262919E-1,-3.833978772E-1,8.841126442E0
3.214599375E1,-3.131711781E-1,-2.911540866E-1,8.659185410E0
3.215599375E1,-3.735050261E-1,-2.425326407E-1,8.408436775E0
3.216599375E1,-5.140830278E-1,-1.806377321E-1,8.644150734E0
3.217599375E1,-5.610859394E-1,-1.204379201E-1,8.935380936E0
3.218799375E1,-6.098702550E-1,-1.120486390E-2,9.359528542E0
3.219999219E1,-4.716481566E-1,3.646847978E-2,9.497414589E0
3.220999375E1,-2.767984569E-1,-1.395340730E-2,9.515764236E0
3.221999375E1,-1.360385418E-1,-8.581776172E-2,9.481882095E0
3.223199375E1,-5.556463078E-2,-1.447630227E-1,9.352680206E0
3.224199375E1,-1.734647006E-1,-1.254465878E-1,9.289378166E0
3.225199375E1,-2.515731454E-1,-2.366524637E-1,9.557404518E0
3.226399375E1,-2.380985767E-1,-1.867477298E-1,1.002656269E1
3.227399375E1,-2.337219715E-1,-1.955775470E-1,1.036264992E1
3.228599219E1,-8.094316721E-2,-3.417004645E-2,1.050631237E1
3.229599375E1,-2.218180001E-1,1.920245588E-1,1.035019112E1
3.230599375E1,-4.462121725E-1,4.975534081E-1,1.013648510E1
3.231599375E1,-5.296739936E-1,7.440508604E-1,9.801248550E0
3.232799375E1,-5.272415280E-1,9.027673006E-1,9.425349236E0
3.233799375E1,-3.857729137E-1,9.322829843E-1,9.172675133E0
3.234999375E1,-2.449268401E-1,9.907589555E-1,9.031809807E0
3.235999375E1,-1.658319831E-1,8.735293150E-1,9.033285141E0
3.237199219E1,8.338525146E-2,7.431027293E-1,9.462488174E0
3.238199375E1,4.814260826E-2,7.590864301E-1,9.676807404E0
3.239199375E1,2.085349709E-1,7.727812529E-1,9.875775337E0
3.240399375E1,3.776230812E-1,6.994133592E-1,1.014005661E1
3.241399375E1,4.028387964E-1,7.193331122E-1,1.021225643E1
3.242399375E1,3.349871337E-1,7.726663351E-1,1.017483044E1
3.243599375E1,2.528947294E-1,8.629947901E-1,1.021235275E1
3.244599375E1,2.550590932E-1,8.878082633E-1,1.025420284E1
3.245599375E1,3.396510184E-1,8.686929941E-1,1.027417088E1
3.246799375E1,3.393445611E-1,8.215272427E-1,1.047395229E1
3.247799375E1,3.185533285E-1,7.275691628E-1,1.082126427E1
3.248999375E1,3.480594754E-1,5.944611430E-1,1.109330368E1
3.249999375E1,3.350445926E-1,5.175594091E-1,1.130580330E1
3.251199219E1,1.036497802E-1,5.989430547E-1,1.146766090E1
3.252199375E1,-3.388274461E-2,8.097189665E-1,1.146066952E1
3.253199375E1,-2.577789128E-1,9.741623402E-1,1.120526695E1
3.254399219E1,-5.708351731E-1,1.098785400E0,1.118391991E1
3.255399375E1,-6.771855950E-1,1.129517317E0,1.076004028E1
3.256399375E1,-6.357371807E-1,1.055143833E0,1.078936386E1
3.257400156E1,-5.251250863E-1,9.372629523E-1,1.125968170E1
3.258599219E1,-3.211007714E-1,8.583979607E-1,1.147700787E1
3.259599375E1,-2.749980092E-1,8.202056289E-1,1.106214046E1
3.260799375E1,-2.845460773E-1,7.612124681E-1,1.039337349E1
3.261799375E1,-3.783700466E-1,6.281523705E-1,1.003996944E1
3.262999219E1,-1.643571556E-1,3.861368299E-1,9.730983734E0
3.263999375E1,-3.877649084E-2,1.935664266E-1,9.609818459E0
3.264999375E1,-9.005071223E-2,1.500685606E-2,9.827977180E0
3.266199375E1,-2.379070222E-1,-1.063217074E-1,1.018288517E1
3.267199375E1,-3.624916971E-1,-1.507868171E-1,1.039800835E1
3.268199375E1,-5.881021023E-1,-1.162911654E-1,1.040965366E1
3.269199375E1,-7.625340819E-1,-4.130476713E-2,1.026667213E1
3.270199375E1,-8.376354575E-1,3.297294676E-2,9.953597069E0
3.271399219E1,-7.586938143E-1,6.976703554E-2,9.552597046E0
3.272399219E1,-5.826050639E-1,-2.809835039E-2,9.348198891E0
3.273399375E1,-5.316468477E-1,-1.114836037E-1,9.174437523E0
3.274599219E1,-6.473634243E-1,-2.123656869E-1,9.125030518E0
3.275599375E1,-5.250388980E-1,-3.123379946E-1,9.282167435E0
3.276599375E1,-3.556442857E-1,-3.635547459E-1,9.234206200E0
3.277599375E1,-4.026568234E-1,-3.355617225E-1,9.153358459E0
3.278799219E1,-6.174167395E-1,-1.383657008E-1,8.982460976E0
3.279799375E1,-7.655124664E-1,-9.186073393E-2,8.933694839E0
3.280999219E1,-8.664520383E-1,-1.199399233E-1,9.155139923E0
3.281999375E1,-6.751648784E-1,-3.711300194E-1,9.332722664E0
3.283199219E1,-5.445755720E-1,-5.129911900E-1,9.349338531E0
3.284199219E1,-4.016225636E-1,-5.415205956E-1,9.156883240E0
3.285199219E1,-3.487202823E-1,-4.916924238E-1,8.991146088E0
3.286199219E1,-3.568701148E-1,-3.890481889E-1,8.998847008E0
3.287199219E1,-4.063247740E-1,-2.932513952E-1,9.054295540E0
3.288199375E1,-4.109311998E-1,-1.620874554E-1,9.158290863E0
3.289199375E1,-4.619277120E-1,-8.190084994E-2,9.140650749E0
3.290199375E1,-3.207655549E-1,-6.040092185E-2,9.135277748E0
3.291399375E1,-3.699233234E-1,-1.347839832E-1,9.230403900E0
3.292399375E1,-3.988548517E-1,-1.743744910E-1,9.491831779E0
3.293599375E1,-2.767697275E-1,-2.678728700E-1,9.623599052E0
3.294599375E1,-2.627013922E-1,-2.806100249E-1,9.674968719E0
3.295799219E1,-2.310691923E-1,-2.412301749E-1,9.742389679E0
3.296799375E1,-1.887109876E-1,-1.407311708E-1,9.847715378E0
3.297799375E1,-1.771804988E-1,4.180276021E-2,9.751104355E0
3.298999375E1,-6.703764666E-5,2.789340913E-1,9.817347527E0
3.299999375E1,-7.085879147E-2,4.105577171E-1,9.874683380E0
3.300999375E1,-6.912539154E-2,4.127316177E-1,1.003995132E1
3.302199375E1,-1.766825169E-1,3.360118270E-1,1.007582474E1
3.303199375E1,-2.289431393E-1,2.397457957E-1,1.010636616E1
3.304399219E1,-2.503760457E-1,1.884524077E-1,9.914370537E0
3.305399375E1,-1.374463290E-1,1.815666854E-1,9.480904579E0
3.306399375E1,2.815581160E-3,3.290494978E-1,9.298323631E0
3.307599375E1,-5.119761080E-2,4.829296172E-1,9.037422180E0
3.308599375E1,-4.584417492E-2,7.040772438E-1,9.062417030E0
3.309799219E1,-1.063887477E-1,9.282511473E-1,9.201338768E0
3.310799375E1,-2.834926546E-1,1.003180146E0,9.347413063E0
3.311799375E1,-2.638793290E-1,9.918507338E-1,9.442894936E0
3.312999219E1,-2.109674811E-1,7.699177861E-1,9.578272820E0
3.313999375E1,-1.459409595E-1,5.826529264E-1,9.770564079E0
3.314999375E1,-1.943134144E-2,4.570722580E-1,9.769961357E0
3.316199375E1,-7.498639636E-3,4.222030938E-1,9.768639565E0
3.317199375E1,-3.230256960E-2,4.672619998E-1,9.845396996E0
3.318199375E1,-1.191354729E-2,5.179424286E-1,9.904304504E0
3.319399375E1,-6.142564118E-2,6.392039657E-1,9.869971275E0
3.320399375E1,-9.569144994E-2,7.503141165E-1,9.801909447E0
3.321599219E1,-2.121262811E-2,9.237213135E-1,9.698116302E0
3.322599375E1,1.015141490E-3,9.814119935E-1,9.459587097E0
3.323599375E1,2.670971490E-2,1.066980839E0,9.457278252E0
3.324799375E1,1.148737967E-1,1.112058878E0,9.614998817E0
3.325799375E1,1.306180656E-1,1.088011503E0,9.800990105E0
3.326799375E1,4.050989076E-2,1.026087761E0,9.916621208E0
3.327799375E1,-1.147301495E-2,9.761926532E-1,1.001703358E1
3.328999375E1,-5.622543395E-2,8.973467946E-1,1.014469242E1
3.330199219E1,-1.736083478E-1,9.573646188E-1,1.011284924E1
3.331199375E1,-3.410396874E-1,1.129450321E0,1.016774368E1
3.332199375E1,-4.286674559E-1,1.286720634E0,1.003942394E1
3.333399375E1,-4.755938053E-1,1.461075902E0,1.004372406E1
3.334399375E1,-4.794245362E-1,1.528199792E0,9.996280670E0
3.335599375E1,-5.254315138E-1,1.430813193E0,1.014724922E1
3.336599375E1,-4.037007093E-1,1.236116767E0,1.045041275E1
3.337599375E1,-2.245952785E-1,1.007671595E0,1.075472546E1
3.338599375E1,-1.361247301E-1,8.531690240E-1,1.095834732E1
3.339599375E1,-7.233361900E-2,7.914656401E-1,1.100557041E1
3.340599375E1,3.687070310E-2,8.242757320E-1,1.106044579E1
3.341599375E1,8.886318654E-2,9.534190297E-1,1.113796043E1
3.342599375E1,1.178521886E-1,1.178081274E0,1.108144760E1
3.343599375E1,3.884352744E-2,1.503223538E0,1.094172192E1
3.344599375E1,-1.239238828E-1,1.742145658E0,1.073487282E1
3.345599375E1,-1.610818952E-1,1.766049266E0,1.076942539E1
3.346599375E1,-1.491013020E-1,1.534348130E0,1.103099728E1
3.347599375E1,2.919968404E-2,1.129182100E0,1.128589344E1
3.348599375E1,2.358767539E-1,7.885351181E-1,1.131881809E1
3.349599375E1,3.555006385E-1,6.067768931E-1,1.119943333E1
3.350599375E1,2.203623205E-1,5.416354537E-1,1.085645962E1
3.351599375E1,-6.966169178E-2,5.905729532E-1,1.041812897E1
3.352599375E1,-3.349679708E-1,6.608666778E-1,1.012941742E1
3.353599375E1,-3.476572335E-1,7.039335966E-1,1.023049164E1
3.354599375E1,-2.764919698E-1,7.004380226E-1,1.055943584E1
3.355599375E1,-1.149121001E-1,6.460418105E-1,1.065120983E1
3.356799219E1,1.391701549E-1,5.296453238E-1,1.043521404E1
3.357799375E1,3.292793632E-1,3.698562980E-1,1.017388248E1
3.358799375E1,4.903325140E-1,2.092532367E-1,9.996405602E0
3.359799375E1,5.981098413E-1,6.250781566E-2,9.840801239E0
3.360799375E1,4.826327562E-1,-1.720952243E-2,9.795952797E0
3.361799375E1,5.455141068E-1,-1.971577108E-1,9.658602715E0
3.362799375E1,4.223180115E-1,-2.896888554E-1,9.510985374E0
3.363999375E1,3.956657648E-1,-2.615904808E-1,9.471854210E0
3.364999375E1,2.443235070E-1,-1.797279418E-1,9.722240448E0
3.366199375E1,4.090254381E-2,-6.271850318E-2,9.731031418E0
3.367199375E1,-5.154237524E-2,-9.605537169E-3,9.439312935E0
3.368199375E1,-7.128974795E-2,-7.051403075E-2,9.172080994E0
3.369399375E1,-1.030464470E-2,-1.656212956E-1,8.995772362E0
3.370399375E1,2.444958687E-2,-2.755151689E-1,8.987373352E0
3.371599219E1,3.662170842E-2,-3.546578884E-1,8.998990059E0
3.372599375E1,1.476168931E-1,-4.144075811E-1,8.993694305E0
3.373599375E1,1.471189111E-1,-3.916530907E-1,9.025230408E0
3.374599375E1,1.531714499E-1,-3.232363760E-1,9.142451286E0
3.375599375E1,1.811931878E-1,-3.069749773E-1,9.460841179E0
3.376599375E1,1.575959325E-1,-2.953870296E-1,9.554933548E0
3.377599375E1,1.673068106E-1,-2.898994982E-1,9.530666351E0
3.378599375E1,1.801971942E-1,-2.659191787E-1,9.374573708E0
3.379599375E1,1.286069304E-1,-1.802929640E-1,9.159832954E0
3.380599375E1,7.420109212E-2,-4.259763658E-2,9.103272438E0
3.381599375E1,6.941269338E-2,9.230126441E-2,9.275520325E0
3.382599375E1,-1.054406445E-2,2.940175533E-1,9.501121521E0
3.383599375E1,-5.783433467E-2,4.913763702E-1,9.588538170E0
3.384599375E1,1.108036563E-2,6.035974026E-1,9.582552910E0
3.385599375E1,9.299078956E-3,6.433315873E-1,9.673647881E0
3.386599375E1,8.290641755E-2,5.913582444E-1,9.669528961E0
3.387599375E1,7.897035033E-2,5.536831021E-1,9.564069748E0
3.388599375E1,3.674620762E-2,5.510494113E-1,9.452183723E0
3.389599375E1,1.425794959E-1,5.659988523E-1,9.274217606E0
3.390599375E1,6.224924698E-3,6.888597608E-1,9.165683746E0
3.391599375E1,-4.853525385E-2,7.891863585E-1,9.082451820E0
3.392599375E1,-1.463719159E-1,9.326181412E-1,9.064255714E0
3.393599375E1,-2.419197261E-1,9.267954826E-1,9.166976929E0
3.394599375E1,-8.571241796E-2,8.286331892E-1,9.377599716E0
3.395599375E1,1.763090119E-2,6.702615619E-1,9.543459892E0
3.396599375E1,1.138490811E-1,5.291185975E-1,9.711907387E0
3.397599375E1,1.755811721E-1,4.250953197E-1,9.699197769E0
3.398599375E1,2.684857845E-1,3.252474964E-1,9.583405495E0
3.399599375E1,1.856847107E-1,3.840299249E-1,9.503381729E0
3.400599375E1,1.620682925E-1,4.685356915E-1,9.257957458E0
3.401599375E1,1.369866431E-1,6.048710942E-1,9.065089226E0
3.402599375E1,5.431964993E-2,7.484465837E-1,9.083715439E0
3.403599375E1,-7.278373232E-4,8.677161932E-1,9.265895844E0
3.404599375E1,-5.485595018E-2,8.890628815E-1,9.415226936E0
3.405599375E1,-6.348465383E-2,9.198139906E-1,9.471864700E0
3.406599375E1,1.255519409E-2,8.864388466E-1,9.425981522E0
3.407599375E1,3.312617540E-2,8.676874638E-1,9.315101624E0
3.408599375E1,-4.363192990E-2,9.285863638E-1,9.216585159E0
3.409599375E1,-8.486966044E-2,1.019403219E0,9.242364883E0
3.410599375E1,-1.260882467E-1,1.152760267E0,9.307420731E0
3.411599375E1,-1.781190336E-1,1.197148681E0,9.545452118E0
3.412599375E1,-2.344593853E-1,1.202751279E0,9.932317734E0
3.413599375E1,-2.381656021E-1,1.125035405E0,1.030643463E1
3.414599375E1,-2.155547589E-1,1.026059031E0,1.055314350E1
3.415599375E1,-2.631514966E-1,9.828485250E-1,1.057810974E1
3.416599375E1,-2.880512178E-1,9.830304980E-1,1.047486210E1
3.417599375E1,-2.449938655E-1,1.060219646E0,1.040058517E1
3.418599375E1,-2.651530504E-1,1.228809714E0,1.015853119E1
3.419599375E1,-3.193386197E-1,1.453539014E0,9.969972610E0
3.420599375E1,-3.744435608E-1,1.579464436E0,9.886597633E0
3.421799219E1,-4.706330299E-1,1.644356966E0,1.007996273E1
3.422799219E1,-3.747979105E-1,1.551787496E0,1.033433247E1
3.423799219E1,-2.102683783E-1,1.342246890E0,1.046149349E1
3.424799375E1,-1.410376281E-1,1.179469943E0,1.054031086E1
3.425799375E1,-7.089710236E-2,1.061301708E0,1.059257126E1
3.426799375E1,6.646303833E-2,1.055287480E0,1.075777054E1
3.427799531E1,1.556805670E-1,1.080733061E0,1.079759121E1
3.428999375E1,-8.781932294E-3,1.165669799E0,1.078476715E1
3.430199219E1,-2.748926580E-1,1.085291624E0,1.084424877E1
3.431199375E1,-3.409055769E-1,1.027045488E0,1.117565441E1
3.432199375E1,-2.934142053E-1,9.446083307E-1,1.146994019E1
3.433399375E1,-3.485383093E-1,9.757808447E-1,1.147467136E1
3.434599375E1,-3.894504309E-1,8.818610907E-1,1.139361286E1
3.435799375E1,-4.176158011E-1,7.052935362E-1,1.137731361E1
3.436999375E1,-5.286588669E-1,5.337058902E-1,1.115787029E1
3.438199375E1,-5.397201180E-1,2.691657543E-1,1.098642635E1
3.439199375E1,-4.499279559E-1,-3.158430755E-2,1.106197739E1
3.440399375E1,-2.123752683E-1,-3.461824059E-1,1.085645008E1
3.441399375E1,-3.501089215E-1,-3.715322316E-1,1.073029518E1
3.442399375E1,-4.530308545E-1,-3.081241846E-1,1.063652802E1
3.443599375E1,-5.597931147E-1,-2.696637213E-1,1.060663891E1
3.444599375E1,-6.006573439E-1,-2.706118226E-1,1.059840298E1
3.445599375E1,-5.479944348E-1,-3.590823710E-1,1.052616501E1
3.446599375E1,-5.247994661E-1,-4.654615521E-1,1.035929871E1
3.447599375E1,-6.612784863E-1,-5.269063115E-1,1.009527683E1
3.448799219E1,-6.711618304E-1,-4.977736771E-1,9.860385895E0
3.449799375E1,-6.539043784E-1,-4.306881428E-1,9.512690544E0
3.450799375E1,-7.449414730E-1,-2.801503241E-1,9.165252686E0
3.451999219E1,-7.845128775E-1,-1.911243349E-1,9.036262512E0
3.452999219E1,-7.192181945E-1,-2.428582460E-1,8.984979630E0
3.453999219E1,-7.614710927E-1,-2.653254271E-1,8.968650818E0
3.454999219E1,-8.247449994E-1,-2.686964869E-1,9.022213936E0
3.455999375E1,-8.741900921E-1,-2.159570009E-1,9.039988518E0
3.456999375E1,-9.447711110E-1,-2.116953135E-1,8.846776009E0
3.458199219E1,-9.741049409E-1,-2.430689335E-1,8.785609245E0
3.459199375E1,-9.934596419E-1,-3.541119993E-1,8.891039848E0
3.460199375E1,-8.947514892E-1,-4.251048863E-1,9.064399719E0
3.461399219E1,-7.208845615E-1,-3.822965324E-1,9.027997971E0
3.462400625E1,-6.629257202E-1,-3.088233173E-1,9.116267204E0
3.463599219E1,-5.869720578E-1,-2.212529629E-1,9.357728004E0
3.464599375E1,-6.871933341E-1,-2.122890800E-1,9.548765182E0
3.465599375E1,-8.312093616E-1,-1.554890275E-1,9.815451622E0
3.466599375E1,-9.671425819E-1,-4.773080349E-2,1.002943516E1
3.467599375E1,-1.038700461E0,9.816226549E-3,9.945264816E0
3.468599375E1,-1.020763159E0,1.049043462E-1,9.740714073E0
3.469599375E1,-9.167302251E-1,1.859624386E-1,9.572525978E0
3.470799219E1,-8.308358788E-1,2.547813654E-1,9.336017609E0
3.471799219E1,-6.771185398E-1,3.134967685E-1,9.211815834E0
3.472799219E1,-5.649932623E-1,2.947645187E-1,9.201587677E0
3.473799219E1,-4.515177011E-1,2.811942101E-1,9.304155350E0
3.474799375E1,-4.107492268E-1,3.509325087E-1,9.313301086E0
3.475799375E1,-4.361181855E-1,4.384453595E-1,9.262773514E0
3.476799375E1,-6.293302774E-1,5.882840753E-1,9.150859833E0
3.477799375E1,-9.462842941E-1,6.277692914E-1,9.053280830E0
3.478999375E1,-6.946920156E-1,4.700680077E-1,9.036626816E0
3.480199219E1,-3.950145543E-1,3.333016038E-1,9.031503677E0
3.481199375E1,-3.464505672E-1,3.092829883E-1,9.047190666E0
3.482399219E1,-2.607190013E-1,3.108727038E-1,9.067866325E0
3.483399375E1,-2.681601644E-1,3.442574739E-1,9.123134613E0
3.484399375E1,-3.169827163E-1,4.611136913E-1,9.242681503E0
3.485599375E1,-5.074462295E-1,6.691410542E-1,9.304327011E0
3.486599375E1,-6.895396709E-1,8.243619204E-1,9.256941795E0
3.487599375E1,-7.707893252E-1,9.494542480E-1,9.211624146E0
3.488599375E1,-7.974702716E-1,9.844765663E-1,9.266106606E0
3.489599375E1,-6.403818727E-1,9.563782215E-1,9.279121399E0
3.490599375E1,-5.401510596E-1,8.936117887E-1,9.257190704E0
3.491799375E1,-4.314830303E-1,8.570667505E-1,9.269535065E0
3.492999375E1,-3.844800591E-1,9.208003879E-1,9.474967003E0
3.493999375E1,-4.138329625E-1,9.732334018E-1,9.615391731E0
3.495199375E1,-3.782263994E-1,1.133453369E0,9.881080627E0
3.496199375E1,-4.372578561E-1,1.261016488E0,9.748969078E0
3.497399219E1,-4.996603131E-1,1.388952971E0,9.617488861E0
3.498399375E1,-3.947942853E-1,1.380161524E0,9.592004776E0
3.499399375E1,-3.045807481E-1,1.354696751E0,9.670717239E0
3.500599375E1,-3.467665911E-1,1.243634462E0,9.907657623E0
3.501599375E1,-3.963744640E-1,1.179613590E0,1.027644062E1
3.502599375E1,-3.942100704E-1,1.207185149E0,1.063180637E1
3.503799375E1,-4.756991565E-1,1.290043712E0,1.084310913E1
3.504799375E1,-5.096967816E-1,1.391921878E0,1.083764172E1
3.505799375E1,-5.374407768E-1,1.531379223E0,1.080427551E1
3.506999375E1,-5.854972601E-1,1.613098145E0,1.081682110E1
3.508199219E1,-6.894438863E-1,1.593973279E0,1.076013565E1
3.509199375E1,-6.304986477E-1,1.515069962E0,1.080760860E1
3.510199375E1,-5.284098983E-1,1.446183920E0,1.095368385E1
3.511399219E1,-4.511346519E-1,1.351919532E0,1.098363972E1
