"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.310199375E1,-6.275681853E-1,-3.434338570E-1,9.687763214E0
5.311199375E1,-3.588621020E-1,-3.359160721E-1,9.746258736E0
5.312199375E1,-3.738689721E-1,-4.002626240E-1,9.696583748E0
5.313399375E1,-5.254507065E-1,-4.387805462E-1,9.557796478E0
5.314399375E1,-5.949208140E-1,-4.208527803E-1,9.413455009E0
5.315599375E1,-5.257954001E-1,-4.774421453E-1,9.249682426E0
5.316599375E1,-5.352669358E-1,-4.600793719E-1,9.029224396E0
5.317599375E1,-6.127719879E-1,-4.135265052E-1,8.812616348E0
5.318599375E1,-7.200800776E-1,-3.951007426E-1,8.814023018E0
5.319599375E1,-7.522102594E-1,-4.320384860E-1,8.731280327E0
5.320599375E1,-4.046871364E-1,-4.852472246E-1,8.925267220E0
5.321599375E1,-1.085148007E-1,-5.952081084E-1,9.162552834E0
5.322799219E1,5.193502456E-2,-5.553015471E-1,9.286217690E0
5.323799219E1,-1.283292077E-3,-5.116505027E-1,9.333249092E0
5.324799219E1,3.938940912E-2,-4.393264353E-1,9.372467041E0
5.325799375E1,1.198058575E-1,-5.072738528E-1,9.561761856E0
5.326799375E1,1.076433137E-1,-4.306690097E-1,9.590175629E0
5.327799375E1,-4.311478510E-2,-3.159388304E-1,9.516702652E0
5.328799375E1,-1.046457663E-1,-2.253805697E-1,9.419899940E0
5.329999375E1,6.765056401E-2,-1.500589848E-1,9.530417442E0
5.331199375E1,2.694626153E-1,-3.688985854E-2,9.654876709E0
5.332199375E1,3.709384501E-1,5.499002337E-2,9.568599701E0
5.333199375E1,2.913168967E-1,1.573948264E-1,9.410237312E0
5.334399375E1,3.284844570E-3,3.274310231E-1,9.366232872E0
5.335399375E1,4.012682009E-3,3.229778111E-1,9.311251640E0
5.336399375E1,-2.930502966E-2,2.846993208E-1,9.295870781E0
5.337399375E1,-1.459026486E-1,2.428582460E-1,9.356521606E0
5.338599375E1,-1.262127310E-1,2.190311402E-1,9.466108322E0
5.339599375E1,-2.760993317E-2,1.927332282E-1,9.465974808E0
5.340599375E1,-1.339891106E-1,3.003956974E-1,9.406186104E0
5.341799375E1,-2.469379604E-1,4.293857217E-1,9.397021294E0
5.342999375E1,-2.525403798E-1,5.631737113E-1,9.398428917E0
5.343999375E1,-2.890088856E-1,5.788221955E-1,9.420886993E0
5.345199219E1,-2.878884077E-1,5.853057504E-1,9.520724297E0
5.346199375E1,-3.365864456E-1,5.486648679E-1,9.542234421E0
5.347199375E1,-3.569563329E-1,5.781996846E-1,9.460151672E0
5.348399375E1,-3.862517774E-1,5.985025764E-1,9.354404449E0
5.349399375E1,-5.285439491E-1,6.326917410E-1,9.442894936E0
5.350399375E1,-4.380527437E-1,6.426420212E-1,9.462919235E0
5.351599375E1,-3.408002257E-1,6.322894692E-1,9.445978165E0
5.352599375E1,-3.345848918E-1,6.333908439E-1,9.610402107E0
5.353799219E1,-3.024834394E-1,5.987515450E-1,9.857177734E0
5.354799375E1,-2.711960077E-1,5.551004410E-1,9.966055870E0
5.355799375E1,-2.699127197E-1,5.283428431E-1,9.996577263E0
5.356799375E1,-3.371419013E-1,5.423154235E-1,1.016684341E1
5.357799375E1,-3.117250800E-1,5.688719153E-1,1.010916233E1
5.358799375E1,-3.710916638E-1,7.089901567E-1,9.920116425E0
5.359799375E1,-4.336186647E-1,9.269104004E-1,9.772633553E0
5.360999219E1,-5.858707428E-1,1.045758486E0,9.702856064E0
5.361999375E1,-4.345380366E-1,1.184066772E0,9.620141983E0
5.363199219E1,-3.543993235E-1,1.099015117E0,9.718696594E0
5.364199219E1,-1.612255424E-1,9.873113632E-1,9.939336777E0
5.365199219E1,-4.788403213E-2,8.623914719E-1,9.993416786E0
5.366199219E1,-6.218220666E-2,8.102552891E-1,1.031226730E1
5.367199375E1,-8.208280802E-2,7.933426499E-1,1.037562656E1
5.368199375E1,-7.580042630E-2,8.654560447E-1,1.025417519E1
5.369199375E1,-1.658032537E-1,9.693452120E-1,1.018585396E1
5.370199375E1,-2.612552941E-1,1.098756552E0,1.027284908E1
5.371199375E1,-3.293368220E-1,1.118590236E0,1.035009575E1
5.372399219E1,-3.049638271E-1,1.041697979E0,1.042983246E1
5.373399219E1,-2.265585214E-1,9.501628876E-1,1.037860584E1
5.374399219E1,-6.796659529E-2,8.615295291E-1,1.031115627E1
5.375399219E1,-1.806185767E-2,8.214314580E-1,1.024762440E1
5.376399219E1,4.980897158E-2,8.319851160E-1,1.022221661E1
5.377399375E1,1.191450506E-1,9.003539681E-1,1.015848255E1
5.378399375E1,1.260307729E-1,1.000354886E0,1.016963959E1
5.379599219E1,1.005756259E-1,1.138270497E0,1.014270020E1
5.380599375E1,-3.344221041E-2,1.222192168E0,1.013400459E1
5.381599375E1,-1.491779238E-1,1.163170218E0,1.023448467E1
5.382599375E1,-2.058534473E-1,9.614922404E-1,1.047563744E1
5.383599375E1,-1.151898354E-1,7.137306333E-1,1.085430431E1
5.384599375E1,4.301901534E-2,4.577713609E-1,1.094282341E1
5.385599375E1,2.706022561E-1,3.163506389E-1,1.078810024E1
5.386599375E1,2.110536695E-1,3.325641751E-1,1.055724239E1
5.387599375E1,5.681919307E-2,3.687932491E-1,1.033859348E1
5.388599375E1,1.034869775E-1,4.342890382E-1,1.031121349E1
5.389599375E1,1.064940915E-1,4.443063736E-1,9.925728798E0
5.390599375E1,9.308655746E-3,5.041614175E-1,9.693576813E0
5.391599375E1,-1.316523552E-1,4.708915949E-1,9.742945671E0
5.392599375E1,-1.726889759E-1,3.637558520E-1,9.987288475E0
5.393599375E1,-7.007349283E-2,2.235609740E-1,1.024129391E1
5.394599375E1,8.057925105E-2,7.645164430E-2,1.039250183E1
5.395599375E1,2.277939320E-1,1.264138496E-3,1.043793488E1
5.396599375E1,3.059502542E-1,2.728432231E-2,1.039846802E1
5.397599375E1,2.783786356E-1,1.118187979E-1,1.023385239E1
5.398599375E1,1.911913753E-1,1.585344523E-1,1.005784988E1
5.399599375E1,2.782445252E-1,2.912594378E-1,1.024961662E1
5.400599375E1,4.978024215E-2,3.574638963E-1,1.023068237E1
5.401599375E1,-3.830722708E-4,4.949963987E-1,1.018816090E1
5.402599375E1,1.870541871E-1,5.698965788E-1,1.005495834E1
5.403599375E1,4.231224656E-1,5.873360038E-1,1.005668163E1
5.404599375E1,5.280363560E-1,5.241290927E-1,9.814464569E0
5.405599375E1,6.807481647E-1,4.629236758E-1,9.598354340E0
5.406599375E1,7.572668195E-1,3.896706700E-1,9.475464821E0
5.407799375E1,7.991175056E-1,3.601741195E-1,9.439973831E0
5.408799375E1,7.130986452E-1,3.421027064E-1,9.336400032E0
5.409799375E1,7.282012105E-1,3.373334408E-1,9.171334267E0
5.410999219E1,7.071130872E-1,3.205357492E-1,8.980813026E0
5.411999219E1,6.759501696E-1,3.385305405E-1,8.848385811E0
5.412999219E1,6.856706738E-1,2.762142718E-1,8.834450722E0
5.413999219E1,6.860057712E-1,2.103162557E-1,8.950551033E0
5.414999375E1,5.809578300E-1,2.176233530E-1,9.184176445E0
5.415999375E1,7.248493433E-1,2.329079509E-1,9.385758400E0
5.417199375E1,6.190256476E-1,3.770580590E-1,9.421749115E0
5.418199375E1,3.930034041E-1,5.668320060E-1,9.347566605E0
5.419399219E1,3.136978745E-1,7.961199284E-1,9.260733604E0
5.420399375E1,2.507878542E-1,8.613667488E-1,9.199316978E0
5.421399375E1,1.740776151E-1,8.296579123E-1,9.198053360E0
5.422599219E1,1.716642678E-1,7.233266830E-1,9.338669777E0
5.423599375E1,1.723633707E-1,6.311498880E-1,9.694324493E0
5.424599375E1,1.332899928E-1,6.238619089E-1,1.002900505E1
5.425599375E1,1.632366776E-1,7.713447213E-1,1.015141487E1
5.426599375E1,2.208986133E-1,9.341791868E-1,9.969541550E0
5.427599375E1,2.573958337E-1,1.115535140E0,9.845245361E0
5.428599375E1,3.454928994E-1,1.161408067E0,9.556130409E0
5.429799219E1,4.174817502E-1,1.146583200E0,9.394377708E0
5.430799375E1,4.222893119E-1,1.054961920E0,9.410017967E0
5.431999219E1,3.610456288E-1,9.518867135E-1,9.550040245E0
5.432999375E1,3.195397258E-1,8.996931314E-1,9.645721436E0
5.434199219E1,2.593111992E-1,8.955846429E-1,9.622890472E0
5.435199219E1,2.256582975E-1,9.314689040E-1,9.651017189E0
5.436199375E1,1.782243848E-1,9.137231708E-1,9.631278992E0
5.437399219E1,2.277556211E-1,8.652166128E-1,9.676090240E0
5.438399219E1,2.013810873E-1,7.983034849E-1,9.670457840E0
5.439399375E1,1.472242624E-1,7.751563191E-1,9.657443047E0
5.440599375E1,1.096352860E-1,7.446255088E-1,9.694629669E0
5.441599375E1,-2.442085650E-3,7.411586046E-1,9.426585197E0
5.442599375E1,-3.730166331E-2,6.890416741E-1,9.619097710E0
5.443599375E1,-1.405587941E-1,7.300016284E-1,9.576423645E0
5.444599375E1,-2.224309146E-1,7.888798714E-1,9.569078445E0
5.445599375E1,-1.343530267E-1,9.016467929E-1,9.759972572E0
5.446599375E1,-9.879434109E-2,1.003582358E0,9.660690308E0
5.447599375E1,-3.982036188E-2,1.148785830E0,9.617441177E0
5.448599375E1,-5.440583825E-2,1.150691628E0,9.502250671E0
5.449799219E1,-8.833646029E-2,1.191938996E0,9.345832825E0
5.450799219E1,-2.740882151E-2,1.193394661E0,9.481814384E0
5.451799375E1,-1.000393182E-1,1.264052272E0,9.541622162E0
5.452999219E1,-1.479042023E-1,1.471256137E0,9.572698593E0
5.453999219E1,1.790862903E-2,1.586733222E0,9.664865494E0
5.454999219E1,9.691728279E-3,1.607648969E0,9.782296181E0
5.455999219E1,-6.703765132E-3,1.618786812E0,9.889690399E0
5.456999375E1,1.070686989E-2,1.561843157E0,9.943023682E0
5.458199219E1,6.979577243E-2,1.428227544E0,9.926896095E0
5.459199219E1,5.965393037E-2,1.308613181E0,9.953462601E0
5.460199375E1,6.942227483E-2,1.173608899E0,1.016483212E1
5.461199375E1,-6.694188341E-3,1.142484426E0,1.034153461E1
5.462199375E1,-5.571785942E-2,1.109722018E0,1.055561447E1
5.463199844E1,-8.012913913E-2,1.130838871E0,1.045044136E1
5.464399375E1,-3.716758639E-2,1.126759171E0,1.029064274E1
5.465599375E1,6.780379266E-2,1.107988596E0,1.041605091E1
5.466599375E1,1.830510795E-1,1.074096322E0,1.070770359E1
5.467599375E1,2.388072461E-1,1.031747699E0,1.078795719E1
5.468599375E1,1.081796139E-1,9.222081900E-1,1.067607117E1
5.469599375E1,-1.392754912E-1,7.115854621E-1,1.075808716E1
5.470599375E1,-1.098651290E-1,4.610370398E-1,1.112736797E1
5.471599375E1,4.857356101E-2,2.288569510E-1,1.134384251E1
5.472799219E1,-5.326620117E-2,9.778877348E-2,1.144997311E1
5.473799375E1,1.548569649E-2,-1.552400365E-2,1.148179722E1
5.474999219E1,-4.722323641E-2,-4.627513140E-2,1.144054031E1
5.475999375E1,3.332728753E-3,-1.255136281E-1,1.124173450E1
5.477199219E1,1.721814126E-1,-3.120219409E-1,1.112034893E1
5.478199219E1,2.163017541E-1,-5.383697748E-1,1.106097221E1
5.479199375E1,2.732262909E-1,-6.984077692E-1,1.116564655E1
5.480399219E1,1.141746938E-1,-7.430357337E-1,1.117058849E1
5.481399219E1,1.135521978E-1,-6.785358787E-1,1.095549297E1
5.482399219E1,3.993528429E-3,-5.309094191E-1,1.057465267E1
5.483399219E1,-1.236078516E-1,-4.063822329E-1,1.018192673E1
5.484399375E1,-1.938058287E-1,-3.268181086E-1,9.790609360E0
5.485399375E1,-1.599135101E-1,-2.224596441E-1,9.646056175E0
5.486599219E1,-3.721068501E-1,-1.181586459E-1,9.444397926E0
5.487599375E1,-5.598505139E-1,-4.874594510E-2,9.352096558E0
5.488599375E1,-5.197428465E-1,-3.363374621E-2,9.340355873E0
5.489599375E1,-4.372195303E-1,1.352245174E-2,9.287309647E0
5.490599375E1,-4.773750901E-1,9.277053177E-2,8.971868515E0
5.491599375E1,-5.289940834E-1,1.229757741E-1,8.829633713E0
5.492599375E1,-4.413184226E-1,3.924575448E-2,8.993818283E0
5.493799219E1,-5.063928366E-1,-1.560157686E-1,9.210226059E0
5.494799375E1,-6.560016870E-1,-2.955115438E-1,9.463264465E0
5.495999219E1,-7.753382325E-1,-3.865007758E-1,9.588165283E0
5.496999219E1,-7.410150170E-1,-4.158441126E-1,9.639755249E0
5.497999219E1,-6.292153597E-1,-4.032602012E-1,9.767021179E0
5.498999219E1,-5.740337968E-1,-3.606625497E-1,9.815594673E0
5.499999375E1,-5.038837194E-1,-3.338091671E-1,9.861017227E0
5.500999375E1,-4.553675950E-1,-2.625002861E-1,9.855626106E0
5.501999375E1,-5.250293016E-1,-2.006245255E-1,9.602721214E0
5.503199375E1,-6.282289624E-1,-1.615798771E-1,9.433729172E0
5.504199375E1,-6.182882190E-1,-2.109483182E-1,9.486928940E0
5.505399219E1,-5.692645311E-1,-2.454248369E-1,9.639017105E0
5.506399375E1,-4.894322753E-1,-2.408950031E-1,9.769559860E0
5.507399375E1,-2.716269791E-1,-2.242888212E-1,9.782335281E0
5.508399375E1,-1.335868835E-1,-1.711758375E-1,9.766963959E0
5.509599375E1,-6.006573141E-2,-9.944556653E-2,9.618073463E0
5.510599375E1,-4.026089609E-2,3.779008240E-2,9.407919884E0
5.511599375E1,-4.518337548E-2,1.953764409E-1,9.285901070E0
5.512599375E1,-1.366323084E-1,3.160633445E-1,9.185824394E0
5.513599375E1,-2.540056407E-1,3.911167979E-1,9.021868706E0
5.514799219E1,-3.630950749E-1,3.613903821E-1,8.975900650E0
5.515799375E1,-3.791457713E-1,2.440840751E-1,8.907905579E0
5.516999375E1,-1.939973682E-1,1.859528571E-1,8.988742828E0
5.518199375E1,-1.007480081E-2,1.739148051E-1,9.151816368E0
5.519199375E1,5.303635821E-2,1.688869894E-1,9.287281036E0
5.520399375E1,1.735891998E-1,1.836831570E-1,9.357211113E0
5.521399375E1,1.645965725E-1,2.851781547E-1,9.396485329E0
5.522599375E1,7.287950255E-3,4.301518500E-1,9.352431297E0
5.523599375E1,-1.204379201E-1,4.684878290E-1,9.273423195E0
5.524599375E1,-2.136489898E-1,5.688144565E-1,9.150283813E0
5.525799375E1,-3.679026067E-1,6.472484469E-1,9.063125610E0
5.526799375E1,-3.322960436E-1,6.516921520E-1,9.191771507E0
5.527799375E1,-2.548579872E-1,6.674268246E-1,9.561617851E0
5.528799375E1,-1.539280117E-1,6.213145256E-1,9.945226669E0
5.529999375E1,-1.175648794E-1,5.780943632E-1,1.018522167E1
5.531199219E1,-1.153047532E-1,5.844629407E-1,1.034655190E1
5.532199375E1,-9.254068881E-2,6.007435322E-1,1.044661045E1
5.533199375E1,-8.152735978E-2,6.967414618E-1,1.019301701E1
5.534399375E1,-2.171253711E-1,8.566740751E-1,9.749428749E0
5.535399375E1,-2.492651194E-1,1.013580561E0,9.622383118E0
5.536599375E1,-2.560263574E-1,1.187974095E0,9.547003746E0
5.537599375E1,-2.537758052E-1,1.296038866E0,9.470293999E0
5.538599375E1,-2.513720393E-1,1.301488042E0,9.401982307E0
5.539599375E1,-1.591569483E-1,1.236451864E0,9.481441498E0
5.540599375E1,3.947559744E-2,1.119059443E0,9.781271935E0
5.541599375E1,1.396394223E-1,1.004750729E0,1.006542492E1
5.542799219E1,1.497716755E-1,9.573742151E-1,1.023488712E1
5.543799219E1,1.516008526E-1,1.006876707E0,1.023393822E1
5.544799219E1,1.900134236E-1,1.114002943E0,1.007619953E1
5.545799219E1,1.688008010E-1,1.174413443E0,9.972836494E0
5.546799219E1,1.685422212E-1,1.325966358E0,1.006057930E1
5.547799375E1,9.933064133E-2,1.429865122E0,1.006301212E1
5.548799375E1,-1.765963249E-2,1.490314007E0,9.813498497E0
5.549999375E1,-5.104437843E-2,1.484730721E0,9.784115791E0
5.550999375E1,-1.006905437E-1,1.400090814E0,1.004781342E1
5.551999375E1,2.870169096E-2,1.302091479E0,1.027190113E1
5.553199375E1,8.820239455E-2,1.180188179E0,1.045068073E1
5.554199375E1,2.126051113E-2,1.154493690E0,1.060074043E1
5.555399219E1,1.083615720E-1,1.173292994E0,1.078158760E1
5.556399375E1,2.597325742E-1,1.179096460E0,1.080559731E1
5.557400313E1,3.630375862E-1,1.248432517E0,1.058049393E1
5.558599375E1,3.404075801E-1,1.508107662E0,1.028338337E1
5.559599375E1,1.819688976E-1,1.652612090E0,1.027020645E1
5.560599375E1,-1.316427886E-1,1.502486110E0,1.032020569E1
5.561599375E1,-3.087179661E-1,1.283272982E0,1.068254471E1
5.562599375E1,-1.265000403E-1,9.590022564E-1,1.114284515E1
5.563799219E1,1.402523369E-1,6.349614263E-1,1.169285965E1
5.564799219E1,1.179958358E-1,5.390593410E-1,1.157121468E1
5.565799219E1,-5.508579314E-2,6.414737105E-1,1.127982140E1
5.566799219E1,-3.515645862E-1,7.205494046E-1,1.071099758E1
5.567799375E1,-6.211900115E-1,7.553993464E-1,1.056770039E1
5.568799375E1,-8.459289074E-1,7.274542451E-1,1.054848957E1
5.569799375E1,-8.374630213E-1,6.315903664E-1,1.076332474E1
5.570799375E1,-7.250025868E-1,4.694837928E-1,1.077403259E1
5.571999375E1,-6.092668176E-1,2.439883053E-1,1.068550396E1
5.572999375E1,-3.234087527E-1,-1.505474001E-2,1.051564026E1
5.574199375E1,2.125093341E-1,-3.007692099E-1,1.053888321E1
5.575199375E1,6.050339341E-1,-4.744158685E-1,1.048219872E1
5.576199375E1,6.806715727E-1,-5.275000930E-1,1.030202961E1
5.577399375E1,4.820198417E-1,-5.156727433E-1,1.004169369E1
5.578399375E1,2.262041718E-1,-5.326332450E-1,9.924607277E0
5.579599375E1,1.934514940E-2,-4.496789575E-1,9.680063248E0
5.580599375E1,-2.612552792E-2,-2.781200707E-1,9.606553078E0
5.581599375E1,-1.765101254E-1,-1.528266817E-1,9.574949265E0
5.582599375E1,-1.627003700E-1,-1.559199989E-1,9.540721893E0
5.583599375E1,1.456632372E-2,-2.643390298E-1,9.416337967E0
5.584799375E1,2.132754773E-1,-4.171752930E-1,9.312716484E0
5.585999375E1,3.971405923E-1,-5.980332494E-1,9.199154854E0
5.587199219E1,4.594281614E-1,-7.583681345E-1,9.285614014E0
5.588199219E1,3.849876523E-1,-8.365532160E-1,9.359040260E0
5.589199375E1,2.146737128E-1,-8.241991401E-1,9.425770760E0
5.590199375E1,2.528085411E-1,-7.013095617E-1,9.490021706E0
5.591199375E1,3.056342304E-1,-5.140542388E-1,9.600701332E0
5.592399375E1,1.728900969E-1,-2.102875262E-1,9.536517143E0
5.593399375E1,1.386721581E-1,-1.262223125E-1,9.462421417E0
5.594599375E1,2.147215903E-1,-1.116942987E-1,9.454730988E0
5.595599375E1,1.435180157E-1,-1.044159234E-1,9.359709740E0
5.596599375E1,5.025908351E-2,-9.151596576E-2,9.181792259E0
5.597599375E1,-7.317638397E-2,-4.774995893E-2,9.089979172E0
5.598799375E1,-1.902624220E-1,-4.518337548E-2,9.208655357E0
5.599999375E1,-4.209964350E-2,6.636727136E-3,9.411664009E0
5.600999375E1,-1.105067730E-1,9.573933482E-2,9.411827087E0
5.601999375E1,-1.911147684E-1,1.935089529E-1,9.451992035E0
5.603199375E1,-2.503856122E-1,2.827647924E-1,9.458332062E0
5.604199375E1,-3.017843366E-1,3.056533635E-1,9.404835701E0
5.605399219E1,-2.513241470E-1,2.796235979E-1,9.342002869E0
5.606399375E1,-1.458451897E-1,2.942473888E-1,9.346647263E0
5.607399375E1,-7.725610584E-2,3.101927936E-1,9.307707787E0
5.608399375E1,-1.111484244E-1,3.036326468E-1,9.279437065E0
5.609599375E1,-5.964435264E-2,3.038816452E-1,9.369612694E0
5.610599375E1,-3.303998150E-3,2.559880614E-1,9.463973045E0
5.611599375E1,9.523176402E-2,2.600581944E-1,9.681117058E0
5.612799375E1,-2.595314756E-3,2.924278080E-1,9.537379265E0
5.613999219E1,4.629428312E-2,3.742424548E-1,9.487320900E0
5.614999375E1,9.687897563E-2,4.113525748E-1,9.587303162E0
5.615999375E1,1.279461384E-2,4.676354527E-1,9.698040009E0
5.617199375E1,-8.863334358E-2,5.407639742E-1,9.479726791E0
5.618199375E1,-1.359044611E-1,5.914157033E-1,9.516165733E0
5.619199375E1,-5.280651152E-2,6.687101126E-1,9.660680771E0
5.620399375E1,8.503247052E-2,6.752701998E-1,9.764847755E0
5.621399375E1,1.321407706E-1,6.766205430E-1,9.726970673E0
5.622599375E1,1.013704985E-1,7.123612165E-1,9.561953545E0
5.623599375E1,3.369120881E-2,7.356615663E-1,9.370934486E0
5.624599375E1,-1.181777939E-2,8.159248233E-1,9.460535049E0
5.625599375E1,-6.229712814E-2,9.129569530E-1,9.679882050E0
5.626799375E1,-3.713885322E-2,9.526720047E-1,9.616436005E0
5.627799375E1,-9.712797403E-2,9.671521783E-1,9.480215073E0
5.628999375E1,-1.643954664E-1,9.566655159E-1,9.496907234E0
5.629999375E1,-6.556282192E-2,9.337290525E-1,9.529909134E0
5.631199219E1,6.278554350E-2,8.939470053E-1,9.511981010E0
5.632199375E1,2.735136077E-2,9.509769082E-1,9.336400032E0
5.633199375E1,-7.512047887E-2,1.034180164E0,9.271766663E0
5.634399375E1,-8.104851842E-2,1.145558476E0,9.313990593E0
5.635399375E1,2.266830206E-2,1.228369117E0,9.393277168E0
5.636399375E1,1.049330756E-1,1.324625611E0,9.515161514E0
5.637399375E1,1.487661153E-1,1.366131425E0,9.648853302E0
5.638599375E1,1.077582315E-1,1.382000208E0,9.747924805E0
5.639599375E1,5.516240373E-3,1.390657663E0,1.002144814E1
5.640799375E1,-1.430200338E-1,1.358249784E0,1.024980736E1
5.641799375E1,-2.263861448E-1,1.330735564E0,1.028279018E1
5.642999375E1,-1.457015425E-1,1.336146474E0,1.022257996E1
5.643999375E1,-2.223064154E-1,1.346728921E0,1.036799526E1
5.644999375E1,-3.486628234E-1,1.460501313E0,1.062816811E1
5.646199375E1,-3.284653425E-1,1.494604349E0,1.061227036E1
5.647199375E1,-1.958552748E-1,1.409198403E0,1.084390450E1
5.648399219E1,-2.277556211E-1,1.419512630E0,1.105681610E1
5.649399375E1,-3.827083409E-1,1.296057940E0,1.112903500E1
5.650399375E1,-3.835798204E-1,1.343319535E0,1.102082634E1
5.651599375E1,-3.967096508E-1,1.308641911E0,1.093006706E1
5.652599375E1,-6.039900780E-1,1.308785558E0,1.075106716E1
5.653599375E1,-6.465015411E-1,1.223829746E0,1.067808247E1
5.654799375E1,-5.647634268E-1,1.052768826E0,1.085800171E1
5.655799375E1,-5.217061043E-1,9.532945156E-1,1.109573650E1
5.656999219E1,-5.349987149E-1,9.561101198E-1,1.119167709E1
5.657999375E1,-5.063065886E-1,9.017042518E-1,1.109383011E1
5.658999375E1,-6.110577583E-1,7.300495505E-1,1.101921749E1
5.660199375E1,-6.291004419E-1,4.952645600E-1,1.111818504E1
5.661199375E1,-5.524859428E-1,1.979909092E-1,1.118981838E1
5.662199375E1,-3.811473250E-1,-1.325813085E-1,1.128831673E1
5.663399375E1,2.444958687E-2,-5.182297230E-1,1.116965961E1
5.664399375E1,2.508261502E-1,-6.778463721E-1,1.108307648E1
5.665399375E1,4.505408704E-1,-6.642760634E-1,1.093531513E1
5.666599375E1,5.725015402E-1,-6.655018926E-1,1.072838879E1
5.667599375E1,3.882437348E-1,-5.119473338E-1,1.060628510E1
5.668599375E1,1.494364887E-1,-4.270202219E-1,1.034057617E1
5.669799375E1,-3.245579824E-2,-2.895164490E-1,9.997947693E0
5.670799375E1,-1.981345564E-1,-1.643379927E-1,9.623982430E0
5.671999375E1,-3.189555407E-1,-6.924989074E-2,9.283621788E0
5.672999375E1,-4.009425938E-1,-9.504980594E-2,9.217523575E0
5.673999375E1,-3.653168678E-1,-1.469465196E-1,9.075661659E0
5.675199375E1,-1.158889383E-1,-2.675281167E-1,9.008270264E0
5.676199375E1,-7.649953663E-2,-3.060364425E-1,8.714875221E0
5.677199375E1,-2.008543760E-1,-3.408960402E-1,8.494130135E0
5.678399375E1,-3.548494279E-1,-3.354181051E-1,8.543651581E0
5.679399375E1,-5.647443533E-1,-3.051362336E-1,8.811006546E0
5.680399375E1,-7.626203299E-1,-2.629024982E-1,8.814224243E0
5.681599531E1,-6.658657789E-1,-2.140129060E-1,8.897379875E0
5.682800000E1,-5.577148795E-1,-2.047808468E-1,8.982220650E0
5.683999219E1,-2.921213508E-1,-2.434711605E-1,9.129541397E0
5.684999219E1,-1.214626357E-1,-2.464974374E-1,9.327273369E0
5.685999375E1,-3.817315400E-2,-2.057864219E-1,9.465591431E0
5.686999375E1,-4.259763658E-2,-1.568585187E-1,9.396178246E0
5.687999375E1,2.144247107E-2,-5.559336394E-2,9.367171288E0
5.689199375E1,-1.297274381E-1,1.629397869E-1,9.240096092E0
5.690199375E1,-2.753427625E-1,3.010181785E-1,9.066487312E0
5.691399375E1,-4.194928706E-1,3.978971541E-1,8.997103691E0
5.692399375E1,-4.488170445E-1,4.373248816E-1,8.964667320E0
5.693399375E1,-3.428784311E-1,3.645603061E-1,9.057198524E0
5.694599375E1,-1.636963636E-1,3.157856166E-1,9.100015640E0
5.695599375E1,-1.641081572E-1,3.821050227E-1,9.207755089E0
5.696799219E1,-1.108132303E-1,4.482520223E-1,9.486171722E0
5.697799375E1,-1.541291326E-1,4.867412150E-1,9.729164124E0
5.698799375E1,-1.564562917E-1,5.330833793E-1,9.777709007E0
5.699999375E1,-1.360193938E-1,5.975831747E-1,9.782851219E0
5.700999375E1,-1.419474334E-1,6.313030720E-1,9.804227829E0
5.701999375E1,-1.937388033E-1,6.267253757E-1,9.858423233E0
5.703199375E1,-2.375239581E-1,6.140169501E-1,9.800214767E0
5.704199375E1,-1.742212623E-1,6.555420160E-1,9.716944695E0
5.705399219E1,-1.492641121E-1,6.881701946E-1,9.816906929E0
5.706399688E1,-6.467217207E-2,7.560697794E-1,9.879596710E0
5.707599219E1,-1.503558643E-2,8.358253837E-1,9.751229286E0
5.708599375E1,-2.022621594E-2,9.039260745E-1,9.648488998E0
5.709599375E1,-1.322269738E-1,9.371958375E-1,9.702866554E0
5.710599375E1,-9.721416235E-2,9.596439004E-1,9.737496376E0
5.711599375E1,-1.108994186E-1,9.991195202E-1,9.612796783E0
5.712599375E1,-1.686667204E-1,1.040587068E0,9.536430359E0
5.713599375E1,-1.748725027E-1,1.036507368E0,9.486420631E0
5.714799375E1,-9.029971063E-2,1.035645485E0,9.481047630E0
5.715999375E1,-9.297163785E-2,1.057940364E0,9.476498604E0
5.717199375E1,7.532158494E-2,1.063140512E0,9.471308708E0
5.718199375E1,1.028261706E-1,1.105872154E0,9.552730560E0
5.719199375E1,8.410351723E-2,1.180149913E0,9.530962944E0
5.720399375E1,1.011693850E-1,1.207826853E0,9.736472130E0
5.721399375E1,4.646666721E-2,1.259455442E0,9.752560616E0
5.722599219E1,3.646847978E-2,1.363449931E0,9.615133286E0
5.723599375E1,9.846872836E-2,1.374472857E0,9.511367798E0
5.724599375E1,1.821317077E-1,1.337784171E0,9.606715202E0
5.725599375E1,1.826488674E-1,1.270047307E0,9.811936378E0
5.726599375E1,1.248911396E-1,1.218964696E0,1.001073170E1
5.727799375E1,1.094437465E-1,1.263209581E0,1.025541878E1
5.728999375E1,-5.037400499E-2,1.326483488E0,1.031038094E1
5.729999375E1,4.730942659E-3,1.407455444E0,1.018779755E1
5.730999375E1,9.844958037E-2,1.426542044E0,1.029861069E1
5.732199375E1,8.576031029E-2,1.418047309E0,1.033945560E1
5.733199375E1,2.307052724E-2,1.407369256E0,1.041160774E1
5.734399375E1,-2.177765779E-2,1.396681547E0,1.032953453E1
5.735399375E1,2.538811415E-2,1.370230317E0,1.026374149E1
