"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.175987375E1,-1.875000000E-1,2.343750000E1,-4.462500000E1
1.176987375E1,-4.375000000E-1,2.312500000E1,-4.450000000E1
1.178987219E1,-2.500000000E-1,2.281250000E1,-4.431250000E1
1.179987375E1,-1.250000000E-1,2.287500000E1,-4.443750000E1
1.181987219E1,0.000000000E0,2.243750000E1,-4.425000000E1
1.182987375E1,0.000000000E0,2.237500000E1,-4.431250000E1
1.183987375E1,0.000000000E0,2.231250000E1,-4.437500000E1
1.185987219E1,2.500000000E-1,2.250000000E1,-4.462500000E1
1.186987219E1,1.875000000E-1,2.275000000E1,-4.462500000E1
1.187987219E1,3.125000000E-1,2.275000000E1,-4.475000000E1
1.188987219E1,1.875000000E-1,2.275000000E1,-4.462500000E1
1.189987375E1,1.875000000E-1,2.293750000E1,-4.475000000E1
1.190987375E1,0.000000000E0,2.306250000E1,-4.481250000E1
1.192987219E1,0.000000000E0,2.312500000E1,-4.481250000E1
1.193987219E1,-6.250000000E-2,2.287500000E1,-4.475000000E1
1.194987219E1,-1.875000000E-1,2.287500000E1,-4.456250000E1
1.195987219E1,-2.500000000E-1,2.275000000E1,-4.462500000E1
1.196987375E1,-2.500000000E-1,2.275000000E1,-4.443750000E1
1.197987375E1,-1.250000000E-1,2.275000000E1,-4.437500000E1
1.198987375E1,-1.250000000E-1,2.275000000E1,-4.431250000E1
1.200987219E1,-1.250000000E-1,2.281250000E1,-4.425000000E1
1.201987219E1,-2.500000000E-1,2.256250000E1,-4.425000000E1
1.202987219E1,-1.875000000E-1,2.243750000E1,-4.425000000E1
1.203987219E1,0.000000000E0,2.237500000E1,-4.425000000E1
1.204987375E1,0.000000000E0,2.250000000E1,-4.418750000E1
1.205987375E1,0.000000000E0,2.256250000E1,-4.425000000E1
1.207987219E1,-6.250000000E-2,2.287500000E1,-4.412500000E1
1.208987375E1,-1.875000000E-1,2.281250000E1,-4.400000000E1
1.210987219E1,6.250000000E-2,2.293750000E1,-4.375000000E1
1.211987375E1,0.000000000E0,2.318750000E1,-4.381250000E1
1.212988625E1,-6.250000000E-2,2.325000000E1,-4.400000000E1
1.214987219E1,0.000000000E0,2.325000000E1,-4.375000000E1
1.215987375E1,0.000000000E0,2.318750000E1,-4.387500000E1
1.217987219E1,1.875000000E-1,2.300000000E1,-4.362500000E1
1.218987375E1,0.000000000E0,2.300000000E1,-4.368750000E1
1.219987375E1,0.000000000E0,2.293750000E1,-4.375000000E1
1.221987219E1,0.000000000E0,2.300000000E1,-4.356250000E1
1.222987219E1,0.000000000E0,2.281250000E1,-4.362500000E1
1.223987219E1,0.000000000E0,2.281250000E1,-4.381250000E1
1.224987219E1,1.250000000E-1,2.268750000E1,-4.356250000E1
1.225987375E1,0.000000000E0,2.275000000E1,-4.368750000E1
1.226987375E1,0.000000000E0,2.293750000E1,-4.393750000E1
1.228987219E1,1.875000000E-1,2.287500000E1,-4.381250000E1
1.229987375E1,1.875000000E-1,2.287500000E1,-4.368750000E1
1.231987219E1,2.500000000E-1,2.268750000E1,-4.368750000E1
1.232987375E1,3.750000000E-1,2.275000000E1,-4.350000000E1
1.233987375E1,3.750000000E-1,2.281250000E1,-4.368750000E1
1.235987219E1,3.750000000E-1,2.256250000E1,-4.356250000E1
1.236987219E1,3.125000000E-1,2.243750000E1,-4.350000000E1
1.237987219E1,2.500000000E-1,2.237500000E1,-4.356250000E1
1.238987219E1,1.875000000E-1,2.218750000E1,-4.356250000E1
1.239987375E1,1.250000000E-1,2.212500000E1,-4.356250000E1
1.240987375E1,2.500000000E-1,2.218750000E1,-4.362500000E1
1.241987375E1,6.250000000E-2,2.193750000E1,-4.387500000E1
1.243987219E1,-1.250000000E-1,2.168750000E1,-4.406250000E1
1.244987219E1,-2.500000000E-1,2.162500000E1,-4.393750000E1
1.245987219E1,0.000000000E0,2.168750000E1,-4.393750000E1
1.246987375E1,-1.875000000E-1,2.181250000E1,-4.406250000E1
1.247987375E1,-2.500000000E-1,2.193750000E1,-4.425000000E1
1.248987375E1,-3.125000000E-1,2.181250000E1,-4.412500000E1
1.250987219E1,-3.750000000E-1,2.168750000E1,-4.437500000E1
1.251987219E1,-3.750000000E-1,2.156250000E1,-4.450000000E1
1.252987219E1,-4.375000000E-1,2.162500000E1,-4.437500000E1
1.253987219E1,-3.750000000E-1,2.137500000E1,-4.456250000E1
1.254987375E1,-5.000000000E-1,2.131250000E1,-4.450000000E1
1.255987375E1,-4.375000000E-1,2.100000000E1,-4.462500000E1
1.257988312E1,-5.000000000E-1,2.100000000E1,-4.462500000E1
1.259987219E1,-6.250000000E-1,2.100000000E1,-4.443750000E1
1.260987219E1,-7.500000000E-1,2.106250000E1,-4.443750000E1
1.261987375E1,-7.500000000E-1,2.100000000E1,-4.443750000E1
1.262988625E1,-1.000000000E0,2.112500000E1,-4.437500000E1
1.264987219E1,-1.187500000E0,2.118750000E1,-4.437500000E1
1.265987219E1,-8.750000000E-1,2.112500000E1,-4.437500000E1
1.266987219E1,-7.500000000E-1,2.087500000E1,-4.425000000E1
1.267987375E1,-8.125000000E-1,2.087500000E1,-4.425000000E1
1.268987375E1,-8.750000000E-1,2.093750000E1,-4.431250000E1
1.269987375E1,-8.125000000E-1,2.068750000E1,-4.437500000E1
1.271987219E1,-7.500000000E-1,2.056250000E1,-4.443750000E1
1.272987219E1,-7.500000000E-1,2.037500000E1,-4.450000000E1
1.273987688E1,-6.875000000E-1,2.031250000E1,-4.475000000E1
1.275987219E1,-1.125000000E0,2.031250000E1,-4.481250000E1
1.276987375E1,-1.062500000E0,2.043750000E1,-4.487500000E1
1.278987219E1,-1.000000000E0,2.043750000E1,-4.481250000E1
1.279987219E1,-8.750000000E-1,2.050000000E1,-4.481250000E1
1.280987219E1,-8.125000000E-1,2.056250000E1,-4.500000000E1
1.281987219E1,-8.125000000E-1,2.050000000E1,-4.493750000E1
1.282987375E1,-8.125000000E-1,2.062500000E1,-4.487500000E1
1.283987688E1,-7.500000000E-1,2.062500000E1,-4.500000000E1
1.285987219E1,-6.250000000E-1,2.062500000E1,-4.500000000E1
1.286987219E1,-4.375000000E-1,2.056250000E1,-4.487500000E1
1.287987375E1,-2.500000000E-1,2.050000000E1,-4.500000000E1
1.289987375E1,-1.875000000E-1,2.050000000E1,-4.487500000E1
1.290987375E1,-2.500000000E-1,2.056250000E1,-4.487500000E1
1.291987375E1,-1.250000000E-1,2.056250000E1,-4.487500000E1
1.293987219E1,-1.875000000E-1,2.056250000E1,-4.462500000E1
1.294987375E1,0.000000000E0,2.075000000E1,-4.456250000E1
1.296987375E1,-3.750000000E-1,2.087500000E1,-4.456250000E1
1.297987375E1,-5.000000000E-1,2.087500000E1,-4.450000000E1
1.298987375E1,-3.750000000E-1,2.081250000E1,-4.456250000E1
1.300987219E1,-4.375000000E-1,2.112500000E1,-4.431250000E1
1.301987219E1,-4.375000000E-1,2.112500000E1,-4.450000000E1
1.302987219E1,-3.125000000E-1,2.118750000E1,-4.443750000E1
1.303987219E1,-3.750000000E-1,2.118750000E1,-4.462500000E1
1.304987375E1,-6.250000000E-2,2.131250000E1,-4.437500000E1
1.305987375E1,0.000000000E0,2.137500000E1,-4.425000000E1
1.307987219E1,1.875000000E-1,2.156250000E1,-4.400000000E1
1.308987375E1,4.375000000E-1,2.168750000E1,-4.400000000E1
1.310987219E1,8.125000000E-1,2.193750000E1,-4.381250000E1
1.311987375E1,8.125000000E-1,2.193750000E1,-4.381250000E1
1.312988625E1,9.375000000E-1,2.200000000E1,-4.375000000E1
1.314987219E1,8.750000000E-1,2.206250000E1,-4.400000000E1
1.315987219E1,6.875000000E-1,2.218750000E1,-4.412500000E1
1.316987219E1,6.250000000E-1,2.218750000E1,-4.412500000E1
1.317987219E1,6.875000000E-1,2.212500000E1,-4.418750000E1
1.318987375E1,8.125000000E-1,2.212500000E1,-4.431250000E1
1.319987375E1,7.500000000E-1,2.200000000E1,-4.425000000E1
1.321987219E1,1.000000000E0,2.206250000E1,-4.418750000E1
1.322987219E1,1.125000000E0,2.193750000E1,-4.418750000E1
1.323987219E1,1.437500000E0,2.200000000E1,-4.406250000E1
1.324987219E1,1.750000000E0,2.193750000E1,-4.393750000E1
1.325987375E1,2.000000000E0,2.200000000E1,-4.412500000E1
1.326987375E1,2.187500000E0,2.212500000E1,-4.393750000E1
1.328991594E1,2.500000000E0,2.218750000E1,-4.412500000E1
1.330987219E1,2.750000000E0,2.218750000E1,-4.406250000E1
1.331987219E1,2.937500000E0,2.218750000E1,-4.400000000E1
1.332987375E1,2.812500000E0,2.200000000E1,-4.412500000E1
1.333987375E1,2.875000000E0,2.200000000E1,-4.406250000E1
1.335987219E1,2.625000000E0,2.175000000E1,-4.393750000E1
1.336987219E1,2.437500000E0,2.175000000E1,-4.393750000E1
1.337987219E1,2.500000000E0,2.175000000E1,-4.368750000E1
1.338987219E1,2.312500000E0,2.156250000E1,-4.356250000E1
1.339987375E1,2.437500000E0,2.168750000E1,-4.343750000E1
1.340987375E1,2.375000000E0,2.162500000E1,-4.350000000E1
1.341987375E1,2.437500000E0,2.175000000E1,-4.356250000E1
1.343987219E1,2.375000000E0,2.162500000E1,-4.356250000E1
1.344987219E1,2.375000000E0,2.187500000E1,-4.356250000E1
1.345987219E1,2.500000000E0,2.168750000E1,-4.350000000E1
1.346987375E1,2.500000000E0,2.175000000E1,-4.375000000E1
1.347987375E1,2.625000000E0,2.187500000E1,-4.368750000E1
1.348987375E1,2.687500000E0,2.206250000E1,-4.368750000E1
1.350987219E1,2.687500000E0,2.206250000E1,-4.337500000E1
1.351987375E1,2.875000000E0,2.212500000E1,-4.325000000E1
1.353987219E1,3.062500000E0,2.175000000E1,-4.318750000E1
1.354987375E1,2.875000000E0,2.181250000E1,-4.306250000E1
1.355987375E1,3.125000000E0,2.162500000E1,-4.287500000E1
1.357988312E1,2.812500000E0,2.125000000E1,-4.300000000E1
1.359987219E1,2.750000000E0,2.100000000E1,-4.318750000E1
1.360987219E1,2.687500000E0,2.062500000E1,-4.331250000E1
1.361987375E1,2.687500000E0,2.056250000E1,-4.331250000E1
1.362988625E1,2.437500000E0,2.056250000E1,-4.337500000E1
1.364987219E1,2.250000000E0,2.062500000E1,-4.331250000E1
1.365987219E1,2.250000000E0,2.050000000E1,-4.331250000E1
1.366987375E1,2.375000000E0,2.062500000E1,-4.331250000E1
1.367987375E1,2.562500000E0,2.068750000E1,-4.331250000E1
1.368987375E1,2.500000000E0,2.087500000E1,-4.318750000E1
1.369987375E1,2.375000000E0,2.093750000E1,-4.318750000E1
1.371987219E1,2.250000000E0,2.087500000E1,-4.318750000E1
1.372987375E1,2.187500000E0,2.075000000E1,-4.306250000E1
1.374987219E1,2.187500000E0,2.081250000E1,-4.306250000E1
1.375987375E1,2.187500000E0,2.062500000E1,-4.306250000E1
1.376987375E1,2.000000000E0,2.081250000E1,-4.300000000E1
1.378987219E1,2.062500000E0,2.106250000E1,-4.300000000E1
1.379987219E1,2.000000000E0,2.118750000E1,-4.293750000E1
1.380987219E1,2.125000000E0,2.143750000E1,-4.312500000E1
1.381987219E1,2.312500000E0,2.156250000E1,-4.325000000E1
1.382987375E1,2.250000000E0,2.162500000E1,-4.350000000E1
1.383987375E1,2.062500000E0,2.162500000E1,-4.337500000E1
1.385987219E1,2.312500000E0,2.150000000E1,-4.375000000E1
1.386987219E1,2.562500000E0,2.137500000E1,-4.368750000E1
1.387987219E1,2.562500000E0,2.137500000E1,-4.356250000E1
1.388987219E1,2.625000000E0,2.125000000E1,-4.350000000E1
1.389987375E1,2.625000000E0,2.106250000E1,-4.337500000E1
1.390987375E1,2.437500000E0,2.106250000E1,-4.325000000E1
1.391987375E1,2.500000000E0,2.118750000E1,-4.293750000E1
1.393987219E1,2.312500000E0,2.125000000E1,-4.287500000E1
1.394987219E1,2.250000000E0,2.137500000E1,-4.268750000E1
1.395987219E1,2.125000000E0,2.156250000E1,-4.256250000E1
1.396987219E1,2.375000000E0,2.168750000E1,-4.243750000E1
1.397987375E1,2.437500000E0,2.175000000E1,-4.256250000E1
1.398987375E1,2.500000000E0,2.181250000E1,-4.256250000E1
1.400987219E1,2.562500000E0,2.187500000E1,-4.268750000E1
1.401987375E1,2.625000000E0,2.181250000E1,-4.256250000E1
1.403987219E1,2.500000000E0,2.206250000E1,-4.262500000E1
1.404987375E1,2.437500000E0,2.200000000E1,-4.262500000E1
1.405987375E1,2.187500000E0,2.206250000E1,-4.293750000E1
1.407987219E1,1.750000000E0,2.231250000E1,-4.250000000E1
1.408987375E1,1.750000000E0,2.237500000E1,-4.243750000E1
1.410987219E1,1.687500000E0,2.218750000E1,-4.250000000E1
1.411987375E1,1.562500000E0,2.218750000E1,-4.243750000E1
1.412988625E1,1.437500000E0,2.193750000E1,-4.243750000E1
1.414987219E1,1.312500000E0,2.168750000E1,-4.231250000E1
1.415987375E1,1.312500000E0,2.181250000E1,-4.243750000E1
1.416987375E1,1.625000000E0,2.156250000E1,-4.268750000E1
1.418987375E1,1.437500000E0,2.150000000E1,-4.256250000E1
1.419987375E1,1.250000000E0,2.162500000E1,-4.237500000E1
1.421987219E1,1.250000000E0,2.187500000E1,-4.256250000E1
1.422987375E1,1.125000000E0,2.212500000E1,-4.250000000E1
1.424987219E1,1.062500000E0,2.212500000E1,-4.243750000E1
1.425987375E1,9.375000000E-1,2.218750000E1,-4.231250000E1
1.426987375E1,1.062500000E0,2.218750000E1,-4.231250000E1
1.428987219E1,8.750000000E-1,2.231250000E1,-4.237500000E1
1.429987219E1,1.000000000E0,2.218750000E1,-4.243750000E1
1.430987219E1,1.125000000E0,2.206250000E1,-4.243750000E1
1.431987219E1,1.125000000E0,2.200000000E1,-4.268750000E1
1.432987375E1,1.000000000E0,2.200000000E1,-4.268750000E1
1.433987375E1,8.125000000E-1,2.200000000E1,-4.268750000E1
1.435987219E1,5.625000000E-1,2.200000000E1,-4.268750000E1
1.436987219E1,6.250000000E-1,2.206250000E1,-4.275000000E1
1.437987219E1,8.750000000E-1,2.193750000E1,-4.281250000E1
1.438987375E1,6.875000000E-1,2.206250000E1,-4.268750000E1
1.439987375E1,5.625000000E-1,2.225000000E1,-4.256250000E1
1.440987375E1,6.250000000E-1,2.225000000E1,-4.237500000E1
1.441987375E1,5.625000000E-1,2.237500000E1,-4.243750000E1
1.443987219E1,8.750000000E-1,2.250000000E1,-4.256250000E1
1.444987375E1,1.062500000E0,2.250000000E1,-4.262500000E1
1.446987219E1,1.187500000E0,2.256250000E1,-4.256250000E1
1.447987375E1,1.250000000E0,2.250000000E1,-4.256250000E1
1.448987375E1,1.500000000E0,2.250000000E1,-4.250000000E1
1.450987219E1,1.375000000E0,2.243750000E1,-4.231250000E1
1.451987219E1,1.187500000E0,2.225000000E1,-4.237500000E1
1.452987219E1,1.375000000E0,2.218750000E1,-4.218750000E1
1.453987219E1,1.062500000E0,2.200000000E1,-4.225000000E1
1.454987375E1,1.187500000E0,2.200000000E1,-4.206250000E1
1.455987375E1,1.062500000E0,2.200000000E1,-4.206250000E1
1.457988312E1,1.000000000E0,2.175000000E1,-4.218750000E1
1.459987219E1,1.062500000E0,2.168750000E1,-4.212500000E1
1.460987219E1,1.187500000E0,2.181250000E1,-4.206250000E1
1.461987375E1,1.125000000E0,2.181250000E1,-4.218750000E1
1.462988625E1,1.437500000E0,2.168750000E1,-4.206250000E1
1.464987219E1,1.500000000E0,2.200000000E1,-4.212500000E1
1.465987375E1,1.375000000E0,2.200000000E1,-4.212500000E1
1.467987375E1,1.625000000E0,2.206250000E1,-4.225000000E1
1.468987375E1,1.875000000E0,2.212500000E1,-4.218750000E1
1.469987375E1,1.750000000E0,2.212500000E1,-4.212500000E1
1.471987219E1,1.750000000E0,2.250000000E1,-4.200000000E1
1.472987375E1,1.812500000E0,2.243750000E1,-4.187500000E1
1.474987219E1,2.375000000E0,2.237500000E1,-4.218750000E1
1.475987375E1,2.375000000E0,2.231250000E1,-4.225000000E1
1.476987375E1,2.187500000E0,2.256250000E1,-4.212500000E1
1.478987219E1,2.437500000E0,2.268750000E1,-4.212500000E1
1.479987219E1,2.500000000E0,2.256250000E1,-4.206250000E1
1.480987219E1,2.562500000E0,2.275000000E1,-4.212500000E1
1.481987219E1,2.562500000E0,2.281250000E1,-4.218750000E1
1.482987375E1,2.750000000E0,2.281250000E1,-4.193750000E1
1.483987375E1,2.437500000E0,2.293750000E1,-4.181250000E1
1.484987375E1,2.500000000E0,2.318750000E1,-4.156250000E1
1.486987219E1,2.687500000E0,2.287500000E1,-4.143750000E1
1.487987219E1,2.875000000E0,2.300000000E1,-4.137500000E1
1.488987219E1,2.687500000E0,2.306250000E1,-4.131250000E1
1.489987375E1,2.812500000E0,2.306250000E1,-4.118750000E1
1.490987375E1,2.812500000E0,2.300000000E1,-4.106250000E1
1.491987375E1,2.687500000E0,2.287500000E1,-4.112500000E1
1.493987219E1,2.875000000E0,2.293750000E1,-4.112500000E1
1.494987219E1,2.812500000E0,2.312500000E1,-4.118750000E1
1.495987219E1,3.000000000E0,2.325000000E1,-4.106250000E1
1.496987219E1,2.812500000E0,2.318750000E1,-4.125000000E1
1.497987375E1,2.750000000E0,2.312500000E1,-4.125000000E1
1.498987375E1,2.812500000E0,2.300000000E1,-4.131250000E1
1.500987219E1,3.125000000E0,2.281250000E1,-4.143750000E1
1.501987219E1,2.937500000E0,2.275000000E1,-4.150000000E1
1.502987219E1,3.000000000E0,2.275000000E1,-4.143750000E1
1.503987219E1,2.875000000E0,2.262500000E1,-4.131250000E1
1.504987375E1,2.875000000E0,2.237500000E1,-4.143750000E1
1.506987219E1,2.750000000E0,2.225000000E1,-4.150000000E1
1.507987219E1,2.812500000E0,2.231250000E1,-4.143750000E1
1.508987375E1,2.750000000E0,2.237500000E1,-4.150000000E1
1.510987219E1,2.625000000E0,2.243750000E1,-4.156250000E1
1.511987375E1,2.625000000E0,2.250000000E1,-4.168750000E1
1.512988625E1,2.750000000E0,2.256250000E1,-4.193750000E1
1.514987219E1,2.875000000E0,2.262500000E1,-4.175000000E1
1.515987219E1,2.812500000E0,2.262500000E1,-4.181250000E1
1.516987219E1,2.812500000E0,2.225000000E1,-4.200000000E1
1.517987219E1,2.812500000E0,2.200000000E1,-4.193750000E1
1.518987375E1,2.875000000E0,2.181250000E1,-4.193750000E1
1.519987375E1,3.125000000E0,2.181250000E1,-4.212500000E1
1.521987219E1,3.125000000E0,2.137500000E1,-4.200000000E1
1.522987375E1,3.187500000E0,2.131250000E1,-4.206250000E1
1.524987219E1,3.437500000E0,2.118750000E1,-4.218750000E1
1.525987375E1,3.375000000E0,2.137500000E1,-4.225000000E1
1.526987375E1,3.187500000E0,2.143750000E1,-4.218750000E1
1.528987219E1,3.000000000E0,2.143750000E1,-4.218750000E1
1.529987219E1,3.187500000E0,2.150000000E1,-4.231250000E1
1.530987219E1,3.250000000E0,2.156250000E1,-4.218750000E1
1.531987219E1,3.125000000E0,2.150000000E1,-4.218750000E1
1.532987375E1,3.125000000E0,2.156250000E1,-4.218750000E1
1.533987375E1,3.312500000E0,2.150000000E1,-4.200000000E1
1.534987375E1,3.500000000E0,2.137500000E1,-4.175000000E1
1.536987219E1,3.812500000E0,2.143750000E1,-4.168750000E1
1.537987375E1,4.000000000E0,2.143750000E1,-4.168750000E1
1.539987375E1,3.937500000E0,2.143750000E1,-4.181250000E1
1.540987375E1,4.000000000E0,2.150000000E1,-4.181250000E1
1.541987375E1,3.937500000E0,2.156250000E1,-4.175000000E1
1.543987219E1,3.812500000E0,2.181250000E1,-4.212500000E1
1.544987375E1,3.937500000E0,2.187500000E1,-4.218750000E1
1.546987219E1,3.875000000E0,2.212500000E1,-4.218750000E1
1.547987375E1,3.875000000E0,2.225000000E1,-4.225000000E1
1.548987375E1,3.875000000E0,2.237500000E1,-4.212500000E1
1.550987375E1,3.687500000E0,2.206250000E1,-4.218750000E1
1.552987375E1,3.312500000E0,2.237500000E1,-4.193750000E1
1.553987375E1,3.250000000E0,2.237500000E1,-4.187500000E1
1.554987375E1,3.250000000E0,2.237500000E1,-4.206250000E1
1.555987375E1,3.187500000E0,2.212500000E1,-4.206250000E1
1.557988312E1,3.312500000E0,2.218750000E1,-4.181250000E1
1.559987375E1,3.500000000E0,2.243750000E1,-4.162500000E1
1.560987375E1,3.500000000E0,2.243750000E1,-4.162500000E1
1.561987375E1,3.500000000E0,2.243750000E1,-4.162500000E1
1.562988781E1,3.562500000E0,2.243750000E1,-4.143750000E1
1.564987375E1,3.812500000E0,2.268750000E1,-4.125000000E1
1.565987375E1,3.625000000E0,2.268750000E1,-4.137500000E1
1.567987219E1,3.562500000E0,2.275000000E1,-4.137500000E1
1.568987375E1,3.687500000E0,2.281250000E1,-4.125000000E1
1.569987375E1,3.875000000E0,2.287500000E1,-4.143750000E1
1.571987219E1,3.750000000E0,2.281250000E1,-4.150000000E1
1.572987219E1,3.687500000E0,2.293750000E1,-4.156250000E1
1.573987219E1,3.625000000E0,2.275000000E1,-4.168750000E1
1.574987375E1,3.687500000E0,2.256250000E1,-4.156250000E1
1.575987375E1,3.500000000E0,2.237500000E1,-4.175000000E1
1.576987375E1,3.750000000E0,2.237500000E1,-4.187500000E1
1.578987219E1,3.750000000E0,2.243750000E1,-4.181250000E1
1.579987375E1,3.812500000E0,2.256250000E1,-4.175000000E1
1.581987219E1,3.937500000E0,2.218750000E1,-4.162500000E1
1.582987375E1,4.125000000E0,2.237500000E1,-4.143750000E1
1.583987375E1,4.062500000E0,2.231250000E1,-4.156250000E1
1.584987375E1,4.062500000E0,2.231250000E1,-4.137500000E1
1.585987375E1,3.812500000E0,2.231250000E1,-4.131250000E1
1.587987219E1,3.750000000E0,2.212500000E1,-4.131250000E1
1.588987219E1,3.625000000E0,2.206250000E1,-4.143750000E1
1.589987375E1,3.500000000E0,2.231250000E1,-4.168750000E1
1.590987375E1,3.312500000E0,2.237500000E1,-4.168750000E1
1.591987375E1,3.375000000E0,2.243750000E1,-4.181250000E1
1.593987219E1,3.375000000E0,2.231250000E1,-4.181250000E1
1.594987375E1,3.312500000E0,2.212500000E1,-4.181250000E1
1.596987219E1,3.125000000E0,2.206250000E1,-4.181250000E1
1.597987375E1,3.062500000E0,2.200000000E1,-4.181250000E1
1.598987375E1,3.000000000E0,2.168750000E1,-4.175000000E1
1.600987219E1,2.687500000E0,2.137500000E1,-4.175000000E1
1.601987219E1,2.562500000E0,2.150000000E1,-4.181250000E1
1.602987219E1,2.500000000E0,2.143750000E1,-4.193750000E1
1.603987219E1,2.562500000E0,2.156250000E1,-4.193750000E1
1.604987375E1,2.625000000E0,2.150000000E1,-4.206250000E1
1.605987375E1,2.687500000E0,2.150000000E1,-4.225000000E1
1.607987219E1,2.625000000E0,2.193750000E1,-4.193750000E1
1.608987375E1,2.562500000E0,2.193750000E1,-4.181250000E1
1.610987219E1,2.812500000E0,2.200000000E1,-4.162500000E1
1.611987375E1,2.812500000E0,2.218750000E1,-4.156250000E1
1.612988625E1,3.000000000E0,2.212500000E1,-4.156250000E1
1.614987219E1,3.125000000E0,2.206250000E1,-4.150000000E1
1.615987219E1,3.250000000E0,2.218750000E1,-4.143750000E1
1.616987219E1,3.187500000E0,2.212500000E1,-4.162500000E1
1.617987219E1,3.187500000E0,2.212500000E1,-4.187500000E1
1.618987375E1,3.312500000E0,2.206250000E1,-4.206250000E1
1.619987375E1,3.312500000E0,2.206250000E1,-4.218750000E1
1.620987375E1,3.375000000E0,2.193750000E1,-4.212500000E1
1.622987219E1,3.125000000E0,2.212500000E1,-4.187500000E1
1.623987219E1,3.187500000E0,2.206250000E1,-4.168750000E1
1.624987219E1,3.062500000E0,2.200000000E1,-4.168750000E1
1.625987375E1,3.312500000E0,2.200000000E1,-4.168750000E1
1.626987375E1,3.437500000E0,2.206250000E1,-4.168750000E1
1.628987219E1,3.437500000E0,2.200000000E1,-4.143750000E1
1.629987219E1,3.500000000E0,2.206250000E1,-4.137500000E1
1.630987219E1,3.687500000E0,2.218750000E1,-4.125000000E1
1.631987219E1,3.875000000E0,2.225000000E1,-4.131250000E1
1.632987375E1,3.937500000E0,2.237500000E1,-4.125000000E1
1.633987375E1,4.187500000E0,2.237500000E1,-4.106250000E1
1.634987375E1,4.187500000E0,2.256250000E1,-4.106250000E1
1.636987219E1,4.187500000E0,2.268750000E1,-4.131250000E1
1.637987375E1,4.187500000E0,2.268750000E1,-4.118750000E1
1.639987375E1,4.062500000E0,2.268750000E1,-4.143750000E1
1.640987375E1,3.875000000E0,2.262500000E1,-4.137500000E1
1.641987375E1,3.875000000E0,2.275000000E1,-4.143750000E1
1.643987219E1,3.750000000E0,2.275000000E1,-4.162500000E1
1.644987375E1,3.437500000E0,2.256250000E1,-4.137500000E1
1.646987219E1,3.812500000E0,2.293750000E1,-4.112500000E1
1.647987375E1,3.875000000E0,2.281250000E1,-4.087500000E1
1.648987375E1,4.250000000E0,2.287500000E1,-4.081250000E1
1.650987219E1,4.625000000E0,2.275000000E1,-4.100000000E1
1.651987375E1,4.812500000E0,2.275000000E1,-4.081250000E1
1.653987219E1,5.187500000E0,2.281250000E1,-4.081250000E1
1.654987375E1,5.062500000E0,2.293750000E1,-4.112500000E1
1.655987375E1,5.000000000E0,2.281250000E1,-4.118750000E1
1.657988313E1,4.625000000E0,2.287500000E1,-4.125000000E1
1.659987219E1,4.187500000E0,2.281250000E1,-4.100000000E1
1.660987219E1,4.250000000E0,2.275000000E1,-4.100000000E1
1.661987375E1,4.187500000E0,2.262500000E1,-4.075000000E1
1.662988625E1,4.062500000E0,2.262500000E1,-4.062500000E1
1.664987219E1,4.250000000E0,2.281250000E1,-4.025000000E1
1.665987375E1,4.125000000E0,2.281250000E1,-4.025000000E1
1.667987219E1,4.187500000E0,2.287500000E1,-4.025000000E1
1.668987375E1,4.312500000E0,2.281250000E1,-4.025000000E1
1.669987375E1,4.437500000E0,2.268750000E1,-4.043750000E1
1.670987375E1,4.375000000E0,2.262500000E1,-4.056250000E1
1.672987219E1,4.312500000E0,2.237500000E1,-4.081250000E1
1.673987375E1,4.500000000E0,2.200000000E1,-4.081250000E1
1.675987375E1,4.812500000E0,2.156250000E1,-4.087500000E1
1.676987375E1,4.687500000E0,2.162500000E1,-4.087500000E1
1.678987219E1,4.812500000E0,2.175000000E1,-4.081250000E1
1.679987219E1,4.812500000E0,2.181250000E1,-4.093750000E1
1.680987219E1,4.937500000E0,2.200000000E1,-4.100000000E1
1.681987219E1,5.125000000E0,2.212500000E1,-4.081250000E1
1.682987375E1,5.375000000E0,2.237500000E1,-4.087500000E1
1.683987375E1,5.312500000E0,2.275000000E1,-4.093750000E1
1.684987375E1,5.250000000E0,2.293750000E1,-4.081250000E1
1.686987219E1,5.437500000E0,2.287500000E1,-4.087500000E1
1.687987219E1,5.500000000E0,2.287500000E1,-4.081250000E1
1.688987219E1,5.562500000E0,2.268750000E1,-4.068750000E1
1.689987219E1,5.750000000E0,2.256250000E1,-4.068750000E1
1.690987219E1,5.687500000E0,2.237500000E1,-4.081250000E1
1.691987375E1,5.500000000E0,2.231250000E1,-4.068750000E1
1.693987219E1,6.000000000E0,2.206250000E1,-4.062500000E1
1.694987375E1,6.312500000E0,2.200000000E1,-4.056250000E1
1.696987219E1,6.437500000E0,2.181250000E1,-4.037500000E1
1.697987375E1,6.562500000E0,2.193750000E1,-4.050000000E1
1.698987375E1,6.500000000E0,2.187500000E1,-4.037500000E1
1.700987219E1,6.625000000E0,2.187500000E1,-4.056250000E1
1.701987219E1,6.625000000E0,2.175000000E1,-4.075000000E1
1.702987219E1,6.562500000E0,2.162500000E1,-4.081250000E1
1.703987219E1,6.375000000E0,2.168750000E1,-4.093750000E1
