"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.402987219E1,-1.331250000E1,-2.662500000E1,-4.300000000E1
5.403987219E1,-1.293750000E1,-2.687500000E1,-4.293750000E1
5.404987219E1,-1.262500000E1,-2.700000000E1,-4.287500000E1
5.405987219E1,-1.225000000E1,-2.712500000E1,-4.306250000E1
5.406987375E1,-1.225000000E1,-2.725000000E1,-4.287500000E1
5.407987375E1,-1.200000000E1,-2.756250000E1,-4.306250000E1
5.408987375E1,-1.175000000E1,-2.787500000E1,-4.306250000E1
5.410987375E1,-1.112500000E1,-2.825000000E1,-4.287500000E1
5.412988625E1,-1.062500000E1,-2.825000000E1,-4.268750000E1
5.414987375E1,-9.937500000E0,-2.850000000E1,-4.262500000E1
5.416987375E1,-9.437500000E0,-2.862500000E1,-4.250000000E1
5.418987375E1,-9.062500000E0,-2.887500000E1,-4.262500000E1
5.420987375E1,-8.562500000E0,-2.912500000E1,-4.250000000E1
5.421987375E1,-8.437500000E0,-2.912500000E1,-4.262500000E1
5.423987219E1,-8.062500000E0,-2.925000000E1,-4.262500000E1
5.424987375E1,-7.875000000E0,-2.925000000E1,-4.268750000E1
5.425987375E1,-7.375000000E0,-2.937500000E1,-4.287500000E1
5.427987375E1,-7.000000000E0,-2.956250000E1,-4.293750000E1
5.428987375E1,-6.812500000E0,-2.968750000E1,-4.306250000E1
5.430987219E1,-6.125000000E0,-2.956250000E1,-4.306250000E1
5.431987219E1,-5.812500000E0,-2.962500000E1,-4.306250000E1
5.432987219E1,-5.562500000E0,-2.962500000E1,-4.293750000E1
5.433987219E1,-5.375000000E0,-2.987500000E1,-4.300000000E1
5.434987375E1,-5.187500000E0,-3.000000000E1,-4.268750000E1
5.435987375E1,-4.812500000E0,-3.012500000E1,-4.281250000E1
5.437987219E1,-4.562500000E0,-2.993750000E1,-4.281250000E1
5.438987219E1,-4.562500000E0,-2.993750000E1,-4.268750000E1
5.439987375E1,-4.437500000E0,-3.012500000E1,-4.275000000E1
5.441987375E1,-4.312500000E0,-3.006250000E1,-4.262500000E1
5.442987375E1,-4.125000000E0,-2.993750000E1,-4.262500000E1
5.443987375E1,-4.125000000E0,-2.981250000E1,-4.287500000E1
5.445987219E1,-4.000000000E0,-2.956250000E1,-4.287500000E1
5.446987375E1,-3.937500000E0,-2.943750000E1,-4.312500000E1
5.448987375E1,-3.875000000E0,-2.950000000E1,-4.325000000E1
5.449987375E1,-3.500000000E0,-2.925000000E1,-4.343750000E1
5.450987375E1,-3.375000000E0,-2.931250000E1,-4.350000000E1
5.452987219E1,-3.250000000E0,-2.918750000E1,-4.343750000E1
5.453987219E1,-3.187500000E0,-2.912500000E1,-4.331250000E1
5.454987219E1,-3.250000000E0,-2.918750000E1,-4.331250000E1
5.455987219E1,-2.937500000E0,-2.906250000E1,-4.331250000E1
5.456987375E1,-2.812500000E0,-2.912500000E1,-4.356250000E1
5.457988312E1,-2.687500000E0,-2.900000000E1,-4.362500000E1
5.459987219E1,-2.875000000E0,-2.925000000E1,-4.343750000E1
5.460987219E1,-2.875000000E0,-2.937500000E1,-4.350000000E1
5.461987219E1,-2.937500000E0,-2.937500000E1,-4.350000000E1
5.462988625E1,-2.812500000E0,-2.956250000E1,-4.356250000E1
5.464987375E1,-2.750000000E0,-2.975000000E1,-4.362500000E1
5.466987219E1,-2.750000000E0,-2.993750000E1,-4.343750000E1
5.467987375E1,-2.687500000E0,-2.993750000E1,-4.343750000E1
5.468987375E1,-2.625000000E0,-3.006250000E1,-4.356250000E1
5.470987375E1,-2.187500000E0,-3.000000000E1,-4.356250000E1
5.471987375E1,-2.062500000E0,-3.006250000E1,-4.356250000E1
5.473987219E1,-2.187500000E0,-3.000000000E1,-4.331250000E1
5.474987375E1,-2.250000000E0,-3.006250000E1,-4.325000000E1
5.475987375E1,-2.312500000E0,-3.006250000E1,-4.350000000E1
5.477987375E1,-2.562500000E0,-2.981250000E1,-4.362500000E1
5.478987375E1,-2.687500000E0,-2.987500000E1,-4.368750000E1
5.480987219E1,-2.875000000E0,-2.968750000E1,-4.356250000E1
5.481987219E1,-2.937500000E0,-2.956250000E1,-4.362500000E1
5.482987219E1,-2.937500000E0,-2.962500000E1,-4.375000000E1
5.483987219E1,-2.750000000E0,-2.956250000E1,-4.381250000E1
5.484987375E1,-2.750000000E0,-2.937500000E1,-4.337500000E1
5.485987375E1,-2.625000000E0,-2.925000000E1,-4.337500000E1
5.487987219E1,-2.187500000E0,-2.937500000E1,-4.325000000E1
5.488987219E1,-2.125000000E0,-2.937500000E1,-4.337500000E1
5.489987219E1,-2.000000000E0,-2.943750000E1,-4.325000000E1
5.490987219E1,-2.000000000E0,-2.943750000E1,-4.325000000E1
5.491987375E1,-2.000000000E0,-2.950000000E1,-4.312500000E1
5.492987375E1,-2.062500000E0,-2.950000000E1,-4.312500000E1
5.493987375E1,-2.062500000E0,-2.962500000E1,-4.318750000E1
5.495987219E1,-2.437500000E0,-2.975000000E1,-4.306250000E1
5.496987375E1,-2.500000000E0,-2.962500000E1,-4.306250000E1
5.497988312E1,-2.562500000E0,-2.981250000E1,-4.281250000E1
5.499987375E1,-2.812500000E0,-3.000000000E1,-4.281250000E1
5.500987375E1,-2.625000000E0,-2.993750000E1,-4.293750000E1
5.502987219E1,-2.687500000E0,-3.000000000E1,-4.268750000E1
5.503987375E1,-2.687500000E0,-3.012500000E1,-4.256250000E1
5.505987219E1,-2.562500000E0,-3.012500000E1,-4.256250000E1
5.506987375E1,-2.625000000E0,-3.000000000E1,-4.250000000E1
5.507987375E1,-2.625000000E0,-3.000000000E1,-4.256250000E1
5.508987375E1,-2.625000000E0,-2.987500000E1,-4.262500000E1
5.510987375E1,-2.687500000E0,-3.006250000E1,-4.268750000E1
5.512988625E1,-2.750000000E0,-3.006250000E1,-4.262500000E1
5.514987375E1,-2.812500000E0,-3.006250000E1,-4.268750000E1
5.516987219E1,-2.812500000E0,-3.000000000E1,-4.256250000E1
5.517987375E1,-2.875000000E0,-3.000000000E1,-4.268750000E1
5.519987219E1,-3.250000000E0,-2.993750000E1,-4.262500000E1
5.520987375E1,-3.250000000E0,-3.006250000E1,-4.262500000E1
5.521987375E1,-3.375000000E0,-2.987500000E1,-4.262500000E1
5.523987219E1,-3.437500000E0,-2.981250000E1,-4.287500000E1
5.524987375E1,-3.375000000E0,-2.975000000E1,-4.300000000E1
5.526987219E1,-3.312500000E0,-2.987500000E1,-4.312500000E1
5.527987375E1,-3.312500000E0,-2.981250000E1,-4.312500000E1
5.528987375E1,-3.312500000E0,-2.968750000E1,-4.325000000E1
5.530987219E1,-3.187500000E0,-2.931250000E1,-4.337500000E1
5.531987219E1,-3.062500000E0,-2.943750000E1,-4.318750000E1
5.532987219E1,-3.000000000E0,-2.943750000E1,-4.293750000E1
5.533987219E1,-3.125000000E0,-2.950000000E1,-4.312500000E1
5.534987375E1,-3.125000000E0,-2.925000000E1,-4.312500000E1
5.535987375E1,-3.000000000E0,-2.918750000E1,-4.318750000E1
5.537987219E1,-2.875000000E0,-2.937500000E1,-4.318750000E1
5.538987219E1,-2.875000000E0,-2.931250000E1,-4.306250000E1
5.539987375E1,-2.937500000E0,-2.956250000E1,-4.325000000E1
5.541987375E1,-3.125000000E0,-2.981250000E1,-4.343750000E1
5.542987375E1,-3.062500000E0,-3.000000000E1,-4.343750000E1
5.543987375E1,-2.937500000E0,-3.018750000E1,-4.343750000E1
5.545987219E1,-2.750000000E0,-3.050000000E1,-4.306250000E1
5.546987219E1,-2.562500000E0,-3.043750000E1,-4.312500000E1
5.547987219E1,-2.375000000E0,-3.081250000E1,-4.331250000E1
5.548987219E1,-2.312500000E0,-3.068750000E1,-4.325000000E1
5.549987375E1,-2.125000000E0,-3.050000000E1,-4.331250000E1
5.551987219E1,-1.625000000E0,-3.018750000E1,-4.325000000E1
5.552987219E1,-1.500000000E0,-3.025000000E1,-4.331250000E1
5.553987219E1,-1.312500000E0,-2.993750000E1,-4.350000000E1
5.554987219E1,-1.125000000E0,-2.987500000E1,-4.362500000E1
5.555987219E1,-1.125000000E0,-2.981250000E1,-4.356250000E1
5.556987375E1,-1.250000000E0,-2.962500000E1,-4.356250000E1
5.557988312E1,-1.125000000E0,-2.956250000E1,-4.362500000E1
5.559987219E1,-1.000000000E0,-2.956250000E1,-4.356250000E1
5.560987219E1,-8.750000000E-1,-2.962500000E1,-4.362500000E1
5.561987219E1,-6.875000000E-1,-2.943750000E1,-4.350000000E1
5.562988625E1,-5.000000000E-1,-2.981250000E1,-4.331250000E1
5.564987375E1,-3.125000000E-1,-2.981250000E1,-4.343750000E1
5.566987219E1,6.250000000E-2,-3.012500000E1,-4.331250000E1
5.567987375E1,1.875000000E-1,-3.031250000E1,-4.331250000E1
5.568987375E1,3.125000000E-1,-3.031250000E1,-4.331250000E1
5.570987375E1,2.500000000E-1,-3.043750000E1,-4.337500000E1
5.571987375E1,2.500000000E-1,-3.031250000E1,-4.350000000E1
5.573987219E1,5.625000000E-1,-3.037500000E1,-4.337500000E1
5.574987219E1,6.875000000E-1,-3.050000000E1,-4.343750000E1
5.575987219E1,6.875000000E-1,-3.037500000E1,-4.343750000E1
5.576987219E1,8.125000000E-1,-3.031250000E1,-4.325000000E1
5.577987375E1,8.750000000E-1,-3.037500000E1,-4.318750000E1
5.578987375E1,1.000000000E0,-3.031250000E1,-4.318750000E1
5.580987219E1,1.437500000E0,-3.043750000E1,-4.293750000E1
5.581987219E1,1.750000000E0,-3.056250000E1,-4.281250000E1
5.582987219E1,2.000000000E0,-3.025000000E1,-4.281250000E1
5.583987219E1,2.312500000E0,-3.031250000E1,-4.256250000E1
5.584987375E1,2.687500000E0,-3.031250000E1,-4.262500000E1
5.585987375E1,2.937500000E0,-3.050000000E1,-4.268750000E1
5.586987375E1,3.187500000E0,-3.056250000E1,-4.262500000E1
5.588987219E1,3.687500000E0,-3.056250000E1,-4.262500000E1
5.589987219E1,3.750000000E0,-3.056250000E1,-4.243750000E1
5.590987219E1,3.625000000E0,-3.031250000E1,-4.262500000E1
5.591987375E1,3.562500000E0,-3.050000000E1,-4.262500000E1
5.592987375E1,3.500000000E0,-3.037500000E1,-4.287500000E1
5.593987375E1,3.437500000E0,-3.037500000E1,-4.256250000E1
5.595987219E1,3.437500000E0,-3.012500000E1,-4.262500000E1
