"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.570547375E1,-6.091199070E-2,-5.146975815E-2,1.364847422E-1
2.571747375E1,-7.150614262E-2,-2.672099136E-2,1.237787530E-1
2.572747375E1,-8.258897811E-2,-1.326450263E-3,1.202357337E-1
2.573947219E1,-9.203121066E-2,2.129301662E-3,1.221904978E-1
2.574947375E1,-9.203121066E-2,3.263765713E-3,1.154011711E-1
2.575947375E1,-9.295623749E-2,-1.867502346E-3,1.000073627E-1
2.577147375E1,-9.499827027E-2,-7.853982039E-3,8.337438107E-2
2.578147375E1,-9.939649701E-2,-3.316125600E-3,7.278022915E-2
2.579147375E1,-1.108458638E-1,-1.850049011E-3,6.119124219E-2
2.580347375E1,-1.335176826E-1,5.061454722E-4,5.396557972E-2
2.581347375E1,-1.543045640E-1,-2.066469751E-2,5.279621109E-2
2.582547219E1,-1.678134054E-1,-3.380702808E-2,5.162683874E-2
2.583547375E1,-1.675341576E-1,-4.572762549E-2,4.537856206E-2
2.584547375E1,-1.568352878E-1,-6.073745713E-2,3.576179594E-2
2.585747375E1,-1.282991469E-1,-7.857472450E-2,1.474803220E-2
2.586747375E1,-9.231046587E-2,-8.112290502E-2,-4.345869645E-3
2.587747375E1,-5.808455870E-2,-8.180358261E-2,-2.055997774E-2
2.588747375E1,-3.338814899E-2,-6.590363383E-2,-3.892084211E-2
2.589747375E1,-2.446951531E-2,-4.769985005E-2,-4.321435094E-2
2.590747375E1,-3.628539667E-2,-2.951351739E-2,-4.166100919E-2
2.591947219E1,-7.037167251E-2,-1.277581044E-2,-3.185226023E-2
2.592947375E1,-1.058367640E-1,-1.034980267E-2,-2.420771681E-2
2.594147219E1,-1.277930140E-1,-2.314306609E-2,-1.371828746E-2
2.595147219E1,-1.249481216E-1,-2.717477642E-2,-1.893682219E-2
2.596147375E1,-1.159771308E-1,-2.825688012E-2,-2.708750963E-2
2.597347219E1,-9.112364054E-2,-4.286528751E-2,-3.228859231E-2
2.598347219E1,-7.257079333E-2,-4.902629927E-2,-5.138249323E-2
2.599347219E1,-5.707226694E-2,-4.757767543E-2,-7.257079333E-2
2.600347219E1,-4.654793069E-2,-4.691445082E-2,-9.019861370E-2
2.601347219E1,-4.328416660E-2,-4.497713596E-2,-1.052608043E-1
2.602347375E1,-5.342452973E-2,-5.167919770E-2,-1.102524474E-1
2.603347375E1,-6.927211583E-2,-5.770058557E-2,-1.108458638E-1
2.604547375E1,-5.820672959E-2,-6.195918843E-2,-1.253320873E-1
2.605547375E1,-4.218460619E-2,-6.164502725E-2,-1.411971301E-1
2.606747219E1,-3.221877664E-2,-5.640904233E-2,-1.424363256E-1
2.607747375E1,-1.499237865E-2,-4.647811875E-2,-1.416858286E-1
2.608747375E1,5.166174378E-3,-2.729694918E-2,-1.454731971E-1
2.609747375E1,2.809980186E-3,-1.050688233E-2,-1.340238303E-1
2.610947375E1,-1.418952644E-2,5.585053470E-3,-1.064476296E-1
2.611947375E1,-2.731440216E-2,1.923352852E-2,-8.944812417E-2
2.613147375E1,-3.385938704E-2,1.884955540E-2,-8.213519305E-2
2.614347219E1,-1.642354764E-2,1.113520097E-2,-1.072330326E-1
2.615347219E1,5.567600485E-3,-3.996803891E-3,-1.501506716E-1
2.616347375E1,3.354522958E-2,-1.239183731E-2,-1.868724078E-1
2.617347375E1,6.356488913E-2,-1.150172018E-2,-2.068215162E-1
2.618547375E1,9.875072539E-2,-4.450589418E-3,-2.396686077E-1
2.619547375E1,1.008102149E-1,-3.926991019E-3,-2.532298267E-1
2.620547375E1,7.145377994E-2,-5.044001620E-3,-2.622880936E-1
2.621747375E1,2.443460934E-2,-2.836159989E-2,-2.779262364E-1
2.622747375E1,-5.794493016E-3,-5.794493109E-2,-2.845061123E-1
2.623747375E1,-3.255039081E-2,-8.272860944E-2,-2.955017090E-1
2.624947375E1,-4.537856206E-2,-6.188937649E-2,-2.849599123E-1
2.625951594E1,-4.899139330E-2,-2.527236752E-2,-2.561619878E-1
2.627147219E1,-3.741985932E-2,2.933898382E-2,-2.451140434E-1
2.628147375E1,-3.824016452E-2,4.633849114E-2,-2.446253449E-1
2.629147375E1,-6.506587565E-2,2.412045002E-2,-2.510656118E-1
2.630347375E1,-8.489281684E-2,-2.069960535E-2,-2.683443725E-1
2.631347375E1,-7.497934252E-2,-4.511675984E-2,-2.798984647E-1
2.632547219E1,-3.036872856E-2,-6.297148019E-2,-2.873684466E-1
2.633547375E1,1.780235767E-2,-6.038839370E-2,-3.001617193E-1
2.634547375E1,5.523966998E-2,-4.188790172E-2,-3.025353849E-1
2.635747375E1,9.136798233E-2,-9.215338156E-3,-2.993065119E-1
2.636747375E1,1.163785532E-1,3.419100121E-2,-2.974041104E-1
2.637747375E1,1.528035700E-1,8.627162129E-2,-2.923251987E-1
2.638947375E1,1.884955615E-1,1.307251602E-1,-2.783625722E-1
2.639947375E1,1.813047975E-1,1.192758009E-1,-2.642253935E-1
2.641147219E1,1.729272157E-1,8.897688240E-2,-2.553765774E-1
2.642147375E1,1.677261442E-1,6.314601004E-2,-2.398780584E-1
2.643147375E1,1.573937982E-1,3.342305496E-2,-2.249205858E-1
2.644347375E1,1.180540696E-1,-2.483603545E-2,-2.000670880E-1
2.645347375E1,7.951720059E-2,-6.176720187E-2,-1.776745170E-1
2.646347375E1,5.979498103E-2,-8.583529294E-2,-1.596452594E-1
2.647547375E1,6.234316155E-2,-8.559094369E-2,-1.433787942E-1
2.648547375E1,7.262314856E-2,-6.190682948E-2,-1.385616958E-1
2.649747219E1,8.677776903E-2,-2.635447122E-2,-1.327846497E-1
2.650747375E1,8.414231986E-2,-1.106538717E-2,-1.278802752E-1
2.651747375E1,7.695156336E-2,4.014257283E-4,-1.246688664E-1
2.652947375E1,6.684610993E-2,-1.120501384E-2,-1.155407950E-1
2.653947375E1,6.492624432E-2,-2.474876866E-2,-1.161342114E-1
2.654947375E1,6.115633622E-2,-3.836233541E-2,-1.147553995E-1
2.655947375E1,5.232496932E-2,-5.188863724E-2,-1.050688177E-1
2.657147375E1,5.190609023E-2,-6.171484292E-2,-9.704030305E-2
2.658347219E1,6.897541136E-2,-4.647811875E-2,-8.831366152E-2
2.659347375E1,7.063347101E-2,-2.357939817E-2,-8.152432740E-2
2.660347375E1,4.988151044E-2,7.766715251E-3,-7.220426947E-2
2.661547375E1,2.518510073E-2,4.680972919E-2,-5.801474303E-2
2.662548625E1,3.490658492E-5,7.712610066E-2,-3.419100121E-2
2.663747219E1,-6.133086979E-2,7.988371700E-2,5.410520826E-4
2.664747375E1,-1.097812131E-1,5.565854907E-2,2.192133479E-2
2.665747375E1,-1.321737766E-1,4.249876738E-2,4.098033160E-2
2.666947219E1,-1.297826767E-1,2.614503168E-2,5.599016324E-2
2.667947375E1,-1.045103148E-1,2.790781483E-2,6.119124219E-2
2.668947375E1,-7.225663215E-2,3.508111835E-2,6.543239206E-2
2.669947375E1,-6.342526525E-2,5.403539166E-2,6.963863969E-2
2.671147375E1,-7.070329040E-2,8.220500499E-2,7.161086053E-2
2.672147375E1,-8.541641384E-2,1.022064835E-1,8.239699155E-2
2.673347375E1,-1.075646430E-1,1.116312593E-1,9.245008975E-2
2.674347375E1,-1.332907975E-1,8.936085552E-2,9.740682691E-2
2.675547219E1,-1.310218722E-1,6.897541136E-2,1.006880477E-1
2.676547375E1,-1.073202938E-1,5.516985804E-2,1.034107581E-1
2.677547375E1,-7.899360359E-2,3.860668465E-2,1.024682820E-1
2.678747375E1,-6.161012128E-2,2.624975145E-2,1.027824357E-1
2.679747531E1,-4.998622835E-2,3.104940802E-2,1.082976833E-1
2.680947219E1,-5.721189082E-2,2.350958437E-2,1.106887832E-1
2.681947375E1,-8.384561539E-2,3.007202223E-2,1.085594818E-1
2.682947375E1,-1.095368639E-1,4.712389037E-2,1.130275205E-1
2.683947375E1,-1.184205860E-1,5.436700583E-2,1.229409948E-1
2.685147375E1,-1.066221669E-1,4.597197101E-2,1.221206859E-1
2.686147375E1,-9.002408385E-2,2.900737152E-2,1.240056455E-1
2.687347375E1,-6.445501000E-2,1.509709843E-2,1.360833198E-1
2.688347375E1,-4.298745841E-2,2.792526793E-4,1.397659630E-1
2.689347375E1,-2.649409883E-2,-1.953023486E-2,1.379508227E-1
2.690547375E1,-1.699950732E-2,-3.689625859E-2,1.331860721E-1
2.691547375E1,-7.679448463E-3,-5.492551252E-2,1.319294423E-1
2.692547375E1,-1.019272301E-2,-4.932300374E-2,1.315978318E-1
2.693747375E1,-1.642354764E-2,-2.007128671E-2,1.373399645E-1
2.694747375E1,-1.600466855E-2,-1.090830751E-2,1.499935985E-1
2.695947375E1,-3.385938704E-3,-2.265437320E-2,1.617745608E-1
2.696947375E1,1.396263397E-4,-3.523819894E-2,1.702045053E-1
2.697947375E1,5.619960371E-3,-6.049311161E-2,1.739744246E-1
2.699147375E1,3.773401678E-2,-8.737118542E-2,1.617047489E-1
2.700147375E1,5.914920941E-2,-9.550441802E-2,1.536064297E-1
2.701347219E1,8.257152885E-2,-8.532914519E-2,1.424537748E-1
2.702347375E1,6.925466657E-2,-6.867870688E-2,1.379857361E-1
2.703347375E1,5.197590590E-2,-5.455899239E-2,1.327148378E-1
2.704547688E1,4.672246426E-2,-3.082251363E-2,1.182809621E-1
2.705747219E1,5.496041849E-2,-1.146681327E-2,1.123293936E-1
2.706747219E1,5.124286562E-2,-2.373647876E-3,1.130624264E-1
2.707747375E1,4.185299575E-2,-2.722713631E-3,1.245292425E-1
2.708747375E1,4.398229718E-2,-5.811946467E-3,1.294685304E-1
2.709747375E1,5.468116701E-2,-1.623156248E-3,1.307077110E-1
2.710947375E1,8.656833321E-2,8.779006079E-3,1.295557916E-1
2.711947375E1,1.382824332E-1,7.644542027E-3,1.158724055E-1
2.713147375E1,2.156179696E-1,1.565560326E-2,9.283406287E-2
2.714147375E1,2.423564196E-1,3.939208016E-2,9.251990169E-2
2.715147375E1,2.016029805E-1,6.377433240E-2,1.008974835E-1
2.716347375E1,9.773843735E-2,9.478883445E-2,1.210211292E-1
2.717347375E1,3.438298590E-3,8.485791087E-2,1.498714238E-1
2.718547219E1,-5.609488115E-2,5.696754530E-2,1.878323406E-1
2.719547375E1,-6.880088151E-2,4.607669264E-2,1.983566731E-1
2.720547375E1,-8.164650202E-2,3.473205119E-2,2.121971250E-1
2.721747375E1,-9.763371944E-2,1.211258490E-2,2.174331248E-1
2.722747375E1,-9.651670605E-2,3.228859045E-3,1.980774105E-1
2.723947219E1,-7.929030806E-2,-7.295476273E-3,1.664171368E-1
2.724947375E1,-7.230898738E-2,-1.312487572E-2,1.410226077E-1
2.725947375E1,-7.182029635E-2,-6.352998316E-3,1.144936010E-1
2.727147219E1,-6.496115774E-2,7.417649496E-3,9.300859272E-2
2.728147375E1,-4.511675984E-2,2.258456126E-2,8.131489158E-2
2.729147375E1,-1.211258490E-2,3.378957510E-2,7.368779927E-2
2.730347375E1,4.234168679E-2,2.919935808E-2,6.265731901E-2
2.731347375E1,8.321730047E-2,8.412486874E-3,4.171336815E-2
2.732547219E1,1.214051023E-1,-3.551745042E-2,1.579522900E-2
2.733547375E1,1.510931551E-1,-6.761405617E-2,7.784168236E-3
2.734547375E1,1.797514558E-1,-8.929104358E-2,1.844812930E-2
2.735747219E1,1.973269284E-1,-1.071806699E-1,6.084217876E-2
2.736747375E1,2.010270208E-1,-1.285434961E-1,9.712757170E-2
2.737747375E1,1.753183156E-1,-1.199215725E-1,1.335351467E-1
2.738947375E1,1.272694021E-1,-1.123468429E-1,1.695761830E-1
2.739947375E1,1.121199504E-1,-1.137954667E-1,1.845685691E-1
2.741147219E1,1.198517606E-1,-1.138129234E-1,1.800656170E-1
2.742147375E1,1.328719109E-1,-1.083849445E-1,1.722639948E-1
2.743147375E1,1.376715750E-1,-1.118930578E-1,1.614080518E-1
2.744347375E1,1.425933987E-1,-1.069712266E-1,1.533097178E-1
2.745347375E1,1.399579495E-1,-9.616763890E-2,1.571145356E-1
2.746347375E1,1.243372560E-1,-8.492772281E-2,1.697158217E-1
2.747547375E1,8.484045416E-2,-6.510078162E-2,1.884781122E-1
2.748547375E1,3.869394958E-2,-4.604178667E-2,2.090729922E-1
2.749747219E1,-1.569050923E-2,-2.837905288E-2,2.362826765E-1
2.750747375E1,-5.907939374E-2,-2.775073517E-3,2.482730895E-1
2.751747375E1,-9.529497474E-2,1.141445339E-2,2.612757981E-1
2.752947375E1,-1.114218161E-1,5.044001620E-3,2.716081440E-1
2.753947375E1,-1.094321460E-1,-6.143558770E-3,2.699151635E-1
2.754947375E1,-1.095717698E-1,-1.954768784E-2,2.473655194E-1
2.756147375E1,-9.560913593E-2,-3.394665569E-2,2.182534188E-1
2.757147375E1,-8.531169593E-2,-4.326671362E-2,1.961575598E-1
2.758347219E1,-7.763224840E-2,-3.401646763E-2,1.725781560E-1
2.759347375E1,-8.323474973E-2,-2.251474746E-2,1.691398621E-1
2.760347375E1,-8.777260780E-2,-7.051130291E-3,1.690874994E-1
2.761547375E1,-8.316493779E-2,1.246165112E-2,1.568701863E-1
2.762548625E1,-7.201228291E-2,2.282890677E-2,1.466425657E-1
2.763747531E1,-6.000442058E-2,2.848377265E-2,1.286482215E-1
2.764947219E1,-4.865977913E-2,2.621484548E-2,1.222428605E-1
2.765947375E1,-3.429571912E-2,2.686061710E-2,1.154360771E-1
2.767147375E1,-2.532472648E-2,1.919862255E-2,9.449212253E-2
2.768347219E1,-3.556980938E-2,-1.378810150E-3,7.808603346E-2
2.769347219E1,-4.180063680E-2,-1.354375482E-2,6.555456668E-2
2.770347219E1,-4.977678880E-2,-1.514945831E-2,5.972516537E-2
2.771347219E1,-6.152285635E-2,-5.288347602E-3,5.600761622E-2
2.772347219E1,-8.056439459E-2,1.902408898E-3,4.913101718E-2
2.773347375E1,-1.009847522E-1,1.361356815E-3,4.255112633E-2
2.774347375E1,-1.155407950E-1,8.203047328E-4,3.967133537E-2
2.775547219E1,-1.249655709E-1,4.310963210E-3,4.061381146E-2
2.776547375E1,-1.237438470E-1,1.919862116E-3,3.755948693E-2
2.777547375E1,-1.228537261E-1,-5.724680144E-3,2.483603545E-2
2.778747375E1,-1.271123290E-1,-2.202605456E-2,7.400196046E-3
2.779747375E1,-1.293638051E-1,-3.440044075E-2,-5.934119225E-3
2.780747375E1,-1.219810620E-1,-3.406882659E-2,-2.600540593E-2
2.781947375E1,-9.948376566E-2,-2.567379363E-2,-5.597271025E-2
2.782947375E1,-7.281513512E-2,-1.596976258E-2,-8.496262878E-2
2.784147219E1,-5.501277745E-2,-9.197885171E-3,-1.029569730E-1
2.785147375E1,-4.529129341E-2,-6.475171540E-3,-1.171814054E-1
2.786147375E1,-3.413863853E-2,1.117010717E-3,-1.311789453E-1
2.787347375E1,-3.731513768E-2,1.308996975E-2,-1.316501796E-1
2.788347375E1,-4.934045672E-2,1.785471849E-2,-1.301841140E-1
2.789547219E1,-6.726498902E-2,1.808161102E-2,-1.358389705E-1
2.790547375E1,-7.756242901E-2,1.870992966E-2,-1.384046078E-1
2.791547375E1,-9.325294197E-2,1.850049011E-2,-1.404990107E-1
2.792747219E1,-1.086816490E-1,1.596976258E-2,-1.562942266E-1
2.793747375E1,-1.071283072E-1,7.435102481E-3,-1.749168932E-1
2.794747375E1,-8.859290928E-2,-3.665191354E-3,-1.936966330E-1
2.795947375E1,-6.298892945E-2,-7.574729156E-3,-2.029817849E-1
2.796947375E1,-4.633849114E-2,-7.853981806E-4,-2.014808059E-1
2.797947375E1,-3.567453101E-2,5.288347602E-3,-1.998402029E-1
2.799147375E1,-1.256637089E-2,-1.396263397E-4,-2.032261342E-1
2.800147375E1,1.111774705E-2,-9.075712296E-4,-2.146405876E-1
2.801347219E1,4.776966199E-2,-6.370451767E-3,-2.433687150E-1
2.802347375E1,8.541641384E-2,-1.816887781E-2,-2.722364664E-1
2.803347375E1,1.221730486E-1,-2.220058814E-2,-2.911732793E-1
2.804547375E1,1.425585002E-1,6.161012221E-3,-2.919237614E-1
2.805547375E1,1.364498436E-1,4.036946595E-2,-2.837905288E-1
2.806547375E1,8.749335259E-2,5.946336687E-2,-2.665990293E-1
2.807747375E1,-4.607669078E-3,1.366592757E-2,-2.360034138E-1
2.808747375E1,-6.956882030E-2,-1.178097259E-2,-2.000670880E-1
2.809747375E1,-9.897761792E-2,-4.379031062E-2,-1.668185741E-1
2.810947375E1,-1.136558428E-1,-5.349434167E-2,-1.041088924E-1
2.811947375E1,-1.111425683E-1,-2.261946723E-2,-6.174974889E-2
2.812947375E1,-9.667378664E-2,-3.071779385E-3,-3.705333918E-2
2.814147375E1,-7.337363809E-2,-2.441715635E-2,-3.748967126E-2
2.815147375E1,-5.199335888E-2,-5.345943570E-2,-5.853834376E-2
2.816347375E1,-1.226966456E-2,-6.883578748E-2,-8.098327368E-2
2.817347375E1,4.235913977E-2,-5.103342608E-2,-9.841911495E-2
2.818547219E1,9.702285379E-2,-9.477137588E-3,-1.133067757E-1
2.819547375E1,1.249132156E-1,3.125884756E-2,-1.282816976E-1
2.820547375E1,1.299223155E-1,7.077310234E-2,-1.338842064E-1
2.821747375E1,1.435184181E-1,1.250353903E-1,-1.504124701E-1
2.822747375E1,1.564164013E-1,1.703790426E-1,-1.633453667E-1
2.823747375E1,1.638340503E-1,1.870120317E-1,-1.686162651E-1
2.824947375E1,1.838878840E-1,1.842020452E-1,-1.876752526E-1
2.825947375E1,2.017077059E-1,1.745503843E-1,-1.885304600E-1
2.827147219E1,2.142740786E-1,1.611811519E-1,-1.730668545E-1
2.828147375E1,1.932603121E-1,1.490860283E-1,-1.527512223E-1
2.829147375E1,1.514596790E-1,1.282293350E-1,-1.174955666E-1
2.830347375E1,8.991936594E-2,8.955284208E-2,-8.066911995E-2
2.831347375E1,5.235987902E-2,6.410594285E-2,-7.136651129E-2
2.832347375E1,3.735004738E-2,5.763076991E-2,-6.267477572E-2
2.833547375E1,3.392919898E-2,6.323327869E-2,-5.684537441E-2
2.834547375E1,3.117158078E-2,6.070255116E-2,-6.649704278E-2
2.835747219E1,2.478367463E-2,4.454080388E-2,-8.894197643E-2
2.836747375E1,1.584758982E-2,2.705260366E-2,-1.052433550E-1
2.837747375E1,1.270599663E-2,2.743657492E-2,-1.267109066E-1
2.838947375E1,-1.485275198E-2,4.115486518E-2,-1.284038723E-1
2.839947375E1,-5.009094998E-2,5.220279843E-2,-1.143714264E-1
2.841147219E1,-9.983283281E-2,6.208136305E-2,-8.852309734E-2
2.842147375E1,-1.248783097E-1,5.010840297E-2,-6.380923837E-2
2.843147375E1,-1.317025423E-1,6.401867419E-2,-5.136504024E-2
2.844347219E1,-1.111949235E-1,6.482152641E-2,-4.246386141E-2
2.845347375E1,-8.759807795E-2,7.735299319E-2,-4.204498231E-2
2.846347375E1,-6.579891592E-2,1.004087925E-1,-4.686209187E-2
2.847547375E1,-4.686209187E-2,1.277406514E-1,-5.904448777E-2
2.848547375E1,-4.949753731E-2,1.415811032E-1,-6.906268001E-2
2.849747219E1,-5.030038953E-2,1.508662552E-1,-5.059709400E-2
2.850747375E1,-4.918337986E-2,1.688082516E-1,-3.422590718E-2
2.851747375E1,-3.787364438E-2,1.872738302E-1,-1.083849464E-2
2.852947219E1,-3.471459821E-2,1.910611987E-1,1.308996929E-3
2.853947375E1,-2.385865152E-2,1.479690075E-1,1.213003788E-2
2.854947375E1,-8.255407214E-3,1.089958102E-1,2.274163999E-2
2.856147375E1,1.254891697E-2,8.576548100E-2,3.654719517E-2
2.857147375E1,3.419100121E-2,8.077383786E-2,3.947934881E-2
2.858347219E1,4.911356419E-2,7.770206034E-2,5.030038953E-2
2.859347375E1,3.361504152E-2,7.813838869E-2,6.078981608E-2
2.860347375E1,5.724680144E-3,7.707373798E-2,7.253587991E-2
2.861547219E1,-2.462659590E-2,8.445648104E-2,8.473573625E-2
2.862548625E1,-5.693263933E-2,8.777260780E-2,9.609782696E-2
2.863747219E1,-9.510298818E-2,7.168067247E-2,1.115788966E-1
2.864747375E1,-1.124515608E-1,4.970697686E-2,1.262047589E-1
2.865747375E1,-1.158898622E-1,4.351105914E-2,1.303935498E-1
2.866747375E1,-1.056622341E-1,2.898991853E-2,1.284736842E-1
2.867747375E1,-9.353219718E-2,1.947787404E-2,1.218414381E-1
2.868947375E1,-7.946483791E-2,9.354964830E-3,1.054353416E-1
2.870147375E1,-6.590363383E-2,1.200786512E-2,7.981390506E-2
2.871147375E1,-5.934119597E-2,2.494075522E-2,6.969099492E-2
2.872147375E1,-5.590289459E-2,5.387831479E-2,6.679374725E-2
2.873347375E1,-6.359979510E-2,8.119271696E-2,7.370525599E-2
2.874347375E1,-7.836528122E-2,8.594001085E-2,8.225736767E-2
2.875547219E1,-9.393361956E-2,8.848819137E-2,9.341002256E-2
2.876547375E1,-8.445648104E-2,6.935938448E-2,9.604547173E-2
2.877547375E1,-7.396705449E-2,4.934045672E-2,1.036900133E-1
2.878747375E1,-5.602506921E-2,4.804891348E-2,1.118057892E-1
2.879747375E1,-3.750712425E-2,4.794419557E-2,1.022239327E-1
2.880747375E1,-2.377138473E-2,3.855432197E-2,9.527752548E-2
2.881947375E1,-1.453859266E-2,2.858849242E-2,8.454374969E-2
2.882947375E1,-2.045525797E-2,2.457423508E-2,7.754497975E-2
2.883947375E1,-3.563962504E-2,1.679006778E-2,7.168067247E-2
2.885147375E1,-5.597271025E-2,6.038838997E-3,5.696754530E-2
2.886147375E1,-6.323327869E-2,1.127482671E-2,5.618214980E-2
2.887347375E1,-4.721115530E-2,1.106538717E-2,6.873106211E-2
2.888547219E1,-2.879793197E-2,1.296779606E-2,6.162757427E-2
2.889547375E1,1.256637089E-2,2.333505265E-2,4.370304570E-2
2.890547375E1,6.091199070E-2,2.551671304E-2,2.368411794E-2
2.891547375E1,9.152506292E-2,2.408554405E-2,7.958701812E-3
2.892747219E1,8.628907800E-2,4.118977115E-2,4.084070213E-3
2.893747375E1,5.677555874E-2,6.311110407E-2,5.515240598E-3
2.894747375E1,1.523672417E-2,7.333873212E-2,-2.408554312E-3
2.895947375E1,-1.994911395E-2,4.740314186E-2,-2.164208330E-3
2.896947375E1,-1.727875881E-2,3.516838327E-2,-1.832595677E-3
2.897947375E1,-1.082104165E-3,4.317944497E-2,-1.425934024E-2
2.899147375E1,6.806783844E-3,4.426154867E-2,-1.762782596E-2
2.900147375E1,-4.782202188E-3,2.942625061E-2,-1.989675313E-2
2.901347219E1,-2.616248466E-2,2.303834539E-3,-2.595304511E-2
2.902347375E1,-5.583308265E-2,2.129301662E-3,-3.338814899E-2
2.903347375E1,-7.447320223E-2,1.687733456E-2,-4.085815698E-2
2.904547375E1,-6.667158008E-2,3.457497060E-2,-5.345943570E-2
2.905547375E1,-3.408627957E-2,4.846779257E-2,-8.063421398E-2
2.906547375E1,1.553343050E-2,5.724680051E-2,-1.043183282E-1
2.907747375E1,8.564330637E-2,6.155776232E-2,-1.307426095E-1
2.908747375E1,1.428202987E-1,5.324999616E-2,-1.530653685E-1
2.909747375E1,1.811302751E-1,2.762856148E-2,-1.670978218E-1
2.910747375E1,1.952150762E-1,-1.452113967E-2,-1.772730947E-1
2.911947375E1,2.035228461E-1,-4.654793069E-2,-1.755277663E-1
2.913147375E1,2.294758856E-1,-5.173156038E-2,-1.688431501E-1
2.914147375E1,2.580992877E-1,-4.391248524E-2,-1.503426582E-1
2.915147375E1,2.622880936E-1,-4.309218004E-2,-1.171639487E-1
2.916347375E1,2.331934422E-1,-6.087708473E-2,-6.944665313E-2
2.917347375E1,1.906946748E-1,-9.850638360E-2,-3.986331820E-2
2.918547219E1,1.568701863E-1,-1.493129134E-1,-2.150245570E-2
2.919547375E1,1.543045640E-1,-1.726654172E-1,-1.706931926E-2
2.920547375E1,1.535366178E-1,-1.735206395E-1,-1.048942842E-2
2.921747375E1,1.418778151E-1,-1.636246145E-1,-1.302015595E-2
2.922747375E1,1.134114936E-1,-1.498539746E-1,-1.857030392E-2
2.923747375E1,8.550368249E-2,-1.192932576E-1,-2.028072625E-2
2.924747375E1,6.466444582E-2,-7.133160532E-2,-9.896016680E-3
2.925947375E1,5.309291556E-2,-1.225221157E-2,-3.892084118E-3
2.927147219E1,4.358087108E-2,1.583013684E-2,-1.192059834E-2
2.928147375E1,3.056071512E-2,2.501056902E-2,-2.534218132E-2
2.929147375E1,1.453859266E-2,1.277581044E-2,-3.913028166E-2
2.930347375E1,1.808161102E-2,-3.111921996E-2,-5.649630725E-2
2.931347375E1,1.918116771E-2,-5.414011329E-2,-6.899286807E-2
2.932347375E1,9.878563695E-3,-5.754350498E-2,-7.805112749E-2
2.933547375E1,-4.817108624E-3,-5.354670063E-2,-8.087855577E-2
2.934547375E1,-1.424188633E-2,-3.974114731E-2,-8.328711241E-2
2.935747219E1,-2.263692021E-2,-6.021386012E-3,-9.368927032E-2
2.936747375E1,-4.098033160E-2,1.310742274E-2,-1.040739864E-1
2.937747375E1,-4.586725309E-2,4.380776547E-3,-1.129228026E-1
2.938747375E1,-3.844960406E-2,-4.031710327E-3,-1.299223155E-1
2.939947375E1,-2.954842336E-2,-1.923352852E-2,-1.577952206E-1
2.940947375E1,-3.113667294E-2,-5.222025141E-2,-1.784250140E-1
2.942147375E1,-4.616395757E-2,-8.347909898E-2,-2.077465355E-1
2.943147375E1,-5.635667965E-2,-9.861110151E-2,-2.186373919E-1
2.944347219E1,-6.072000414E-2,-9.208357334E-2,-2.199114859E-1
2.945347375E1,-7.243116200E-2,-6.934192777E-2,-2.177472711E-1
2.946347375E1,-8.998917788E-2,-5.743878707E-2,-2.152339965E-1
2.947547375E1,-1.166752577E-1,-4.687954485E-2,-2.209761292E-1
2.948547375E1,-1.389631182E-1,-3.523819894E-2,-2.361255884E-1
2.949747219E1,-1.724385321E-1,-3.637266159E-2,-2.568252087E-1
2.950747375E1,-2.001543641E-1,-3.625048697E-2,-2.778040469E-1
2.951747375E1,-2.234894037E-1,-3.684389964E-2,-3.012089133E-1
2.952747375E1,-2.305579931E-1,-3.974114731E-2,-3.164456487E-1
2.953947375E1,-2.123367488E-1,-2.708750963E-2,-3.309144378E-1
2.954947375E1,-1.828057915E-1,-2.246238664E-2,-3.586651683E-1
2.956147375E1,-1.594183743E-1,-2.059488557E-2,-3.850196302E-1
2.957147375E1,-1.385093331E-1,-2.445206232E-2,-4.155454338E-1
2.958347219E1,-1.192059889E-1,-3.438298777E-2,-4.550771415E-1
2.959347375E1,-1.054004356E-1,-4.277801886E-2,-4.799481034E-1
2.960347375E1,-7.937757671E-2,-4.618141055E-2,-5.087634921E-1
2.961547219E1,-4.956734926E-2,-3.757693991E-2,-5.366364121E-1
2.962548625E1,-4.228932783E-2,-2.729694918E-2,-5.442110896E-1
2.963747219E1,-3.429571912E-2,-1.713913307E-2,-5.542293191E-1
2.964747375E1,-3.293436393E-2,-1.600466855E-2,-5.598841906E-1
2.965747375E1,-2.710496262E-2,-1.691224054E-2,-5.584704280E-1
2.966947219E1,-1.347394194E-2,2.111848444E-3,-5.586798787E-1
2.967947375E1,-1.308996929E-3,1.366592757E-2,-5.545958281E-1
2.968947375E1,-5.480333697E-3,1.806415804E-2,-5.445601940E-1
2.969947375E1,-3.054326167E-3,2.782054804E-2,-5.377184749E-1
2.971147375E1,-3.560471535E-2,-6.632251199E-3,-5.388355255E-1
2.972147375E1,-6.178465486E-2,-2.701769583E-2,-5.343674421E-1
2.973347375E1,-6.525786221E-2,-1.867502369E-2,-5.210505724E-1
2.974347375E1,-6.265731901E-2,-3.420845373E-3,-5.120970607E-1
2.975547219E1,-6.351253390E-2,-3.612831468E-3,-5.108404160E-1
2.976547375E1,-6.962118298E-2,-3.942698613E-2,-5.429893732E-1
