"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.619147375E1,8.707447350E-2,-1.221730490E-4,-1.414414793E-1
6.620347219E1,6.117378920E-2,-1.727875881E-2,-1.423665136E-1
6.621347375E1,6.719517708E-2,-2.450442314E-2,-1.492780149E-1
6.622347375E1,7.415904105E-2,-8.412486874E-3,-1.551074088E-1
6.623547219E1,5.476843193E-2,-4.537856148E-4,-1.372876018E-1
6.624547219E1,1.057669520E-2,-1.870992966E-2,-1.095717698E-1
6.625547219E1,-6.806784077E-4,-5.710717291E-2,-9.194394201E-2
6.626548312E1,-3.438298590E-3,-1.001120880E-1,-9.150761366E-2
6.627747219E1,-1.396263397E-4,-1.367989033E-1,-8.840092272E-2
6.628747375E1,3.668681905E-2,-1.451241225E-1,-8.541641384E-2
6.629747375E1,1.060113013E-1,-1.145808622E-1,-8.421213925E-2
6.630747375E1,1.371479779E-1,-8.201301843E-2,-7.112216949E-2
6.631747375E1,1.446005255E-1,-5.031784251E-2,-6.356488913E-2
6.632747375E1,1.532050073E-1,-2.375393175E-2,-5.007349700E-2
6.633747375E1,1.865233332E-1,4.033455998E-2,-1.619665511E-2
6.634947375E1,2.391624600E-1,8.684758097E-2,1.481784508E-2
6.636147219E1,2.370331585E-1,9.925687313E-2,3.099704720E-2
6.637147375E1,2.073102146E-1,8.080874383E-2,4.530874640E-2
6.638147375E1,1.797514558E-1,6.497860700E-2,6.614797562E-2
6.639347375E1,1.368861794E-1,4.872959107E-2,7.154104859E-2
6.640347375E1,9.882054478E-2,6.702064537E-3,6.038839370E-2
6.641347375E1,7.548549026E-2,3.490658477E-3,4.878195375E-2
6.642547375E1,3.715806082E-2,-3.583160788E-2,4.431391135E-2
6.643547375E1,7.766715251E-3,-3.925245628E-2,5.239478499E-2
6.644747219E1,-3.632030264E-2,-2.792526782E-2,6.733480096E-2
6.645747375E1,-5.173156038E-2,-2.028072625E-2,8.464846760E-2
6.646747375E1,-5.007349700E-2,-3.358013555E-2,7.634069771E-2
6.647747375E1,-7.250097394E-2,-1.464331243E-2,6.969099492E-2
6.648947375E1,-9.592329711E-2,-2.513274085E-3,7.751007378E-2
6.650147219E1,-7.394959778E-2,-1.410226058E-2,3.886848316E-2
6.651147375E1,-8.201301843E-2,-2.768092230E-2,1.310742274E-2
6.652147375E1,-6.899286807E-2,-3.185226023E-2,7.958701812E-3
6.653347219E1,-4.621632025E-2,-4.256857932E-2,1.396263367E-3
6.654347375E1,-1.947787404E-2,-1.762782596E-2,2.179916203E-2
6.655347375E1,-1.692969352E-2,-1.518436428E-2,1.630137488E-2
6.656547375E1,2.289872058E-2,4.789183289E-2,1.897172816E-2
6.657548312E1,2.176425606E-2,5.846852809E-2,3.199188411E-2
6.658747219E1,-5.375613924E-3,7.986626774E-2,2.633701824E-2
6.659747375E1,-4.106759652E-2,6.321582198E-2,1.509709843E-2
6.660747375E1,-5.873033032E-2,7.147122920E-2,9.564404376E-3
6.661747375E1,-5.422737822E-2,1.084024012E-1,1.944296807E-2
6.662947375E1,-2.291617356E-2,1.330289990E-1,4.085815698E-2
6.663947375E1,-3.775146976E-2,1.119105145E-1,4.811872914E-2
6.665147375E1,-8.817403018E-2,7.951720059E-2,8.440412581E-2
6.666147375E1,-9.513789415E-2,5.129522830E-2,1.039169058E-1
6.667147688E1,-1.205848008E-1,4.337143153E-2,1.265014708E-1
6.668347375E1,-1.390852928E-1,3.614576906E-2,1.532748193E-1
6.669347375E1,-1.415462047E-1,4.654793069E-2,1.541998386E-1
6.670349250E1,-1.484402567E-1,4.719370231E-2,1.520530879E-1
6.671547375E1,-1.543220133E-1,3.715806082E-2,1.374272257E-1
6.672547375E1,-1.461887807E-1,3.647737950E-2,1.172861233E-1
6.673547375E1,-1.397310644E-1,3.129375353E-2,1.097462997E-1
6.674747375E1,-1.003913358E-1,5.585053563E-2,1.118581519E-1
6.675747375E1,-9.318313003E-2,5.771803856E-2,1.206720620E-1
6.676947375E1,-1.038819999E-1,6.595598906E-2,1.146157682E-1
6.677947375E1,-9.822712839E-2,8.546877652E-2,1.110552996E-1
6.679147375E1,-8.168140799E-2,9.869837016E-2,1.194503307E-1
6.680147375E1,-5.686282739E-2,1.154884398E-1,1.166054457E-1
6.681147375E1,-2.808234841E-2,1.302015632E-1,1.090132669E-1
6.682347375E1,-2.705260413E-3,1.411971301E-1,1.117185280E-1
6.683347375E1,9.704031050E-3,1.326101124E-1,1.262571216E-1
6.684347375E1,2.511528693E-2,1.332035214E-1,1.370956153E-1
6.685547375E1,3.333579004E-2,1.409004331E-1,1.640435010E-1
6.686547375E1,4.450589418E-2,1.367814541E-1,1.822472811E-1
6.687747375E1,3.659955412E-2,1.083849445E-1,1.952150762E-1
6.688747375E1,2.338741161E-2,9.611528367E-2,2.113419175E-1
6.689747375E1,2.598795295E-2,9.286896884E-2,2.169269770E-1
6.690947375E1,4.356341809E-2,1.080533341E-1,2.250602096E-1
6.691947375E1,6.307619810E-2,9.136798233E-2,2.159146816E-1
6.693147219E1,8.859290928E-2,7.508406043E-2,2.128079981E-1
6.694147375E1,1.074424684E-1,6.948155910E-2,2.041686177E-1
6.695147375E1,1.128355339E-1,6.010913849E-2,2.015506178E-1
6.696347375E1,1.228188202E-1,4.251622036E-2,1.990548074E-1
6.697347375E1,1.267109066E-1,3.162536770E-2,2.009572089E-1
6.698347375E1,1.517738253E-1,3.942698613E-2,2.095616758E-1
6.699547375E1,1.420174390E-1,4.642575979E-2,2.317797244E-1
6.700747375E1,8.683013171E-2,3.995058686E-2,2.710670829E-1
6.701747375E1,3.979350626E-2,5.133013427E-2,3.026400805E-1
6.702747375E1,2.532472648E-2,6.771877408E-2,3.244043589E-1
6.703747375E1,1.909390278E-2,8.779006451E-2,3.396061659E-1
6.704947375E1,1.003564335E-2,8.819148690E-2,3.478615582E-1
6.705947375E1,-8.970992640E-3,7.178539038E-2,3.420321643E-1
6.706947375E1,-2.239257470E-2,6.223843992E-2,3.295181692E-1
6.707947375E1,-2.275909297E-2,4.626867920E-2,3.257831633E-1
6.708947375E1,-2.707005665E-2,2.829178795E-2,3.218038082E-1
6.709947375E1,-2.850122750E-2,2.551671304E-2,3.014008999E-1
6.710947375E1,-5.571090803E-2,-1.715658605E-2,2.780658603E-1
6.712147219E1,-6.223843992E-2,-6.056292355E-2,2.266484499E-1
6.713147375E1,-1.542871073E-2,-8.075638115E-2,1.935570091E-1
6.714347219E1,7.185520232E-2,-9.327039123E-2,1.522276103E-1
6.715347219E1,1.314756572E-1,-9.037315100E-2,1.198168546E-1
6.716347219E1,1.591042131E-1,-7.850491256E-2,8.993681520E-2
6.717347375E1,1.651430577E-1,-8.443903178E-2,6.892304868E-2
6.718347375E1,1.681973785E-1,-7.290240377E-2,4.858996719E-2
6.719347375E1,1.573239714E-1,-7.997098565E-2,3.904301673E-2
6.720547219E1,1.133242249E-1,-1.093797833E-1,3.991568089E-2
6.721547375E1,6.323327869E-2,-1.267807186E-1,4.070107639E-2
6.722547375E1,3.169517964E-2,-1.321737766E-1,5.611233413E-2
6.723747375E1,2.158972248E-2,-1.269377917E-1,5.829399824E-2
6.724747375E1,1.954768784E-3,-1.357866228E-1,5.070181563E-2
6.725947219E1,-1.253146399E-2,-1.399579495E-1,3.092723340E-2
6.726947375E1,-2.665117756E-2,-1.258382350E-1,1.513200440E-2
6.727947375E1,-3.270747140E-2,-9.761626273E-2,2.042035107E-3
6.729148000E1,-2.984513063E-3,-5.719443783E-2,-2.003637888E-2
6.730347219E1,2.059488557E-3,-2.752384171E-2,-4.488986731E-2
6.731347219E1,-9.215338156E-3,-2.202605456E-2,-6.855653226E-2
6.732347375E1,-1.260127686E-2,-1.092576142E-2,-8.833111078E-2
6.733347375E1,-1.560324337E-2,8.587019518E-3,-8.895943314E-2
6.734547219E1,-8.988445625E-3,8.255407214E-3,-9.368927032E-2
6.735547375E1,7.941247895E-3,1.989675453E-3,-1.140398160E-1
6.736547375E1,2.535963431E-2,-1.305506285E-2,-1.377413869E-1
6.737747375E1,3.166027367E-2,-2.108357660E-2,-1.582315564E-1
6.738747375E1,1.904154196E-2,-3.611086309E-2,-1.593660116E-1
6.739747375E1,2.106612362E-2,-3.024655581E-2,-1.544092745E-1
6.740747375E1,6.806783844E-3,-1.603957638E-2,-1.376192123E-1
6.741747375E1,-2.064724453E-2,-1.356120780E-2,-1.187696531E-1
6.742747375E1,-3.108431399E-2,-1.588249579E-2,-1.171290427E-1
6.743947219E1,-5.274384841E-2,-3.494149074E-2,-1.260302216E-1
6.744947219E1,-5.239478499E-2,-3.139847144E-2,-1.441118419E-1
6.745947219E1,-4.965461791E-2,-2.979277074E-2,-1.525766850E-1
6.746947219E1,-5.274384841E-2,-2.216568217E-2,-1.541823894E-1
6.747947375E1,-6.862634420E-2,-2.813470736E-2,-1.555961072E-1
6.748947375E1,-9.897761792E-2,-4.843288660E-2,-1.466600150E-1
6.749947375E1,-1.070235893E-1,-2.330014482E-2,-1.325054020E-1
6.750947375E1,-9.011135250E-2,6.754423957E-3,-1.205149814E-1
6.752147375E1,-9.766862541E-2,-2.268928103E-3,-1.046150327E-1
6.753347219E1,-1.133591309E-1,-2.490584925E-2,-1.109680310E-1
6.754347375E1,-1.195899621E-1,-2.843141370E-2,-1.250702888E-1
6.755347375E1,-1.285260469E-1,-1.298524998E-2,-1.321039647E-1
6.756547375E1,-1.376715750E-1,-5.323254038E-3,-1.345474273E-1
6.757548312E1,-1.389282048E-1,-3.630284918E-3,-1.315105557E-1
6.758747219E1,-1.166752577E-1,1.322959550E-2,-1.199215725E-1
6.759747375E1,-1.094321460E-1,9.337511845E-3,-1.103920713E-1
6.760747375E1,-9.932668507E-2,-8.709193207E-3,-1.147379428E-1
6.761747375E1,-7.869689912E-2,-3.138101846E-2,-1.407433450E-1
6.762747375E1,-8.223991096E-2,-4.490732029E-2,-1.558753550E-1
6.763747375E1,-7.070329040E-2,-4.415683076E-2,-1.626123190E-1
6.764947375E1,-4.673991725E-2,-3.865904361E-2,-1.543918252E-1
6.766147375E1,-2.707005665E-2,-3.373721614E-2,-1.418603659E-1
6.767147375E1,-3.595378250E-3,-3.071779385E-2,-1.345823407E-1
6.768347375E1,4.118977115E-3,-3.419100121E-2,-1.213701963E-1
6.769347375E1,1.932079531E-2,-3.211405873E-2,-1.107236892E-1
6.770547219E1,3.398156166E-2,-3.345796093E-2,-9.747663885E-2
6.771547375E1,1.795943826E-2,-4.173082113E-2,-8.084364980E-2
6.772547375E1,1.036725566E-2,-3.003711626E-2,-6.312856078E-2
6.773747375E1,-7.400196046E-3,-2.087413706E-2,-3.939208016E-2
6.774747375E1,-2.727949619E-2,-2.844886621E-3,-2.237512171E-2
6.775747375E1,-2.743657492E-2,1.565560326E-2,-2.460914198E-3
6.776747375E1,-8.779006079E-3,2.623229846E-2,-1.972222002E-3
6.777747375E1,-1.097812131E-2,1.167625282E-2,-1.762782596E-2
6.778747375E1,-8.883725852E-3,-1.891936921E-2,-3.618067503E-2
6.779747375E1,1.771509275E-2,-5.030038953E-2,-6.887069345E-2
6.780747375E1,5.640904233E-2,-6.056292355E-2,-9.627236426E-2
6.781747375E1,9.381144494E-2,-6.049311161E-2,-1.110552996E-1
6.782747375E1,1.282467991E-1,-6.078981608E-2,-1.131496951E-1
6.783747375E1,1.610066295E-1,-6.073745713E-2,-1.230980754E-1
6.784947375E1,1.887573600E-1,-7.202973962E-2,-1.387536824E-1
6.786147219E1,1.826312542E-1,-9.332275391E-2,-1.455430090E-1
6.787147375E1,1.821425557E-1,-8.414231986E-2,-1.489114910E-1
6.788147375E1,1.777617782E-1,-5.761331692E-2,-1.435533315E-1
6.789347375E1,1.446354389E-1,-2.851868048E-2,-1.465902030E-1
6.790347375E1,1.043532342E-1,-4.171336815E-2,-1.443387270E-1
6.791347375E1,8.194320649E-2,-5.112069473E-2,-1.299921274E-1
6.792547375E1,7.813838869E-2,-3.284709528E-2,-1.049291939E-1
6.793547375E1,6.981316954E-2,-1.549852360E-2,-7.838273793E-2
6.794747375E1,2.949606441E-2,-6.178465486E-2,-5.426228791E-2
6.795747375E1,-1.343903481E-3,-8.375835419E-2,-3.726277873E-2
6.796747375E1,2.652900480E-2,-5.059709400E-2,-2.745402977E-2
6.797747375E1,7.194247097E-2,-4.164355621E-2,-3.031636961E-2
6.798747375E1,1.097288504E-1,-6.729989499E-2,-4.649557173E-2
6.799747375E1,1.467298269E-1,-9.025097638E-2,-7.979645580E-2
6.800747375E1,1.922305673E-1,-9.693558514E-2,-1.109331250E-1
6.801747375E1,2.437701374E-1,-7.550293952E-2,-1.385442317E-1
6.802747375E1,2.914525270E-1,-3.975860029E-2,-1.648114473E-1
6.803747375E1,3.074572086E-1,-9.442231618E-3,-1.833119243E-1
6.804747375E1,3.101275563E-1,1.830850355E-2,-1.862091720E-1
6.805947375E1,2.855533063E-1,6.623524427E-2,-1.708502769E-1
6.806947375E1,2.609267235E-1,9.922196716E-2,-1.663996875E-1
6.807947375E1,2.335250527E-1,1.095019579E-1,-1.601339579E-1
6.809147375E1,1.840973347E-1,8.794713765E-2,-1.494176388E-1
6.810147375E1,1.301841140E-1,6.677629799E-2,-1.413716674E-1
6.811347375E1,6.970845163E-2,4.132939503E-2,-1.278802752E-1
6.812347375E1,3.687880561E-2,4.564036056E-2,-1.167276204E-1
6.813547375E1,-2.670353744E-3,3.766420484E-2,-1.071806699E-1
6.814547375E1,-3.419100121E-2,4.202752933E-2,-1.045801267E-1
6.815547375E1,-6.586872786E-2,5.242969096E-2,-9.920451790E-2
6.816747375E1,-7.981390506E-2,7.101744413E-2,-9.382890165E-2
6.817747375E1,-8.726646006E-2,7.429866493E-2,-1.047197580E-1
6.818747375E1,-9.691813588E-2,6.347762793E-2,-1.191361770E-1
6.819747375E1,-1.040565297E-1,4.447098821E-2,-1.274264902E-1
6.820747375E1,-1.132893190E-1,2.310816012E-2,-1.300968379E-1
6.821747375E1,-1.197295859E-1,9.861109778E-3,-1.397310644E-1
6.822747375E1,-1.248084977E-1,5.393067375E-3,-1.414240301E-1
6.823747375E1,-1.189616397E-1,1.520181727E-2,-1.302015632E-1
6.824747375E1,-1.046848446E-1,3.504621238E-2,-1.255415380E-1
6.825747375E1,-9.878563881E-2,5.764822662E-2,-1.233075112E-1
6.826747375E1,-9.674359858E-2,7.302457839E-2,-1.157676876E-1
6.827747375E1,-1.001295373E-1,7.578219473E-2,-1.070934013E-1
6.828747375E1,-1.077391729E-1,7.332128286E-2,-1.062556431E-1
6.829947219E1,-1.272170544E-1,6.981316954E-2,-9.944885969E-2
6.830947375E1,-1.225919276E-1,7.925540209E-2,-9.717993438E-2
6.831947375E1,-1.173384860E-1,8.557349443E-2,-9.705775976E-2
6.833147219E1,-1.099906489E-1,9.499827027E-2,-9.693558514E-2
6.834147375E1,-1.106538773E-1,1.029569730E-1,-9.285151958E-2
6.835347219E1,-1.141968891E-1,1.112472862E-1,-8.290313929E-2
6.836347219E1,-1.143539697E-1,1.205848008E-1,-7.332128286E-2
6.837347219E1,-1.104967967E-1,1.230806187E-1,-6.750933826E-2
6.838347219E1,-9.431759268E-2,1.093623340E-1,-7.285004109E-2
6.839347375E1,-7.689920813E-2,8.648106456E-2,-8.358381689E-2
6.840347375E1,-6.815510988E-2,5.246459693E-2,-8.850564808E-2
6.841347375E1,-6.653194875E-2,1.661553420E-2,-8.140215278E-2
6.842547375E1,-7.881906629E-2,-7.888888009E-3,-6.141813472E-2
6.843547375E1,-9.473647177E-2,-1.768018492E-2,-3.824016452E-2
6.844747219E1,-1.340238303E-1,-2.595304511E-2,-1.387536712E-2
6.845747375E1,-1.542696506E-1,-4.256857932E-2,-8.203047328E-4
6.846747375E1,-1.529432088E-1,-4.853760451E-2,3.682644805E-3
6.847747375E1,-1.483006328E-1,-5.319763720E-2,5.427973811E-3
6.848747375E1,-1.398008764E-1,-5.356415361E-2,1.066396199E-2
6.849747375E1,-1.409876943E-1,-5.651376024E-2,2.000147291E-2
6.850747375E1,-1.369210780E-1,-5.822418258E-2,2.274163999E-2
6.851947219E1,-1.184031367E-1,-5.522221699E-2,2.912954427E-2
6.852947219E1,-1.012465507E-1,-5.323254317E-2,3.518583626E-2
6.853947219E1,-7.670722157E-2,-2.967059799E-2,3.789109737E-2
6.854947375E1,-6.211626902E-2,-7.801621687E-3,4.279547185E-2
6.855947375E1,-6.358234584E-2,7.871435024E-3,5.115560070E-2
6.856947375E1,-6.602580845E-2,3.026400879E-2,6.311110407E-2
6.857947375E1,-6.152285635E-2,5.393067375E-2,8.356636763E-2
6.858947375E1,-5.515240505E-2,6.595598906E-2,9.260717034E-2
6.859947375E1,-5.668829381E-2,5.546656251E-2,1.050513685E-1
6.861147219E1,-4.756022245E-2,3.726277873E-2,1.118406951E-1
6.862147219E1,-3.893829510E-2,2.010619268E-2,1.163611040E-1
6.863147219E1,-3.157300502E-2,1.424188633E-2,1.289274693E-1
6.864147219E1,-2.209586836E-2,1.759291813E-2,1.414414793E-1
6.865147375E1,-1.890191622E-2,1.336922217E-2,1.558229923E-1
6.866147375E1,-1.869247667E-2,1.244419720E-2,1.723163575E-1
6.867147375E1,-1.747074537E-2,6.963863503E-3,1.795594692E-1
6.868347375E1,-4.363323096E-4,-6.195918657E-3,1.716705859E-1
6.869347375E1,1.916371472E-2,-2.871066518E-2,1.591216624E-1
6.870547219E1,4.286528751E-2,-4.042182490E-2,1.444085389E-1
6.871547375E1,6.726498902E-2,-4.153883457E-2,1.322610527E-1
6.872547375E1,9.347983450E-2,-3.042108938E-2,1.225570217E-1
6.873747375E1,1.121025011E-1,7.330382708E-3,1.232900545E-1
6.874747375E1,8.850564808E-2,4.483750835E-2,1.353328228E-1
6.875747375E1,3.862413764E-2,6.984807551E-2,1.461364180E-1
6.876747375E1,-1.099557430E-2,6.876597553E-2,1.480039209E-1
6.877747375E1,-2.879793197E-2,5.197590590E-2,1.409178823E-1
6.878747375E1,-1.514945831E-2,2.888519876E-2,1.247037724E-1
6.879947219E1,1.110029407E-2,2.234021388E-2,1.053306237E-1
6.880947375E1,1.884955540E-2,1.956514083E-2,9.201376140E-2
6.881947375E1,2.181661548E-3,8.220500313E-3,8.187339455E-2
6.883147219E1,-5.693263933E-2,-1.773254573E-2,7.129669935E-2
6.884147219E1,-1.052608043E-1,-1.982693933E-2,6.625270098E-2
6.885147219E1,-1.309345961E-1,-3.654719517E-2,5.459389836E-2
6.886147219E1,-1.482133567E-1,-4.214970022E-2,4.005530477E-2
6.887147375E1,-1.455430090E-1,-4.954989627E-2,7.696901914E-3
6.888147375E1,-1.104967967E-1,-5.174901336E-2,-2.343977243E-2
6.889347375E1,-5.045747012E-2,-5.403539166E-2,-5.745624006E-2
6.890347375E1,-6.841690745E-3,-4.611159861E-2,-7.773696631E-2
6.891347375E1,2.319542505E-2,-4.328416660E-2,-7.895869762E-2
6.892547375E1,4.982915148E-2,-2.441715635E-2,-6.473426521E-2
6.893547375E1,6.436774135E-2,-2.530727303E-3,-4.705407470E-2
6.894747219E1,7.867944241E-2,1.511455141E-2,-1.822123677E-2
6.895747375E1,8.590510488E-2,1.130973361E-2,3.647738136E-3
6.896747375E1,8.950048685E-2,-8.779006079E-3,1.487020496E-2
6.897747375E1,8.655087650E-2,-5.244714394E-2,2.340486459E-2
6.898947375E1,8.255407214E-2,-9.532988071E-2,4.331907257E-2
6.899947375E1,8.176867664E-2,-1.055575162E-1,6.270968169E-2
6.901147375E1,7.860963047E-2,-1.094146892E-1,7.688175142E-2
6.902147375E1,6.483898312E-2,-1.172686741E-1,8.133234084E-2
6.903347219E1,4.663519561E-2,-1.064127237E-1,7.675957680E-2
6.904347375E1,4.502949491E-2,-8.632398397E-2,7.307693362E-2
6.905347375E1,4.012512043E-2,-7.182029635E-2,6.764896214E-2
6.906547375E1,4.157374427E-2,-5.752605200E-2,5.476843193E-2
6.907547375E1,3.984586522E-2,-3.928736225E-2,5.295328796E-2
6.908547375E1,2.885029279E-2,-2.000147291E-2,6.031857803E-2
6.909747375E1,6.126105785E-3,-3.316125600E-3,7.220426947E-2
6.910747375E1,-1.654572040E-2,7.714355364E-3,8.342673630E-2
6.911747375E1,-4.150392860E-2,9.442231618E-3,9.218829125E-2
6.912747375E1,-5.248204991E-2,1.310742274E-2,9.152506292E-2
6.913747375E1,-5.366887525E-2,1.752310619E-2,8.478809148E-2
6.914947219E1,-6.585127115E-2,1.265363675E-2,7.590436935E-2
6.915947219E1,-7.714354992E-2,1.226966456E-2,6.983062625E-2
6.916947219E1,-8.477064222E-2,-2.303834539E-3,7.344345748E-2
6.917947375E1,-7.993607968E-2,-1.377064735E-2,8.164650202E-2
6.918947375E1,-6.644468755E-2,-2.340486459E-2,7.588691264E-2
6.919947375E1,-5.539675057E-2,-2.762856148E-2,7.494443655E-2
6.920947375E1,-4.469788074E-2,-2.874557301E-2,7.093018293E-2
6.922147375E1,-3.019419685E-2,-3.305653483E-2,6.068509817E-2
6.923147375E1,-2.434734255E-2,-3.848451003E-2,5.668829381E-2
6.924147375E1,-1.302015595E-2,-4.853760451E-2,5.044001341E-2
6.925347375E1,-7.714355364E-3,-5.981243402E-2,4.277801886E-2
6.926347375E1,-1.507964451E-2,-6.422811747E-2,4.101523757E-2
6.927547219E1,-2.040289901E-2,-5.829399824E-2,4.579744115E-2
6.928547375E1,-2.370157093E-2,-5.263913050E-2,5.619960278E-2
6.929547375E1,-4.096287861E-2,-4.000294581E-2,6.625270098E-2
6.930747375E1,-6.405358016E-2,-2.577851340E-2,8.037241548E-2
6.931747375E1,-7.335618883E-2,-6.649704650E-3,8.215264976E-2
6.932747375E1,-7.651523501E-2,-4.363323096E-4,7.576474547E-2
6.933747375E1,-7.653268427E-2,-1.151917269E-3,6.162757427E-2
6.934747375E1,-6.215117499E-2,-5.602506921E-3,4.159119725E-2
6.935947375E1,-4.419173673E-2,-9.162978269E-3,1.469567232E-2
6.937147375E1,-3.173008561E-2,-2.792526782E-2,-5.270894151E-3
6.938147375E1,-2.712241560E-2,-4.490732029E-2,-1.881464943E-2
6.939347375E1,-3.073524870E-2,-5.873033032E-2,-3.174753860E-2
6.940347375E1,-2.680825815E-2,-5.958554149E-2,-4.033455998E-2
6.941347375E1,-1.137954649E-2,-4.960225895E-2,-5.393067375E-2
6.942547375E1,-2.844886621E-3,-3.645992652E-2,-7.209955156E-2
6.943547375E1,5.654866807E-3,-2.506292798E-2,-8.637634665E-2
6.944747375E1,2.169444226E-2,-2.085668407E-2,-9.906488657E-2
6.945747375E1,3.279473633E-2,-1.696459949E-2,-1.063778177E-1
6.946747375E1,4.958480224E-2,-4.188789986E-3,-1.078264415E-1
6.947747375E1,5.892231688E-2,6.440265104E-3,-1.009323895E-1
6.948747375E1,4.838052765E-2,1.514945831E-2,-8.410741389E-2
6.949947375E1,2.230530791E-2,2.446951531E-2,-6.382668763E-2
6.951147375E1,9.773843922E-3,4.017747939E-2,-4.536110535E-2
6.952147375E1,7.051130291E-3,4.797910154E-2,-3.015928902E-2
6.953147375E1,1.308996929E-3,4.124213010E-2,-1.937315427E-2
6.954347375E1,-6.946410518E-3,3.607595712E-2,-8.115780540E-3
6.955347375E1,-1.031489577E-2,2.993239649E-2,-3.961897455E-3
6.956547375E1,-1.647590846E-2,3.029891662E-2,4.345869645E-3
6.957548312E1,1.727875904E-3,2.888519876E-2,3.926991019E-3
6.958747219E1,4.572762549E-2,4.167846218E-2,-4.939281847E-3
6.959747375E1,7.426375896E-2,4.300491139E-2,-2.139773592E-2
6.960747375E1,1.044405028E-1,3.474950418E-2,-5.089380220E-2
6.961747375E1,1.327148378E-1,2.078687213E-2,-7.796385884E-2
6.962747375E1,1.689478755E-1,2.312561311E-2,-9.904743731E-2
6.963947375E1,1.835562736E-1,2.488839440E-2,-1.109331250E-1
6.964947375E1,1.475850344E-1,2.138028294E-2,-1.120152324E-1
6.966147375E1,9.569640458E-2,1.932079531E-2,-1.022762954E-1
6.967147375E1,6.138322875E-2,1.689478755E-2,-9.072221071E-2
6.968147375E1,3.239331022E-2,1.068141498E-2,-8.499753475E-2
6.969147375E1,1.813396998E-2,2.075196430E-2,-7.311183959E-2
6.970347219E1,-4.380776361E-2,-4.014257342E-3,-6.387905031E-2
6.971347375E1,-6.426302344E-2,7.958701812E-3,-6.482152641E-2
6.972547219E1,-3.371975943E-2,8.552113548E-3,-7.970918715E-2
6.973547219E1,1.432915311E-2,5.550147034E-3,-9.686577320E-2
6.974547219E1,6.536258012E-2,-8.325220086E-3,-1.314756572E-1
6.975547219E1,1.257335246E-1,-3.485422581E-2,-1.709899008E-1
6.976547219E1,1.753183156E-1,-6.431538612E-2,-2.084272206E-1
6.977547219E1,2.233323306E-1,-6.726498902E-2,-2.423215061E-1
6.978547375E1,2.702467740E-1,-5.496041849E-2,-2.583087385E-1
6.979547375E1,3.006155193E-1,-3.916518763E-2,-2.569124699E-1
6.980747375E1,3.117856085E-1,-7.487462368E-3,-2.380454540E-1
6.981747375E1,3.052929938E-1,2.038544603E-2,-2.089333683E-1
6.982747375E1,2.975960970E-1,5.183627829E-2,-1.630661041E-1
6.983747375E1,2.734756470E-1,7.300712168E-2,-1.231853366E-1
6.984947375E1,2.038370073E-1,7.138396800E-2,-8.658578247E-2
6.986147219E1,1.286482215E-1,6.117378920E-2,-7.593927532E-2
6.987147375E1,9.030333161E-2,4.359832406E-2,-7.754497975E-2
6.988147375E1,6.599090248E-2,2.523746155E-2,-7.962191850E-2
6.989347375E1,4.455825686E-2,1.806415804E-2,-7.468263805E-2
6.990347375E1,4.825835302E-2,1.239183708E-3,-7.483971864E-2
6.991347375E1,6.473426521E-2,-8.656833321E-3,-7.246606797E-2
6.992547375E1,7.936012000E-2,-1.944296807E-2,-6.969099492E-2
6.993547375E1,8.785987645E-2,-2.768092230E-2,-7.360053062E-2
6.994747375E1,8.025024086E-2,-3.989822790E-2,-7.405432314E-2
6.995747531E1,6.705555320E-2,-2.607521974E-2,-7.086037099E-2
6.996947219E1,4.181808978E-2,1.658062800E-3,-5.508258939E-2
6.997947531E1,2.607521974E-2,1.731366664E-2,-3.797836602E-2
6.998947531E1,3.438298590E-3,2.284635976E-2,-2.075196430E-2
7.000147219E1,-1.117010694E-2,2.766346931E-2,2.687806962E-3
7.001147375E1,-3.267256171E-2,1.307251584E-2,1.907644793E-2
7.002147375E1,-5.949827284E-2,-1.003564335E-2,3.064798191E-2
7.003347219E1,-8.124507964E-2,-3.213151172E-2,3.963642567E-2
7.004347375E1,-9.089674801E-2,-3.757693991E-2,4.614650458E-2
7.005347375E1,-9.042550623E-2,-3.164282069E-2,5.295328796E-2
7.006547375E1,-7.545058429E-2,-6.981316954E-3,5.349434167E-2
7.007547375E1,-7.909832150E-2,3.281218931E-3,4.461061582E-2
7.008547375E1,-7.663740963E-2,2.071705833E-2,3.921754658E-2
7.009747375E1,-6.976080686E-2,2.994984947E-2,3.611086309E-2
7.010747375E1,-7.698646933E-2,3.618067503E-2,4.077089205E-2
7.011747375E1,-8.913396299E-2,3.099704720E-2,4.028219730E-2
7.012947375E1,-7.993607968E-2,2.220058814E-2,2.082177810E-2
7.013947375E1,-4.944517836E-2,1.991420612E-2,9.459684603E-3
7.014947375E1,-2.802998759E-2,2.113593742E-2,5.829399452E-3
7.016147375E1,-2.977531776E-2,3.483677283E-2,2.333505265E-2
7.017151594E1,-4.689699784E-2,3.007202223E-2,3.899065405E-2
7.018347375E1,-6.571164727E-2,1.305506285E-2,6.082472578E-2
7.019347375E1,-9.705775976E-2,-3.316125658E-4,8.951793611E-2
7.020547219E1,-1.185951233E-1,-1.062905509E-2,1.075820923E-1
7.021547375E1,-1.308647841E-1,-2.719222941E-2,1.077391729E-1
