"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.338124471E1,2.034501284E-1,7.388024926E-1,-2.556683421E-1
3.339120071E1,2.006639242E-1,8.928434849E-1,-2.104516327E-1
3.340115671E1,1.827279031E-1,8.872036934E-1,-8.681688458E-2
3.341111171E1,1.668890119E-1,7.577400208E-1,3.441393375E-2
3.342106771E1,1.308527142E-1,5.151485205E-1,8.746950328E-2
3.343102371E1,1.325946897E-1,1.270020753E-1,4.731888697E-2
3.344097871E1,1.873176694E-1,-3.490249813E-1,-1.286746375E-2
3.345093471E1,2.260970324E-1,-7.212001681E-1,-8.496882021E-2
3.346089071E1,1.710610986E-1,-8.647242188E-1,-1.901240200E-1
3.347084571E1,7.766005397E-2,-7.382664084E-1,-2.405238152E-1
3.348080171E1,2.294768952E-2,-4.706804156E-1,-1.716913879E-1
3.349075671E1,5.302703008E-2,-1.621148735E-1,-2.475148439E-2
3.350071271E1,1.960895509E-1,8.636743575E-2,1.557093412E-1
3.351066871E1,4.122993350E-1,1.672068834E-1,3.100999892E-1
3.352062371E1,6.115781665E-1,7.150295377E-2,3.558422029E-1
3.353057971E1,8.073300719E-1,-1.735286415E-1,3.089143634E-1
3.354053571E1,9.203896523E-1,-4.795395434E-1,2.433328778E-1
3.355049071E1,7.913382053E-1,-7.894161344E-1,1.104022488E-1
3.356044671E1,3.729759157E-1,-9.691680074E-1,-7.991181314E-2
3.357040271E1,-2.047958225E-1,-8.242374659E-1,-3.150207400E-1
3.358035771E1,-8.098816872E-1,-3.601113260E-1,-5.507763624E-1
3.359031371E1,-1.195004582E0,3.780332804E-1,-7.367803454E-1
3.360026971E1,-1.193283319E0,1.004593968E0,-8.374801278E-1
3.361022471E1,-9.001778960E-1,1.209991336E0,-7.699250579E-1
3.362018071E1,-4.472168684E-1,1.006330371E0,-5.084866285E-1
3.363013671E1,3.947420791E-2,5.253957510E-1,-1.408087760E-1
3.364009171E1,4.282171130E-1,-6.234567985E-2,1.940208077E-1
3.365004771E1,5.944700241E-1,-5.479736328E-1,3.743663430E-1
3.366000271E1,5.058616400E-1,-7.700635791E-1,4.003433287E-1
3.366995871E1,3.254207969E-1,-7.264016271E-1,2.562801540E-1
3.367991471E1,1.753028780E-1,-5.358456373E-1,3.960203845E-3
3.368986971E1,1.106521022E-2,-3.803891838E-1,-2.171295732E-1
3.369982571E1,-2.106238902E-1,-2.346291244E-1,-3.331976831E-1
3.370978171E1,-3.914123178E-1,-4.188923538E-2,-3.578058183E-1
3.371973708E1,-4.900670648E-1,1.787286699E-1,-3.522664905E-1
3.372969308E1,-4.995287359E-1,3.359388113E-1,-3.272285163E-1
3.373964908E1,-4.211598039E-1,4.146120250E-1,-2.703236341E-1
3.374960408E1,-2.635885477E-1,3.996154964E-1,-1.804121435E-1
3.375956008E1,-8.904375136E-2,3.183033466E-1,-8.858050406E-2
3.376951608E1,4.592871293E-2,2.007809728E-1,-4.090299830E-2
3.377947108E1,1.792625785E-1,1.304564625E-1,-5.585916340E-2
3.378942708E1,2.646696270E-1,1.202469617E-1,-1.202440113E-1
3.379938308E1,2.923069298E-1,1.616513431E-1,-1.539888978E-1
3.380933808E1,2.412703931E-1,2.320653200E-1,-1.516271979E-1
3.381929408E1,1.789223701E-1,2.910427749E-1,-9.869574755E-2
3.382924908E1,1.301263273E-1,2.931751609E-1,-3.901563957E-2
3.383920508E1,1.116588563E-1,2.185814828E-1,1.043492928E-2
3.384916108E1,1.565997154E-1,1.184796393E-1,5.438640714E-2
3.385911608E1,2.187241614E-1,2.968607098E-2,6.765643507E-2
3.386907208E1,2.733320296E-1,-5.002659932E-2,4.785715789E-2
3.387902808E1,3.428853750E-1,-7.002808154E-2,-2.501181327E-3
3.388898308E1,3.657883108E-1,-6.416406482E-2,-6.710706651E-2
3.389893908E1,3.624489605E-1,-5.857488886E-2,-7.058648765E-2
3.390889508E1,3.355489075E-1,-7.514720410E-2,-3.352780640E-2
3.391885008E1,3.053383231E-1,-7.347316295E-2,4.175830260E-2
3.392880608E1,2.975208759E-1,-1.012294292E-1,1.663793325E-1
3.393876108E1,3.382993340E-1,-1.351809353E-1,2.768683732E-1
3.394871708E1,4.178522229E-1,-1.599012017E-1,3.580958545E-1
3.395867308E1,5.076086521E-1,-1.914283186E-1,4.086608291E-1
3.396862808E1,5.991470814E-1,-1.847011745E-1,4.106600583E-1
3.397858408E1,6.519416571E-1,-1.403058916E-1,3.704589307E-1
3.398854008E1,6.165045500E-1,-1.072512716E-1,3.141943216E-1
3.399849508E1,5.097882748E-1,-1.642273739E-2,2.586827874E-1
3.400845108E1,3.904070258E-1,1.295344681E-1,2.364408821E-1
3.401840708E1,2.796366215E-1,3.033376634E-1,2.560618818E-1
3.402836208E1,2.027724683E-1,4.780521989E-1,3.064238429E-1
3.403831808E1,1.742685437E-1,5.689058900E-1,3.931703568E-1
3.404827408E1,1.318664849E-1,4.848410487E-1,4.762974679E-1
3.405822908E1,7.121620327E-2,2.942962945E-1,4.757960737E-1
3.406818508E1,4.990399256E-2,8.619953692E-2,3.902004659E-1
3.407814108E1,9.288989753E-2,-2.697911859E-2,2.564247847E-1
3.408809608E1,1.722475737E-1,-1.589211263E-2,1.612876058E-1
3.409805208E1,2.648420036E-1,1.947837695E-2,1.881944537E-1
3.410800708E1,3.820144236E-1,3.009320423E-2,3.491439521E-1
3.411796308E1,4.709219038E-1,-1.608906873E-2,5.399913192E-1
3.412791908E1,5.064556003E-1,-1.213592961E-1,6.523588896E-1
3.413787408E1,4.683606625E-1,-2.647126615E-1,7.016675472E-1
3.414783008E1,2.985045016E-1,-5.036227107E-1,6.891109943E-1
3.415778608E1,-1.736303605E-2,-7.809185982E-1,4.947057366E-1
3.416774108E1,-3.996920288E-1,-8.745194077E-1,1.136470661E-1
3.417769708E1,-7.333571911E-1,-6.846325397E-1,-2.897431254E-1
3.418765308E1,-9.977286458E-1,-3.778512776E-1,-5.733058453E-1
3.419760808E1,-1.198665977E0,-6.107769907E-2,-7.092571259E-1
3.420756408E1,-1.228346348E0,2.076733410E-1,-6.774590015E-1
3.421752008E1,-1.091723204E0,3.606776297E-1,-5.200378299E-1
3.422747508E1,-8.237118125E-1,3.490297794E-1,-3.113498986E-1
3.423743108E1,-4.911258817E-1,1.655691415E-1,-1.321324855E-1
3.424738608E1,-2.141166329E-1,-1.323674768E-1,-2.714934014E-2
3.425734208E1,-8.243684471E-2,-3.547944427E-1,3.836414777E-3
3.426729808E1,-8.460652083E-2,-4.355076551E-1,-3.352693841E-2
3.427725308E1,-1.462953240E-1,-3.535927534E-1,-1.118778363E-1
3.428720908E1,-2.033596635E-1,-1.568325609E-1,-1.555813849E-1
3.429716508E1,-2.259477675E-1,7.030603290E-2,-1.501345336E-1
3.430712008E1,-2.391932607E-1,2.559685707E-1,-1.267410517E-1
3.431707608E1,-2.387955636E-1,3.705937564E-1,-9.913676232E-2
3.432703208E1,-2.199241370E-1,3.757642806E-1,-7.526072115E-2
3.433698708E1,-1.860981286E-1,2.738364041E-1,-5.404508859E-2
3.434694308E1,-1.468825489E-1,9.629862756E-2,-6.140127033E-2
3.435689908E1,-7.292622328E-2,-3.754230216E-2,-1.047852039E-1
3.436685408E1,1.337244827E-2,-9.232752025E-2,-1.608540714E-1
3.437681008E1,7.790496200E-2,-9.082075208E-2,-2.179855108E-1
3.438676508E1,1.318014860E-1,-1.654732600E-2,-2.350161523E-1
3.439672108E1,1.706210524E-1,1.057483479E-1,-1.759511679E-1
3.440667708E1,1.845648438E-1,2.254539728E-1,-8.485054970E-2
3.441663208E1,1.886295080E-1,3.292889297E-1,-1.969561353E-2
3.442658808E1,1.560952663E-1,3.308570087E-1,-1.073620748E-2
3.443654408E1,1.405481994E-1,1.817417443E-1,-4.035104439E-2
3.444649908E1,1.681907475E-1,-7.806585729E-2,-1.399008036E-1
3.445645508E1,2.337730527E-1,-3.539198637E-1,-3.016547859E-1
3.446641108E1,3.038418889E-1,-4.953970909E-1,-4.581892788E-1
3.447636608E1,3.197074831E-1,-4.776957631E-1,-5.577297211E-1
3.448632208E1,2.753884792E-1,-3.548814356E-1,-5.561041236E-1
3.449627808E1,2.164251655E-1,-1.638231426E-1,-4.579497278E-1
3.450623308E1,2.178608626E-1,4.665846750E-2,-3.182434738E-1
3.451618908E1,2.333126366E-1,1.609639525E-1,-1.954797357E-1
3.452614408E1,1.458283216E-1,1.375073642E-1,-1.520283967E-1
3.453610008E1,-1.304753572E-1,-4.815464374E-3,-2.021719664E-1
3.454605608E1,-5.675346851E-1,-1.843354255E-1,-3.911011219E-1
3.455601108E1,-1.030246615E0,-1.748436987E-1,-6.799180508E-1
3.456596708E1,-1.347033858E0,9.550709277E-2,-9.496129155E-1
3.457592308E1,-1.423835039E0,4.700862169E-1,-1.101947665E0
3.458587808E1,-1.204352498E0,8.098224401E-1,-1.025897861E0
3.459583408E1,-7.494062781E-1,9.420661330E-1,-6.536317468E-1
3.460579008E1,-2.390250266E-1,7.910113931E-1,-1.734904051E-1
3.461574508E1,2.191370726E-1,4.255897999E-1,2.166004628E-1
3.462570108E1,5.375350714E-1,-3.192315251E-2,4.639064074E-1
3.463565608E1,6.219981313E-1,-4.321472645E-1,5.814480186E-1
3.464561208E1,5.166725516E-1,-6.336838007E-1,5.765060186E-1
3.465556808E1,3.438638449E-1,-6.052615047E-1,4.572491646E-1
3.466552308E1,1.592260897E-1,-4.322753847E-1,2.667471468E-1
3.467547908E1,-7.256333530E-2,-2.537418008E-1,8.619263768E-2
3.468543508E1,-3.763495684E-1,-9.910747409E-2,-6.202212721E-2
3.469539008E1,-6.595769525E-1,5.887826160E-2,-1.486790329E-1
3.470534608E1,-8.719712496E-1,1.771106273E-1,-1.904475242E-1
3.471530208E1,-9.816870689E-1,2.264913470E-1,-2.120590061E-1
3.472525721E1,-9.435396791E-1,2.470235229E-1,-1.946733594E-1
3.473521321E1,-7.833418846E-1,2.306508869E-1,-1.184826940E-1
3.474516921E1,-5.488710403E-1,1.732515246E-1,-2.063895576E-2
3.475512421E1,-3.279573023E-1,5.568426102E-2,3.040086664E-2
3.476508021E1,-1.443060040E-1,-4.075945169E-2,5.806045607E-2
3.477503521E1,-4.485381022E-2,-1.505787224E-1,7.586613297E-2
3.478499121E1,3.612793051E-3,-2.189199626E-1,7.578437775E-2
3.479494721E1,1.571842097E-2,-1.927155107E-1,5.528907850E-2
3.480490221E1,-1.009826176E-2,-9.015849978E-2,3.529379889E-2
3.481485821E1,-7.041692734E-2,3.799644765E-3,1.793720759E-2
3.482481421E1,-1.474882662E-1,8.692196012E-2,1.146519277E-2
3.483476921E1,-2.093659192E-1,8.272983134E-2,1.409721840E-2
3.484472521E1,-2.084295452E-1,3.106108401E-3,-1.089068968E-2
3.485468121E1,-1.785906255E-1,-1.263855994E-1,-5.626681820E-2
3.486463621E1,-1.473826468E-1,-2.084399909E-1,-1.172548011E-1
3.487459221E1,-1.015077680E-1,-2.264199555E-1,-1.902246624E-1
3.488454721E1,-5.039158463E-2,-1.673678309E-1,-2.527636886E-1
3.489450321E1,-8.094066754E-3,-7.663545012E-2,-2.520735562E-1
3.490445921E1,3.269650787E-2,-4.548743367E-3,-1.738248318E-1
3.491441421E1,9.317612648E-2,1.347671635E-2,-3.899370134E-2
3.492437021E1,1.795853078E-1,-6.996600423E-3,1.202287078E-1
3.493432621E1,2.688352168E-1,-8.988352492E-3,2.450437248E-1
3.494428121E1,3.668036163E-1,-2.111292630E-2,3.144795299E-1
3.495423721E1,4.691079557E-1,-4.114232212E-2,3.208124042E-1
3.496419321E1,5.735174417E-1,-6.286305934E-2,2.758435905E-1
3.497414821E1,6.453325748E-1,-7.154978067E-2,2.345029712E-1
3.498410421E1,6.367374659E-1,-6.717127562E-2,1.943148077E-1
3.499405921E1,5.750406981E-1,-2.854577824E-2,1.662241518E-1
3.500401521E1,5.155555010E-1,4.418674856E-2,1.524382979E-1
3.501397121E1,5.236263871E-1,1.745633036E-1,1.656864882E-1
3.502392621E1,6.051859856E-1,2.823872268E-1,2.245767117E-1
3.503388221E1,6.766966581E-1,2.768454552E-1,3.009745479E-1
3.504383821E1,6.625874639E-1,2.017802596E-1,3.503836393E-1
3.505379321E1,5.288283825E-1,9.293699265E-2,3.318451643E-1
3.506374921E1,3.090464771E-1,-1.862868108E-2,1.985308081E-1
3.507370521E1,1.313670874E-1,-9.005083144E-2,-2.691621333E-2
3.508366021E1,9.797052294E-2,-9.834951162E-2,-1.961023062E-1
3.509361621E1,1.709136218E-1,-5.285708234E-2,-2.363837212E-1
3.510357221E1,3.077313900E-1,-5.546025001E-3,-1.539666057E-1
3.511352721E1,4.637143910E-1,8.123693988E-3,4.391519725E-2
3.512348321E1,5.460622311E-1,-3.453215584E-2,2.534298003E-1
3.513343821E1,5.156621337E-1,-8.427646756E-2,3.684307933E-1
3.514339421E1,3.319250047E-1,-1.498560011E-1,4.105612040E-1
3.515335021E1,2.724108472E-2,-1.833336949E-1,3.744972944E-1
3.516330521E1,-2.988142371E-1,-1.576283276E-1,2.258771807E-1
3.517326121E1,-5.409696698E-1,-7.478148490E-2,1.808781177E-2
3.518321721E1,-6.847532392E-1,8.824998513E-3,-1.571700275E-1
3.519317221E1,-7.395828962E-1,4.300211743E-2,-2.390250564E-1
3.520312821E1,-6.984482408E-1,1.007452793E-2,-2.505461574E-1
3.521308421E1,-5.494077206E-1,-1.991275698E-2,-1.751504242E-1
3.522303921E1,-3.587408364E-1,-3.982281685E-2,-2.742833830E-2
3.523299521E1,-1.970465779E-1,-4.715297744E-2,1.315292567E-1
3.524295021E1,-1.288177222E-1,-7.941051573E-2,2.496636063E-1
3.525290621E1,-1.440496594E-1,-1.022520587E-1,2.881823182E-1
3.526286221E1,-1.926129311E-1,-8.757537603E-2,2.392440736E-1
3.527281721E1,-2.118745595E-1,-2.652252465E-2,1.539000720E-1
3.528277321E1,-2.094457448E-1,2.442481369E-2,7.907031476E-2
3.529272921E1,-1.794742346E-1,7.725100219E-2,5.094492808E-2
3.530268421E1,-1.355517954E-1,1.250741780E-1,7.219269127E-2
3.531264021E1,-9.029681981E-2,1.433670968E-1,1.175132096E-1
3.532259621E1,-8.243437111E-2,6.203229725E-2,1.473446041E-1
3.533255121E1,-9.488134831E-2,-3.946868330E-2,1.590159982E-1
3.534250721E1,-1.190015972E-1,-1.242341697E-1,1.406553686E-1
3.535246221E1,-1.278098226E-1,-1.417042017E-1,7.495276630E-2
3.536241821E1,-9.980348498E-2,-1.316558421E-1,-1.098450925E-2
3.537237421E1,-3.771318123E-2,-9.947966039E-2,-8.394519985E-2
3.538232921E1,2.804612555E-2,-6.192936003E-2,-1.162267104E-1
3.539228521E1,6.518062204E-2,-3.898631781E-2,-9.915499389E-2
3.540224121E1,2.617090195E-2,-4.702911712E-3,-6.895554811E-2
3.541219621E1,-9.228644520E-2,5.729544908E-2,-6.505306810E-2
3.542215221E1,-2.364662588E-1,6.632409990E-2,-1.226428598E-1
3.543210821E1,-3.418154716E-1,4.525018856E-2,-2.385454774E-1
3.544206321E1,-3.508734107E-1,3.042281605E-3,-3.504994214E-1
3.545201921E1,-2.973051071E-1,-5.328045040E-2,-4.217806458E-1
3.546197421E1,-2.281476110E-1,-1.459861398E-1,-4.170258343E-1
3.547193021E1,-1.574720293E-1,-2.405643612E-1,-3.544583023E-1
3.548188621E1,-1.185829565E-1,-2.814630568E-1,-2.843162417E-1
3.549184121E1,-8.846720308E-2,-2.453081012E-1,-2.122222930E-1
3.550179721E1,-1.448831614E-2,-1.252685040E-1,-1.328395754E-1
3.551175321E1,1.264234334E-1,1.672902517E-2,-7.152902335E-2
3.552170821E1,3.660735786E-1,1.288936436E-1,-2.686701529E-2
3.553166421E1,6.205201149E-1,1.263628751E-1,-9.543982334E-3
3.554162021E1,7.927142978E-1,1.678951830E-2,-2.003923245E-2
3.555157521E1,8.266564012E-1,-1.500178874E-1,-3.172569349E-2
3.556153121E1,6.539024711E-1,-2.705754638E-1,-9.410837293E-2
3.557148621E1,3.480600715E-1,-1.996259838E-1,-2.001736462E-1
3.558144221E1,6.070767716E-2,8.510854840E-2,-3.234651983E-1
3.559139821E1,-9.811353683E-2,4.073933065E-1,-4.177927673E-1
3.560135321E1,-7.867831737E-2,6.618043184E-1,-4.436366260E-1
3.561130921E1,5.601345375E-2,6.911676526E-1,-4.097923040E-1
3.562126521E1,2.709974051E-1,4.353997707E-1,-3.785960376E-1
3.563122021E1,5.701719522E-1,-9.662489593E-2,-3.633980751E-1
3.564117621E1,8.323894739E-1,-6.970105767E-1,-3.196034729E-1
3.565113221E1,8.833792806E-1,-1.104593635E0,-2.786470354E-1
3.566108721E1,7.114018798E-1,-1.199998140E0,-2.569121718E-1
3.567104321E1,3.504713178E-1,-1.090403795E0,-2.370183617E-1
3.568099821E1,-1.105450392E-1,-8.245230913E-1,-2.783695459E-1
3.569095421E1,-5.016716719E-1,-4.785316885E-1,-3.489371538E-1
3.570091021E1,-7.619256377E-1,-1.647231579E-1,-4.082478881E-1
3.571086521E1,-9.091510773E-1,5.785159394E-2,-4.640544057E-1
3.572082121E1,-9.554080367E-1,1.694154143E-1,-5.008726120E-1
3.573077721E1,-8.749525547E-1,2.459598184E-1,-4.509321749E-1
3.574073221E1,-7.023861408E-1,2.960144877E-1,-2.996577024E-1
3.575068821E1,-4.523128271E-1,3.952177167E-1,-9.889910370E-2
3.576064421E1,-1.544366479E-1,5.295467377E-1,1.234807074E-1
3.577059921E1,1.344807297E-1,6.131100655E-1,3.054482341E-1
3.578055521E1,3.821150362E-1,5.813542604E-1,4.445507526E-1
3.579051021E1,5.663560629E-1,4.871090651E-1,5.152810216E-1
3.580046621E1,6.726926565E-1,4.093626142E-1,5.115445852E-1
3.581042221E1,6.921868324E-1,3.569173217E-1,4.663402736E-1
3.582037721E1,6.054564714E-1,2.789628506E-1,4.127345681E-1
3.583033321E1,4.235579967E-1,1.612589955E-1,3.482847810E-1
3.584028921E1,2.468415648E-1,3.996186331E-2,2.802306414E-1
3.585024421E1,1.616486162E-1,-3.115770593E-2,2.462630123E-1
3.586020021E1,1.327184290E-1,-3.456442058E-2,2.411915511E-1
3.587015621E1,1.283989996E-1,1.416265406E-2,2.685210407E-1
3.588011121E1,1.360100359E-1,1.025862619E-1,3.076066673E-1
3.589006721E1,1.306678802E-1,1.868288964E-1,3.412483931E-1
3.590002221E1,8.455765247E-2,2.054233551E-1,3.528408706E-1
3.590997821E1,4.683856666E-2,1.752849966E-1,3.348468840E-1
3.591993421E1,3.285351023E-2,1.084814668E-1,2.787500620E-1
3.592988921E1,4.464745149E-2,4.130396619E-2,1.988018900E-1
3.593984521E1,8.064513654E-2,-5.287872627E-2,1.293101758E-1
3.594980121E1,1.522089988E-1,-1.714060158E-1,1.160799041E-1
3.595975621E1,2.185720354E-1,-3.061555624E-1,1.656924635E-1
3.596971221E1,2.545780838E-1,-3.518694341E-1,2.489532083E-1
3.597966821E1,2.907129228E-1,-2.494024634E-1,3.384955823E-1
3.598962321E1,3.327239156E-1,-4.598738253E-2,4.088869989E-1
3.599957921E1,3.752319813E-1,1.526865661E-1,4.419677258E-1
3.600953421E1,4.342257977E-1,3.008291423E-1,4.493763745E-1
3.601949021E1,5.258614421E-1,4.212961793E-1,4.651284218E-1
3.602944621E1,5.935990214E-1,4.993260801E-1,4.877400994E-1
3.603940121E1,6.024316549E-1,5.044997931E-1,5.122377276E-1
3.604935721E1,4.836883843E-1,3.815575838E-1,5.218318105E-1
3.605931321E1,2.489070445E-1,1.645613462E-1,4.755734503E-1
3.606926821E1,3.140754998E-2,-1.028052252E-2,3.427274525E-1
3.607922421E1,-4.579668865E-2,-8.691751212E-2,1.936913729E-1
3.608918021E1,2.678199671E-2,-9.446231276E-2,1.144329011E-1
3.609913521E1,2.325940132E-1,-1.420528721E-2,1.240213439E-1
3.610909121E1,4.766727090E-1,3.412271291E-2,2.289958894E-1
3.611904621E1,6.307471991E-1,-5.138366669E-2,4.034779370E-1
3.612900221E1,6.627888680E-1,-2.138486505E-1,5.462778211E-1
3.613895821E1,5.613482594E-1,-3.640160561E-1,6.107598543E-1
3.614891321E1,2.887236178E-1,-5.045988560E-1,5.804699063E-1
3.615886921E1,-4.159117118E-2,-5.368552804E-1,4.511198997E-1
3.616882521E1,-3.323050141E-1,-4.037741125E-1,2.559598088E-1
3.617878021E1,-5.685098171E-1,-1.535381675E-1,5.373454094E-2
3.618873621E1,-7.412559986E-1,9.525244683E-2,-9.815044701E-2
3.619869221E1,-8.355004787E-1,2.637077570E-1,-1.733890027E-1
3.620864721E1,-8.175808191E-1,3.406584859E-1,-1.530445963E-1
3.621860321E1,-7.083361149E-1,3.262449205E-1,-7.430663705E-2
3.622855821E1,-5.183324814E-1,2.629628181E-1,4.126688838E-2
3.623851421E1,-3.471878469E-1,1.341142803E-1,1.362487972E-1
3.624847021E1,-2.275197208E-1,2.382102422E-2,1.751595885E-1
3.625842521E1,-1.628160924E-1,-4.759190977E-2,1.723669916E-1
3.626838121E1,-1.827726960E-1,-1.001683325E-1,1.066895872E-1
3.627833721E1,-2.371597737E-1,-9.889613837E-2,1.042110845E-2
3.628829221E1,-2.940335870E-1,-6.693386286E-2,-7.720131427E-2
3.629824821E1,-3.052401841E-1,-2.595819905E-2,-1.179652587E-1
3.630820421E1,-2.935392559E-1,-2.528775297E-2,-1.379762888E-1
3.631815921E1,-2.456316799E-1,-4.824713245E-2,-1.207975671E-1
3.632811521E1,-2.122391611E-1,-1.236009896E-1,-8.649847656E-2
3.633807021E1,-2.397634685E-1,-2.214188874E-1,-6.442433596E-2
3.634802621E1,-3.089134097E-1,-2.672299743E-1,-7.066258043E-2
3.635798221E1,-3.672662079E-1,-2.542808652E-1,-1.071343049E-1
3.636793721E1,-3.911304474E-1,-2.004706860E-1,-1.688956320E-1
3.637789321E1,-3.727876544E-1,-1.141033024E-1,-2.302330285E-1
3.638784921E1,-2.842143178E-1,2.566762455E-2,-2.592462897E-1
3.639780421E1,-1.548027992E-1,1.458267868E-1,-2.518522739E-1
3.640776021E1,-3.524464741E-2,1.935098320E-1,-1.870997697E-1
3.641771521E1,6.405211240E-2,1.737031043E-1,-8.882619441E-2
3.642767121E1,1.368512511E-1,1.307369918E-1,-6.748651154E-3
3.643762721E1,1.975958198E-1,4.399822094E-3,5.214129761E-2
3.644758221E1,2.308465838E-1,-1.952762008E-1,7.357078791E-2
3.645753821E1,2.083910704E-1,-4.023124874E-1,3.770705685E-2
3.646749421E1,1.229147539E-1,-5.485374331E-1,-4.139368981E-2
3.647744921E1,-2.144934982E-2,-5.860355496E-1,-1.560803205E-1
3.648740521E1,-1.582817882E-1,-5.022109151E-1,-2.567235827E-1
3.649736121E1,-2.163722515E-1,-3.229764700E-1,-2.957673967E-1
3.650731621E1,-1.819350868E-1,-1.424351037E-1,-2.880554497E-1
3.651727221E1,-1.228137165E-1,-1.036264598E-1,-2.231973559E-1
3.652722721E1,-1.577794552E-1,-2.382188737E-1,-1.513235867E-1
3.653718321E1,-3.370176852E-1,-3.970058858E-1,-1.539848894E-1
3.654713921E1,-5.926256776E-1,-3.981736600E-1,-2.505265474E-1
3.655709421E1,-7.879242897E-1,-1.276292503E-1,-3.741036355E-1
3.656705021E1,-7.728526592E-1,2.785658836E-1,-4.347932041E-1
3.657700621E1,-5.048297048E-1,6.273153424E-1,-3.843361437E-1
3.658696121E1,-1.214435846E-1,6.872482896E-1,-2.301486135E-1
3.659691721E1,2.753796577E-1,4.677270651E-1,6.649015471E-3
3.660687321E1,6.173987985E-1,8.799398690E-2,2.447074652E-1
3.661682821E1,8.425560594E-1,-3.300575912E-1,3.870906830E-1
3.662678421E1,9.253952503E-1,-6.314536333E-1,4.302690625E-1
3.663673921E1,8.405690193E-1,-7.018444538E-1,3.790958822E-1
3.664669521E1,6.654572487E-1,-5.384643674E-1,2.630532980E-1
3.665665121E1,4.404454529E-1,-2.983090281E-1,7.608848810E-2
3.666660621E1,2.181717455E-1,-1.409403682E-1,-1.168370396E-1
3.667656221E1,-4.003557563E-2,-1.365309656E-1,-2.581600845E-1
3.668651821E1,-3.225882947E-1,-2.273600101E-1,-3.722972870E-1
3.669647321E1,-4.927118421E-1,-2.238646150E-1,-4.422742426E-1
3.670642921E1,-5.288973451E-1,-1.004383564E-1,-4.661739171E-1
3.671638421E1,-4.729917645E-1,6.958477199E-2,-4.440340102E-1
3.672634058E1,-3.728108406E-1,2.395311892E-1,-3.666486740E-1
3.673629658E1,-2.779133618E-1,3.872399628E-1,-2.664448321E-1
3.674625158E1,-2.068372667E-1,4.569579065E-1,-1.859619021E-1
3.675620758E1,-1.221106723E-1,4.374071062E-1,-1.556300968E-1
3.676616358E1,-3.507144377E-2,3.514413834E-1,-1.492296010E-1
3.677611858E1,3.688343987E-2,2.735116780E-1,-1.385093182E-1
3.678607458E1,1.059574112E-1,2.564538121E-1,-9.428749979E-2
3.679603058E1,1.327975541E-1,1.987622976E-1,-3.991240636E-2
3.680598558E1,1.380344033E-1,1.300836354E-1,1.163706928E-2
3.681594158E1,1.306505203E-1,3.130565956E-2,5.496829748E-2
3.682589658E1,1.180338785E-1,-6.266549975E-2,7.149156183E-2
3.683585258E1,1.112556010E-1,-1.240103543E-1,6.557987630E-2
3.684580858E1,8.528485894E-2,-1.446702778E-1,2.469234727E-2
3.685576358E1,6.606988609E-2,-1.009984314E-1,-3.726849332E-2
3.686571958E1,4.449292645E-2,1.726524718E-2,-1.200675741E-1
3.687567558E1,2.976937406E-2,1.711075455E-1,-2.101974636E-1
3.688563058E1,2.640942670E-2,2.784765065E-1,-2.765379846E-1
3.689558658E1,2.440406568E-2,3.630001843E-1,-3.174095154E-1
3.690554158E1,4.486612976E-2,4.141498506E-1,-3.197719455E-1
3.691549758E1,1.320343167E-1,4.130925536E-1,-2.797571421E-1
3.692545358E1,2.844527364E-1,3.677544296E-1,-2.012995332E-1
3.693540858E1,4.522747695E-1,3.099571764E-1,-1.097800061E-1
3.694536458E1,5.834012628E-1,2.711427212E-1,-3.153236583E-2
3.695532058E1,6.448153257E-1,2.466975600E-1,9.409742430E-3
3.696527558E1,6.414726377E-1,2.531009614E-1,3.130673990E-2
3.697523158E1,5.896787047E-1,2.549028695E-1,5.094515532E-2
3.698518758E1,4.952859879E-1,2.618070543E-1,3.116534278E-2
3.699514258E1,4.429751337E-1,2.941980064E-1,-1.505594980E-2
3.700509858E1,4.381946921E-1,3.552857637E-1,-7.035256177E-2
3.701505358E1,4.269183278E-1,3.988641202E-1,-1.102384552E-1
3.702500958E1,3.688691556E-1,3.893089890E-1,-1.006823406E-1
3.703496558E1,2.329062372E-1,3.153223991E-1,-6.827859581E-2
3.704492058E1,3.094621934E-2,1.620710194E-1,-7.730873674E-2
3.705487658E1,-1.793897152E-1,-5.454863235E-2,-1.780060381E-1
3.706483258E1,-2.861100435E-1,-1.508616954E-1,-3.633136749E-1
3.707478758E1,-2.443988323E-1,-5.237267539E-2,-5.189692974E-1
3.708474358E1,-8.388465643E-2,1.064621881E-1,-5.495981574E-1
3.709469958E1,1.042836532E-1,1.902012825E-1,-4.289343059E-1
3.710465458E1,2.447694540E-1,1.550858766E-1,-1.907740682E-1
3.711461058E1,2.840569615E-1,1.613118127E-2,6.269574910E-2
3.712456558E1,1.975855976E-1,-1.572353542E-1,2.295733243E-1
3.713452158E1,6.362643093E-3,-2.315250337E-1,2.753328085E-1
3.714447758E1,-2.228930444E-1,-2.011914253E-1,2.513032556E-1
3.715443258E1,-4.276600480E-1,-1.001638845E-1,1.747275442E-1
3.716438858E1,-5.652301908E-1,3.475039452E-2,6.639050692E-2
3.717434458E1,-6.508702636E-1,1.395543069E-1,-3.123512305E-2
3.718429958E1,-6.883170605E-1,1.845500767E-1,-8.032002300E-2
