"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.836979221E1,-2.213920094E-2,5.673318505E-1,-9.246462584E-2
5.837974721E1,-1.406946182E-1,3.392398655E-1,-7.673945278E-2
5.838970321E1,-4.158787727E-1,-1.020840108E-1,-1.470059007E-1
5.839965821E1,-7.620926499E-1,-4.590131044E-1,-3.367654383E-1
5.840961421E1,-9.461503625E-1,-5.129311681E-1,-5.601451993E-1
5.841956921E1,-9.165980816E-1,-3.209507763E-1,-7.471965551E-1
5.842952521E1,-6.424645782E-1,1.607637554E-1,-8.220683336E-1
5.843948121E1,-2.337167710E-1,5.730003119E-1,-6.552876234E-1
5.844943621E1,1.586525738E-1,6.694594026E-1,-3.138266206E-1
5.845939221E1,4.802774787E-1,4.618809223E-1,6.801131368E-2
5.846934721E1,6.872692108E-1,9.565374255E-2,3.806454837E-1
5.847930321E1,6.962184906E-1,-2.432052642E-1,5.605726242E-1
5.848925821E1,5.350152850E-1,-4.974014163E-1,6.069289446E-1
5.849921421E1,2.756199539E-1,-6.533004642E-1,4.813412130E-1
5.850916921E1,4.830433801E-2,-6.013936996E-1,1.910256743E-1
5.851912521E1,-1.436808109E-1,-4.069344699E-1,-1.589962542E-1
5.852908021E1,-3.842746615E-1,-1.713555306E-1,-4.186173081E-1
5.853903621E1,-6.699122787E-1,1.584232226E-2,-5.567219257E-1
5.854899221E1,-9.028738141E-1,1.524119824E-1,-6.018621325E-1
5.855894721E1,-9.859002233E-1,2.467193156E-1,-5.726488233E-1
5.856890321E1,-8.938201070E-1,2.890226245E-1,-4.690467417E-1
5.857885821E1,-6.814069152E-1,2.411872000E-1,-3.523558080E-1
5.858881421E1,-4.055469334E-1,9.853323549E-2,-2.665966749E-1
5.859876921E1,-1.359343380E-1,-8.294015378E-2,-2.105509788E-1
5.860872521E1,8.293611556E-2,-2.109198570E-1,-1.896911412E-1
5.861868021E1,2.317484915E-1,-2.515722215E-1,-1.807232201E-1
5.862863621E1,3.236936927E-1,-2.127878666E-1,-1.587619632E-1
5.863859221E1,4.073302746E-1,-1.440769881E-1,-1.267917752E-1
5.864854721E1,4.693422318E-1,-6.973676383E-2,-1.054050699E-1
5.865850321E1,5.144550800E-1,-2.247603983E-2,-9.678334743E-2
5.866845821E1,5.364903212E-1,8.088149130E-3,-9.503871948E-2
5.867841421E1,5.528911352E-1,6.577834487E-2,-8.559754491E-2
5.868836921E1,4.765118957E-1,3.075073659E-2,-1.318184286E-1
5.869832521E1,3.548304737E-1,1.646900363E-2,-1.992211640E-1
5.870828021E1,2.225154191E-1,-2.767047845E-2,-2.711108923E-1
5.871823621E1,5.728464946E-2,-1.156421453E-1,-3.850020468E-1
5.872819121E1,-7.647341490E-2,-1.730702519E-1,-5.144328475E-1
5.873814721E1,-1.414255202E-1,-1.833095700E-1,-6.052234769E-1
5.874810300E1,-1.552684009E-1,-1.462715119E-1,-6.235332489E-1
5.875805800E1,-1.367104203E-1,-7.343032956E-2,-5.758078098E-1
5.876801400E1,-8.563739061E-2,-1.255629584E-2,-4.276701808E-1
5.877796900E1,1.095599774E-2,4.775791243E-2,-2.195121944E-1
5.878792500E1,1.535229981E-1,5.702944100E-2,-5.425735842E-3
5.879788000E1,3.255126178E-1,1.914437488E-2,1.684525758E-1
5.880783600E1,4.328602254E-1,-4.814386740E-2,2.170162052E-1
5.881779100E1,4.672261775E-1,-1.472656429E-1,2.072397321E-1
5.882774700E1,4.497026801E-1,-2.137226015E-1,1.749812514E-1
5.883770200E1,3.557055891E-1,-2.632826865E-1,9.847662598E-2
5.884765800E1,2.424530387E-1,-2.158483863E-1,2.810253575E-2
5.885761400E1,1.870979071E-1,-7.612964511E-2,9.999698028E-3
5.886756900E1,1.835725456E-1,1.354678422E-1,6.187160313E-2
5.887752500E1,1.686399430E-1,3.232196569E-1,1.545370966E-1
5.888748000E1,1.086724401E-1,3.819129467E-1,2.321078926E-1
5.889743600E1,1.786743850E-2,3.351459801E-1,2.492953837E-1
5.890739100E1,-8.010842651E-2,2.377906144E-1,1.424002945E-1
5.891734700E1,-1.022731215E-1,1.815246791E-1,-5.442353711E-2
5.892730200E1,-4.518709332E-2,1.679685861E-1,-2.260504067E-1
5.893725800E1,1.647253893E-2,1.864027083E-1,-2.741436362E-1
5.894721300E1,2.398917824E-2,1.605343819E-1,-2.068533599E-1
5.895716900E1,-1.613374054E-2,7.941396534E-2,-5.409283563E-2
5.896712500E1,-8.930490166E-2,-9.397238493E-2,1.463451385E-1
5.897708000E1,-2.134825140E-1,-3.078945279E-1,3.236594796E-1
5.898703600E1,-3.437749743E-1,-4.580518007E-1,4.236866832E-1
5.899699100E1,-4.102791548E-1,-4.672607481E-1,4.432380199E-1
5.900694700E1,-4.250631332E-1,-3.579688668E-1,3.685927689E-1
5.901690200E1,-4.290775657E-1,-1.074530110E-1,2.407149523E-1
5.902685800E1,-4.569339454E-1,1.915012896E-1,1.464626640E-1
5.903681300E1,-5.432544351E-1,3.997384012E-1,7.455251366E-2
5.904676900E1,-6.239699721E-1,4.741584063E-1,4.579912499E-2
5.905672400E1,-6.604363918E-1,4.604870677E-1,5.341869220E-2
5.906668000E1,-6.642866731E-1,3.785115778E-1,5.755696073E-2
5.907663600E1,-6.628661156E-1,1.881251484E-1,1.946736500E-2
5.908659100E1,-6.077177525E-1,-2.228297479E-2,-2.348987758E-2
5.909654700E1,-5.185900331E-1,-2.187073529E-1,-5.202831328E-2
5.910650200E1,-3.700681925E-1,-3.296871483E-1,-2.589125000E-2
5.911645800E1,-1.955285966E-1,-3.742008209E-1,3.724857047E-2
5.912641300E1,-2.718633413E-2,-2.727846503E-1,9.379523247E-2
5.913636900E1,9.602507949E-2,-1.384931505E-1,1.650542319E-1
5.914632400E1,1.743463576E-1,-2.678856626E-2,2.587590814E-1
5.915628000E1,2.075200230E-1,1.619511843E-2,3.324085176E-1
5.916623600E1,2.078279406E-1,-2.512980625E-2,3.575654924E-1
5.917619100E1,1.899362952E-1,-1.320144385E-1,2.984640896E-1
5.918614700E1,2.126570642E-1,-2.823044062E-1,1.978475153E-1
5.919610200E1,2.871811092E-1,-3.900359273E-1,7.787424326E-2
5.920605800E1,3.810569644E-1,-4.015159905E-1,-1.898609847E-2
5.921601300E1,4.239886999E-1,-3.553913832E-1,-6.487608701E-2
5.922596900E1,3.930788040E-1,-2.768858373E-1,-7.208739221E-2
5.923592400E1,3.180671334E-1,-1.517425925E-1,-5.563411489E-2
5.924588000E1,2.174850404E-1,-2.181298286E-2,-4.648899660E-2
5.925583500E1,1.258331537E-1,6.791690737E-2,-7.390730828E-2
5.926579100E1,7.005158067E-2,9.863525629E-2,-1.224942431E-1
5.927574700E1,8.443797380E-2,2.748305537E-2,-1.761721075E-1
5.928570200E1,1.518723071E-1,-1.294010282E-1,-2.257258445E-1
5.929565800E1,2.707699239E-1,-3.531393111E-1,-2.677393258E-1
5.930561300E1,4.689194858E-1,-5.240226984E-1,-2.362562418E-1
5.931556900E1,6.732356548E-1,-6.509284377E-1,-1.391925514E-1
5.932552400E1,8.817372322E-1,-6.526345611E-1,-7.228488568E-3
5.933548000E1,1.048806071E0,-6.344814301E-1,9.331782907E-2
5.934543500E1,1.149224520E0,-6.065751314E-1,1.211154237E-1
5.935539100E1,1.189224720E0,-4.917585850E-1,1.166546270E-1
5.936534600E1,1.179598689E0,-3.761604130E-1,1.099532619E-1
5.937530200E1,1.108879447E0,-2.896846235E-1,9.982712567E-2
5.938525800E1,9.200018644E-1,-3.166803718E-1,8.040833473E-2
5.939521300E1,5.150130987E-1,-4.648344219E-1,3.578733280E-2
5.940516900E1,-7.046878338E-2,-5.680412650E-1,-1.457212567E-1
5.941512400E1,-6.017539501E-1,-3.815478384E-1,-4.473266602E-1
5.942508000E1,-9.204523563E-1,5.235616118E-2,-7.386556864E-1
5.943503500E1,-1.024905324E0,6.186467409E-1,-8.987931609E-1
5.944499100E1,-9.888151884E-1,1.079898238E0,-9.285665154E-1
5.945494600E1,-8.996312618E-1,1.263582826E0,-8.613512516E-1
5.946490200E1,-7.459436655E-1,1.164458871E0,-6.586565971E-1
5.947485700E1,-5.449101925E-1,8.684471846E-1,-3.928038776E-1
5.948481300E1,-3.476696312E-1,3.896666169E-1,-1.468608081E-1
5.949476800E1,-2.183476090E-1,-1.401162744E-1,1.380211115E-2
5.950472400E1,-1.116154119E-1,-5.430837870E-1,6.733629853E-2
5.951468000E1,6.778869778E-3,-7.252557278E-1,4.504617676E-2
5.952463500E1,4.763478041E-2,-8.151699305E-1,-4.856476188E-2
5.953459100E1,1.837997348E-3,-8.146538138E-1,-1.919802576E-1
5.954454600E1,-7.734800130E-2,-7.024211884E-1,-2.934989035E-1
5.955450200E1,-2.016438544E-1,-4.821513891E-1,-3.139080405E-1
5.956445700E1,-3.958986104E-1,-1.209816262E-1,-2.825985551E-1
5.957441300E1,-6.099618673E-1,2.802438140E-1,-2.050464898E-1
5.958436800E1,-7.127191424E-1,5.606797934E-1,-8.299781382E-2
5.959432400E1,-6.368923187E-1,6.755741239E-1,4.901853576E-2
5.960428000E1,-3.953575790E-1,6.321688294E-1,1.748821586E-1
5.961423500E1,-1.393817365E-1,3.972377777E-1,2.428047508E-1
5.962419100E1,8.803200722E-2,4.602897167E-2,2.258400619E-1
5.963414600E1,2.847362757E-1,-2.548845410E-1,1.457508057E-1
5.964410200E1,4.144138098E-1,-4.248091280E-1,5.423958600E-2
5.965405700E1,4.382840097E-1,-4.856429100E-1,-1.170800440E-2
5.966401300E1,3.774764240E-1,-4.335086644E-1,-4.211803153E-2
5.967396800E1,2.578411102E-1,-2.725860775E-1,-3.921198845E-2
5.968392400E1,9.974098951E-2,-6.765310466E-2,-3.627366200E-2
5.969387900E1,-5.241604894E-2,9.191205353E-2,-2.535816655E-2
5.970383500E1,-2.073682100E-1,1.349823177E-1,-5.084389448E-2
5.971379000E1,-3.112605214E-1,1.484837532E-1,-1.172423586E-1
5.972374600E1,-3.528472781E-1,1.309163272E-1,-2.033742517E-1
5.973370200E1,-3.374654055E-1,6.367897242E-2,-2.882196009E-1
5.974365646E1,-2.444269806E-1,-4.766140599E-3,-3.424655795E-1
5.975361246E1,-8.500827849E-2,-4.170365259E-2,-3.191474676E-1
5.976356746E1,7.281643152E-2,-5.032471195E-2,-2.240659297E-1
5.977352346E1,1.706250161E-1,-2.281798795E-2,-1.001131013E-1
5.978347846E1,1.935937554E-1,3.629438579E-2,8.365237154E-3
5.979343446E1,1.670092791E-1,1.421127021E-1,1.006357744E-1
5.980338946E1,1.173088700E-1,2.346288711E-1,1.479967982E-1
5.981334546E1,1.328968704E-1,3.229094446E-1,1.400922686E-1
5.982330046E1,2.074563205E-1,3.925392926E-1,9.694905579E-2
5.983325646E1,2.986839414E-1,4.194529355E-1,5.318399891E-2
5.984321246E1,3.626823127E-1,4.233607352E-1,3.104145266E-2
5.985316746E1,3.971268237E-1,4.355960786E-1,2.269963361E-2
5.986312346E1,4.391184747E-1,5.285364985E-1,5.465538427E-2
5.987307846E1,4.420216084E-1,5.777442455E-1,1.303240508E-1
5.988303446E1,3.714723289E-1,5.335115194E-1,2.001372129E-1
5.989298946E1,2.670050561E-1,4.247823656E-1,2.131915092E-1
5.990294546E1,2.172937542E-1,2.845849097E-1,1.297995299E-1
5.991290046E1,2.620393932E-1,1.484480947E-1,-8.461680263E-3
5.992285646E1,3.452139199E-1,3.713927418E-2,-8.504432440E-2
5.993281146E1,4.397287071E-1,-1.224798523E-2,-6.399283558E-2
5.994276746E1,5.420859456E-1,2.679316141E-2,8.872325718E-2
5.995272346E1,6.138765216E-1,3.946341202E-2,3.137691617E-1
5.996267846E1,6.225682497E-1,-1.058449224E-2,5.192473531E-1
5.997263446E1,5.464678407E-1,-1.124080569E-1,6.541564465E-1
5.998258946E1,3.478952348E-1,-2.262161970E-1,7.044215202E-1
5.999254546E1,3.624041378E-2,-3.514667749E-1,6.637736559E-1
6.000250046E1,-2.912532687E-1,-3.966589272E-1,4.883008003E-1
6.001245646E1,-5.379530787E-1,-3.217785656E-1,2.381580770E-1
6.002241146E1,-6.975740194E-1,-1.595814526E-1,1.404388715E-2
6.003236746E1,-7.598073483E-1,-5.968986079E-5,-1.345951259E-1
6.004232246E1,-7.632873654E-1,1.343576014E-1,-2.067428827E-1
6.005227846E1,-7.371540070E-1,2.204852849E-1,-1.842098832E-1
6.006223446E1,-6.835566163E-1,2.683696151E-1,-6.376433372E-2
6.007218946E1,-5.711498857E-1,2.411563993E-1,1.108487546E-1
6.008214546E1,-4.067386985E-1,1.586945206E-1,2.849625647E-1
6.009210046E1,-2.060029507E-1,6.546629965E-2,4.140526652E-1
6.010205646E1,-1.598141342E-2,-2.187906206E-2,4.902526140E-1
6.011201146E1,1.239722297E-1,-1.234903708E-1,4.892664552E-1
6.012196746E1,2.206574529E-1,-1.827132702E-1,4.302834868E-1
6.013192246E1,2.625117004E-1,-2.064348459E-1,3.426676393E-1
6.014187846E1,2.620949447E-1,-1.895245165E-1,2.814275026E-1
6.015183346E1,2.374644279E-1,-1.457032710E-1,2.488623559E-1
6.016178946E1,2.006164044E-1,-7.731648535E-2,2.369239479E-1
6.017174546E1,1.594625711E-1,-2.708234638E-2,2.290005088E-1
6.018170046E1,1.335167289E-1,-1.147906063E-3,2.215381712E-1
6.019165646E1,8.038559556E-2,8.726343513E-4,2.085123807E-1
6.020161146E1,1.097057946E-2,-3.018576466E-2,1.597318351E-1
6.021156746E1,-2.899680845E-2,-2.572150715E-2,8.021064103E-2
6.022152246E1,-2.269697003E-2,-3.295037523E-2,-3.760501742E-2
6.023147846E1,-2.124052495E-3,-7.639265060E-2,-1.369369328E-1
6.024143346E1,1.018404216E-2,-1.338265538E-1,-1.990499347E-1
6.025138946E1,-1.874750713E-3,-1.845163703E-1,-2.324459702E-1
6.026134446E1,-1.921571605E-2,-2.291087955E-1,-2.278584689E-1
6.027130046E1,-2.099231072E-2,-2.694346309E-1,-1.919790357E-1
6.028125646E1,1.430020016E-2,-3.370248079E-1,-1.380033642E-1
6.029121146E1,6.050737575E-2,-4.518720210E-1,-1.090095341E-1
6.030116746E1,1.144371778E-1,-5.097970963E-1,-1.131396070E-1
6.031112246E1,1.623972356E-1,-4.896350503E-1,-1.215727776E-1
6.032107846E1,1.877217442E-1,-4.208664298E-1,-1.276938468E-1
6.033103346E1,2.023664713E-1,-3.289031982E-1,-1.376253068E-1
6.034098946E1,2.468308061E-1,-2.217404246E-1,-1.252684593E-1
6.035094446E1,3.348453641E-1,-1.301929355E-1,-8.181951940E-2
6.036090046E1,4.149491489E-1,-8.958475292E-2,-3.382230178E-2
6.037085546E1,3.924401104E-1,-7.375864685E-2,1.677775756E-2
6.038081146E1,1.884966642E-1,-7.767862827E-2,3.443453461E-2
6.039076746E1,-1.826987118E-1,-2.703861892E-2,-5.326469243E-2
6.040072246E1,-5.306487083E-1,1.552251577E-1,-2.132600695E-1
6.041067846E1,-6.697165966E-1,4.751070142E-1,-3.629097342E-1
6.042063346E1,-5.850894451E-1,7.637199759E-1,-4.230889380E-1
6.043058946E1,-3.482462466E-1,9.148207903E-1,-3.732028604E-1
6.044054446E1,-4.940401390E-2,8.780242205E-1,-2.319542170E-1
6.045050046E1,2.654484808E-1,7.054694891E-1,-3.672453389E-2
6.046045546E1,4.845589101E-1,4.330838025E-1,1.742821038E-1
6.047041146E1,5.092415810E-1,8.108394593E-2,3.495987952E-1
6.048036646E1,3.500974476E-1,-2.613466382E-1,4.231721461E-1
6.049032246E1,1.434475929E-1,-4.632094502E-1,3.589896858E-1
6.050027846E1,-7.306493819E-3,-5.044847727E-1,1.789425910E-1
6.051023346E1,-1.982285082E-1,-4.145471752E-1,-5.317001045E-2
6.052018946E1,-4.072447121E-1,-2.149845064E-1,-2.150245011E-1
6.053014446E1,-5.979398489E-1,8.602433652E-2,-2.851154506E-1
6.054010046E1,-7.779928446E-1,3.543575406E-1,-2.923912704E-1
6.055005546E1,-8.725105524E-1,5.493816137E-1,-1.984725147E-1
6.056001146E1,-8.123688102E-1,6.291332841E-1,-2.743166126E-2
6.056996646E1,-5.962575674E-1,5.636109710E-1,1.256034225E-1
6.057992246E1,-2.580681741E-1,3.498929739E-1,2.120854110E-1
6.058987746E1,1.169464439E-1,5.516332760E-2,2.408768386E-1
6.059983346E1,4.362336397E-1,-1.968430579E-1,2.239750475E-1
6.060978846E1,6.377965808E-1,-3.587459624E-1,1.573427469E-1
6.061974446E1,7.152360678E-1,-4.164740741E-1,6.493677944E-2
6.062970046E1,6.657158732E-1,-3.783881962E-1,7.682011928E-3
6.063965546E1,4.873537719E-1,-2.878010571E-1,-2.543596923E-2
6.064961146E1,2.954703569E-1,-1.127557233E-1,-5.741094798E-2
6.065956646E1,1.563155651E-1,6.982987374E-2,-8.161350340E-2
6.066952246E1,4.861359298E-2,1.591941118E-1,-9.078942239E-2
6.067947746E1,-1.977924071E-2,1.397579312E-1,-1.189546362E-1
6.068943346E1,-5.279817805E-2,6.395770609E-2,-1.844516098E-1
6.069938846E1,-4.200911522E-2,-9.940077551E-3,-2.651006877E-1
6.070934446E1,-4.623741657E-2,-8.861091733E-2,-3.677586317E-1
6.071929946E1,-6.611331552E-2,-1.188334301E-1,-4.721299410E-1
6.072925546E1,-9.263786674E-2,-9.207159281E-2,-5.039829612E-1
6.073921146E1,-1.485946476E-1,-7.939226180E-2,-4.919833839E-1
6.074916708E1,-1.940476149E-1,-3.484609351E-2,-4.376508892E-1
6.075912308E1,-1.887394935E-1,2.396288700E-2,-3.162927628E-1
6.076907808E1,-1.219109371E-1,5.661910027E-2,-1.544625610E-1
6.077903408E1,7.462030742E-3,3.628014773E-2,-1.454171631E-2
6.078898908E1,1.766715646E-1,-4.729570448E-2,7.522971183E-2
6.079894508E1,3.115459979E-1,-1.365345567E-1,1.006916091E-1
6.080890008E1,3.992233872E-1,-1.847247332E-1,8.115519583E-2
6.081885608E1,4.648498595E-1,-1.127886027E-1,3.690992668E-2
6.082881108E1,4.824999571E-1,-4.402472079E-2,-2.242271556E-3
6.083876708E1,4.526174366E-1,6.252829451E-3,-1.073748991E-2
6.084872308E1,4.049673378E-1,1.081123501E-1,3.011346329E-3
6.085867808E1,3.317294419E-1,2.621364594E-1,5.089100450E-2
6.086863408E1,1.924575865E-1,4.154487848E-1,1.103958786E-1
6.087858908E1,1.196018048E-2,4.520502985E-1,1.295450032E-1
6.088854508E1,-1.150414422E-1,3.356789351E-1,3.914719447E-2
6.089850008E1,-9.310689569E-2,1.321455538E-1,-1.429207176E-1
6.090845608E1,4.213188589E-2,-3.010566533E-2,-3.116237223E-1
6.091841108E1,1.639036536E-1,-1.239007264E-1,-3.610738516E-1
6.092836708E1,2.005178630E-1,-1.617415696E-1,-2.733264267E-1
6.093832208E1,1.369789094E-1,-1.341051012E-1,-7.204284519E-2
6.094827808E1,-1.669187471E-2,-7.829376310E-2,1.457571238E-1
6.095823308E1,-2.255016118E-1,-7.032994926E-2,2.805308104E-1
6.096818908E1,-3.980723321E-1,-7.837828994E-2,3.230449855E-1
6.097814508E1,-4.984315932E-1,-6.137877703E-2,2.458681315E-1
6.098810008E1,-5.534953475E-1,-2.374271862E-2,7.208835334E-2
6.099805608E1,-6.070429087E-1,-1.142848004E-2,-1.034429818E-1
6.100801108E1,-6.711167097E-1,-2.777629346E-2,-2.245968431E-1
6.101796708E1,-6.776268482E-1,-7.272107899E-2,-2.694694400E-1
6.102792208E1,-6.464633346E-1,-8.583582193E-2,-2.492390126E-1
6.103787808E1,-5.997713208E-1,-9.507114440E-2,-1.581321955E-1
6.104783308E1,-5.158165097E-1,-8.154654503E-2,-2.651290968E-2
6.105778908E1,-4.095228612E-1,-5.286227539E-2,9.482537955E-2
6.106774408E1,-2.589727640E-1,-1.337612141E-2,1.926875114E-1
6.107770008E1,-1.036263853E-1,2.189681306E-2,2.643098831E-1
6.108765608E1,-1.380172209E-3,7.822806947E-3,2.960475683E-1
6.109761108E1,3.049810976E-2,-4.058933258E-2,2.863025367E-1
6.110756708E1,1.046075020E-2,-9.344854951E-2,2.334848642E-1
6.111752208E1,-3.851191700E-2,-1.050475612E-1,1.610621065E-1
6.112747808E1,-7.850247622E-2,-6.358533353E-2,1.069972739E-1
6.113743308E1,-1.010317281E-1,-7.497704588E-3,8.665978909E-2
6.114738908E1,-1.171787381E-1,7.341232151E-2,9.079355001E-2
6.115734408E1,-1.259465218E-1,1.860136092E-1,1.199257225E-1
6.116730008E1,-1.143207550E-1,2.483238727E-1,1.609567851E-1
6.117725508E1,-9.220071137E-2,2.667915225E-1,1.869919747E-1
6.118721108E1,-5.708666891E-2,2.118395716E-1,1.527892649E-1
6.119716708E1,-6.146502681E-3,1.536060125E-1,7.889252156E-2
6.120712208E1,3.780044615E-2,9.952706099E-2,-3.487038659E-3
6.121707808E1,5.353943259E-2,4.795139283E-2,-8.083020151E-2
6.122703308E1,6.707921624E-2,-2.201334573E-4,-1.096823514E-1
6.123698908E1,3.211873770E-2,-5.494380370E-2,-1.366057098E-1
6.124694408E1,-3.298569843E-2,-8.538373560E-2,-1.865373105E-1
6.125690008E1,-1.005985960E-1,-1.470098644E-1,-2.228367925E-1
6.126685508E1,-1.304542422E-1,-2.349058986E-1,-2.323871553E-1
6.127681108E1,-9.744538367E-2,-3.026196659E-1,-2.162347585E-1
6.128676608E1,-2.034953050E-2,-3.058732450E-1,-1.544400901E-1
6.129672208E1,6.869975477E-2,-2.725638151E-1,-4.483555630E-2
6.130667708E1,1.215200946E-1,-1.970847696E-1,6.226506084E-2
6.131663308E1,1.491512805E-1,-7.383450866E-2,1.113192886E-1
6.132658908E1,1.387260705E-1,-1.536427066E-2,1.191372648E-1
6.133654408E1,8.831463754E-2,-2.560379542E-2,9.941922873E-2
6.134650008E1,1.769373007E-2,-9.375302494E-2,5.816899240E-2
6.135645508E1,-9.408660233E-2,-1.605373472E-1,3.886890784E-2
6.136641108E1,-3.344009221E-1,-3.063850999E-1,1.390070654E-2
6.137636608E1,-7.199499011E-1,-4.304177761E-1,-1.003930494E-1
6.138632208E1,-1.094569325E0,-2.973846197E-1,-3.235726058E-1
6.139627708E1,-1.325416327E0,9.385523200E-2,-5.761216879E-1
6.140623308E1,-1.300862551E0,5.862931013E-1,-7.432742119E-1
6.141618808E1,-1.006757140E0,8.995058537E-1,-7.823445797E-1
6.142614408E1,-5.622633100E-1,9.743720889E-1,-6.358233094E-1
6.143610008E1,-1.417366862E-1,7.772008777E-1,-3.502502441E-1
6.144605508E1,1.430116892E-1,3.511281013E-1,-4.661365971E-2
6.145601108E1,3.428435028E-1,-1.237510294E-1,1.840665638E-1
6.146596608E1,4.732145667E-1,-5.223450065E-1,3.109296858E-1
6.147592208E1,4.746758342E-1,-7.461246252E-1,3.276649117E-1
6.148587708E1,4.103567600E-1,-7.857490182E-1,2.504593134E-1
6.149583308E1,2.781940103E-1,-7.194831371E-1,8.187107742E-2
6.150578808E1,1.560382843E-1,-4.622665346E-1,-1.184542924E-1
6.151574408E1,4.752194043E-3,-1.479795426E-1,-2.623372674E-1
6.152569908E1,-1.888170093E-1,1.213059872E-1,-3.130454421E-1
6.153565508E1,-3.381110430E-1,3.577714562E-1,-2.803423405E-1
6.154561008E1,-4.181699157E-1,5.087867975E-1,-2.221733034E-1
6.155556608E1,-3.871550560E-1,5.408242941E-1,-1.406814307E-1
6.156552208E1,-2.396569550E-1,4.582847059E-1,-4.194447026E-2
6.157547708E1,-3.528673947E-2,2.848344445E-1,3.532891721E-2
6.158543308E1,1.410470158E-1,8.830592781E-2,7.360040396E-2
6.159538808E1,2.507812083E-1,-7.704584301E-2,7.790177315E-2
6.160534408E1,2.939015329E-1,-1.275468320E-1,3.977089748E-2
6.161529908E1,2.577976882E-1,-1.290245354E-1,-4.132341594E-3
6.162525508E1,1.710372269E-1,-1.064713001E-1,-4.657034576E-2
6.163521008E1,9.908142686E-2,-5.196738616E-2,-7.965403050E-2
6.164516608E1,8.884450048E-2,5.490393564E-2,-7.129969448E-2
6.165512108E1,1.246813536E-1,1.317556649E-1,-5.926378071E-3
6.166507708E1,1.809254587E-1,1.662862152E-1,1.017558798E-1
6.167503208E1,2.213272750E-1,1.357369870E-1,2.009548545E-1
6.168498808E1,2.817503810E-1,4.524515942E-2,2.282216400E-1
6.169494408E1,3.445187509E-1,-1.036657542E-1,1.805419475E-1
6.170489908E1,3.921991885E-1,-1.871771514E-1,1.001584232E-1
6.171485508E1,4.066872597E-1,-1.787273884E-1,3.121097572E-2
6.172481008E1,3.381004930E-1,-1.369399875E-1,-4.192553926E-3
6.173476608E1,2.479608506E-1,-1.246768385E-1,-6.346965092E-4
6.174472083E1,1.661400199E-1,-1.537508368E-1,2.671809867E-2
6.175467683E1,1.592412144E-1,-1.003228799E-1,8.567027748E-2
6.176463183E1,2.295545191E-1,-9.610656649E-2,1.682058871E-1
6.177458783E1,3.585974276E-1,-9.125860035E-2,2.221561521E-1
6.178454283E1,4.835028648E-1,-1.183488071E-1,2.558922768E-1
6.179449883E1,5.501948595E-1,-1.632952094E-1,2.462625057E-1
6.180445483E1,6.101233959E-1,-1.744115353E-1,1.992728859E-1
6.181440983E1,6.776073575E-1,-1.659354419E-1,1.340199560E-1
6.182436583E1,7.030392289E-1,-1.245033219E-1,6.348161399E-2
6.183432083E1,6.878762245E-1,-4.446401820E-2,2.747251838E-2
6.184427683E1,7.015512586E-1,1.564797312E-1,5.272887275E-2
6.185423183E1,7.575534582E-1,4.136609733E-1,1.534766555E-1
6.186418783E1,7.937322259E-1,5.803695321E-1,2.726789713E-1
6.187414283E1,6.796767116E-1,5.057728291E-1,3.839558363E-1
6.188409883E1,4.223682284E-1,2.628155649E-1,4.166852832E-1
6.189405383E1,2.095955610E-1,1.606947929E-2,2.293844223E-1
6.190400983E1,1.273049414E-1,-1.524519026E-1,-1.348960698E-1
6.191396483E1,9.902054071E-2,-2.236057818E-1,-4.320256412E-1
6.192392083E1,4.014949873E-2,-2.120889425E-1,-4.871842265E-1
6.193387683E1,-5.411371961E-2,-1.085795313E-1,-3.490402400E-1
6.194383183E1,-1.277919412E-1,1.078308187E-2,-1.082393378E-1
6.195378783E1,-1.514071524E-1,6.327801198E-2,1.410274655E-1
6.196374283E1,-1.654239148E-1,7.582521532E-3,3.119789362E-1
6.197369883E1,-2.210690081E-1,-1.246139109E-1,3.621274531E-1
6.198365383E1,-3.603092134E-1,-2.593078315E-1,3.148856461E-1
6.199360983E1,-5.303293467E-1,-2.667044401E-1,1.846735477E-1
6.200356483E1,-6.546800137E-1,-1.024388149E-1,3.942074627E-2
6.201352083E1,-7.189158797E-1,1.351091266E-1,-2.822236344E-2
6.202347583E1,-7.370267510E-1,3.464685082E-1,-2.595361695E-2
6.203343183E1,-6.917813420E-1,5.140708685E-1,1.869532466E-2
6.204338683E1,-5.837598443E-1,5.526968241E-1,7.144908607E-2
6.205334283E1,-4.340184033E-1,4.448393583E-1,1.072889715E-1
6.206329883E1,-2.397562563E-1,2.592313886E-1,1.291146427E-1
6.207325383E1,-1.084216684E-1,6.944985595E-3,1.513747126E-1
6.208320983E1,-3.893100470E-2,-1.795090437E-1,1.781993955E-1
6.209316483E1,-1.616048068E-2,-2.574843168E-1,2.035377324E-1
6.210312083E1,-5.390865728E-2,-2.464503050E-1,2.195912600E-1
6.211307583E1,-1.418181211E-1,-1.947142929E-1,2.233733088E-1
6.212303183E1,-2.190186232E-1,-9.199963510E-2,2.043080032E-1
6.213298683E1,-2.829626501E-1,-1.702569611E-2,1.775678545E-1
6.214294283E1,-3.302020729E-1,2.943208441E-2,1.739717871E-1
6.215289783E1,-3.546268046E-1,1.987053268E-2,1.795069277E-1
6.216285383E1,-3.142098784E-1,-2.758540027E-2,1.769873053E-1
