"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.553166421E1,4.968064117E1,1.118822861E1,-7.880577087E0
3.554162021E1,4.979769897E1,1.089173126E1,-7.986495972E0
3.555157521E1,4.975441742E1,1.097410965E1,-7.973121643E0
3.556153121E1,4.964744568E1,1.096831131E1,-8.248840332E0
3.557148621E1,4.962091064E1,1.084657288E1,-8.111389160E0
3.558144221E1,4.953922272E1,1.089366531E1,-8.091682434E0
3.559139821E1,4.964181519E1,1.091281891E1,-8.121559143E0
3.560135321E1,4.968740845E1,1.111265182E1,-7.756790161E0
3.561130921E1,4.974695587E1,1.121478271E1,-7.557800293E0
3.562126521E1,4.981944275E1,1.128791046E1,-7.285255432E0
3.563122021E1,4.984883118E1,1.148658752E1,-7.162124634E0
3.564117621E1,4.974386597E1,1.153833008E1,-7.115074158E0
3.565113221E1,4.966213989E1,1.156895065E1,-7.744979858E0
3.566108721E1,4.948630524E1,1.167050552E1,-8.272720337E0
3.567104321E1,4.938619995E1,1.166474915E1,-8.903678894E0
3.568099821E1,4.922570038E1,1.164009094E1,-9.600532532E0
3.569095421E1,4.924084473E1,1.177155304E1,-9.771041870E0
3.570091021E1,4.911618042E1,1.216706657E1,-9.982261658E0
3.571086521E1,4.895309448E1,1.245427895E1,-9.839149475E0
3.572082121E1,4.886186981E1,1.281348419E1,-9.713203430E0
3.573077721E1,4.880980682E1,1.313306618E1,-9.683319092E0
3.574073221E1,4.882525635E1,1.344811630E1,-9.275947571E0
3.575068821E1,4.880118561E1,1.362749100E1,-9.064002991E0
3.576064421E1,4.868225098E1,1.368013573E1,-8.635688782E0
3.577059921E1,4.882603455E1,1.361398125E1,-8.275131226E0
3.578055521E1,4.888775635E1,1.348877525E1,-8.149856567E0
3.579051021E1,4.910263824E1,1.326240540E1,-7.986206055E0
3.580046621E1,4.911463928E1,1.283856964E1,-7.680824280E0
3.581042221E1,4.921820068E1,1.251456642E1,-7.674667358E0
3.582037721E1,4.942490387E1,1.215078354E1,-7.633369446E0
3.583033321E1,4.945684814E1,1.191800308E1,-7.546295166E0
3.584028921E1,4.964458466E1,1.161394501E1,-7.440567017E0
3.585024421E1,4.960488129E1,1.127949524E1,-7.346900940E0
3.586020021E1,4.974563599E1,1.110243607E1,-7.368057251E0
3.587015621E1,4.988249207E1,1.096799088E1,-7.364326477E0
3.588011121E1,4.976988220E1,1.078401184E1,-7.296737671E0
3.589006721E1,4.981114197E1,1.064966965E1,-7.138908386E0
3.590002221E1,4.980806732E1,1.048771286E1,-7.184852600E0
3.590997821E1,4.973358917E1,1.034580612E1,-7.168151855E0
3.591993421E1,4.993041992E1,1.014842606E1,-6.887886047E0
3.592988921E1,4.999215698E1,9.937156677E0,-7.000061035E0
3.593984521E1,4.996620941E1,9.852878571E0,-6.961730957E0
3.594980121E1,4.995955658E1,9.666725159E0,-6.773689270E0
3.595975621E1,5.006440735E1,9.488395691E0,-6.902397156E0
3.596971221E1,4.994900513E1,9.412620544E0,-7.013580322E0
3.597966821E1,4.993323517E1,9.240711212E0,-7.178741455E0
3.598962321E1,4.987028503E1,9.012859344E0,-7.296272278E0
3.599957921E1,4.994054413E1,8.824268341E0,-7.534004211E0
3.600953421E1,4.998654175E1,8.353000641E0,-7.439842224E0
3.601949021E1,5.023130798E1,8.158355713E0,-7.207504272E0
3.602944621E1,5.024485779E1,7.764156342E0,-6.948738098E0
3.603940121E1,5.038928986E1,7.383049011E0,-6.749794006E0
3.604935721E1,5.043392944E1,7.058269501E0,-6.492965698E0
3.605931321E1,5.053060913E1,6.866924286E0,-6.435707092E0
3.606926821E1,5.055223083E1,6.519668579E0,-6.091369629E0
3.607922421E1,5.046599579E1,6.284210205E0,-6.246032715E0
3.608918021E1,5.061209869E1,5.990535736E0,-6.245567322E0
3.609913521E1,5.061770630E1,6.035030365E0,-6.249641418E0
3.610909121E1,5.063806152E1,5.837760925E0,-6.198158264E0
3.611904621E1,5.076189423E1,5.646179199E0,-6.322151184E0
3.612900221E1,5.083698273E1,5.511302948E0,-6.525283813E0
3.613895821E1,5.067662048E1,5.179275513E0,-6.608711243E0
3.614891321E1,5.059938049E1,4.753463745E0,-7.012283325E0
3.615886921E1,5.066349792E1,4.319366455E0,-7.014785767E0
3.616882521E1,5.070995331E1,4.231067657E0,-7.036254883E0
3.617878021E1,5.069513702E1,4.111274719E0,-7.203559875E0
3.618873621E1,5.061033630E1,4.008930206E0,-7.340118408E0
3.619869221E1,5.069621277E1,4.054424286E0,-7.105895996E0
3.620864721E1,5.070243835E1,4.236637115E0,-6.903259277E0
3.621860321E1,5.079472351E1,4.391433716E0,-6.927833557E0
3.622855821E1,5.081988525E1,4.400318146E0,-6.970436096E0
3.623851421E1,5.083724976E1,4.504379272E0,-6.852828979E0
3.624847021E1,5.086154938E1,4.476032257E0,-6.467880249E0
3.625842521E1,5.098593903E1,4.422866821E0,-6.319473267E0
3.626838121E1,5.088979340E1,4.260665894E0,-6.365722656E0
3.627833721E1,5.075403595E1,4.186588287E0,-6.206466675E0
3.628829221E1,5.079116821E1,4.194511414E0,-6.573913574E0
3.629824821E1,5.054816437E1,4.161136627E0,-6.389396667E0
3.630820421E1,5.076868439E1,4.177124023E0,-6.441741943E0
3.631815921E1,5.076988983E1,4.119060516E0,-6.274696350E0
3.632811521E1,5.073143005E1,4.236804962E0,-6.307731628E0
3.633807021E1,5.062289429E1,4.438640594E0,-6.477577209E0
3.634802621E1,5.074949646E1,4.277347565E0,-6.336807251E0
3.635798221E1,5.058618164E1,4.279155731E0,-6.443580627E0
3.636793721E1,5.067695618E1,4.439472198E0,-6.395553589E0
3.637789321E1,5.057402802E1,4.476257324E0,-6.466468811E0
3.638784921E1,5.045714569E1,4.673412323E0,-6.506965637E0
3.639780421E1,5.039561462E1,4.795597076E0,-6.354110718E0
3.640776021E1,5.041561127E1,4.854976654E0,-6.276008606E0
3.641771521E1,5.048632050E1,4.840251923E0,-6.269096375E0
3.642767121E1,5.035015106E1,4.847545624E0,-6.251182556E0
3.643762721E1,5.031243896E1,4.851882935E0,-6.249656677E0
3.644758221E1,5.023558044E1,4.740661621E0,-6.215225220E0
3.645753821E1,5.016391754E1,4.690536499E0,-6.009407043E0
3.646749421E1,5.021669006E1,4.408042908E0,-6.353988647E0
3.647744921E1,5.019936371E1,4.313014984E0,-6.606117249E0
3.648740521E1,5.023327637E1,4.443801880E0,-6.855514526E0
3.649736121E1,5.009091949E1,4.452350616E0,-6.917922974E0
3.650731621E1,5.000312042E1,4.593490601E0,-7.025726318E0
3.651727221E1,4.998103333E1,4.832527161E0,-7.293228149E0
3.652722721E1,4.986557770E1,4.848098755E0,-7.331611633E0
3.653718321E1,4.993641663E1,5.055873871E0,-7.343544006E0
3.654713921E1,4.974562836E1,4.967674255E0,-7.400505066E0
3.655709421E1,4.966222382E1,5.096740723E0,-7.396148682E0
3.656705021E1,4.971867371E1,5.388938904E0,-7.613044739E0
3.657700621E1,4.958255005E1,5.704502106E0,-7.565856934E0
3.658696121E1,4.968862152E1,5.790439606E0,-7.395744324E0
3.659691721E1,4.976225281E1,5.771629333E0,-7.103645325E0
3.660687321E1,4.972011566E1,5.739356995E0,-7.040977478E0
3.661682821E1,4.972970581E1,5.430156708E0,-6.801620483E0
3.662678421E1,4.973120117E1,5.352588654E0,-6.942680359E0
3.663673921E1,4.975735474E1,5.063488007E0,-7.181312561E0
3.664669521E1,4.968115997E1,4.699760437E0,-7.494979858E0
3.665665121E1,4.965682220E1,4.425415039E0,-7.938293457E0
3.666660621E1,4.955352783E1,4.265167236E0,-8.261314392E0
3.667656221E1,4.953546906E1,4.107429504E0,-8.292633057E0
3.668651821E1,4.957921600E1,4.150093079E0,-8.319915771E0
3.669647321E1,4.956311035E1,4.164451599E0,-8.315704346E0
3.670642921E1,4.925077820E1,4.660392761E0,-8.401794434E0
3.671638421E1,4.929114532E1,4.837039948E0,-8.393363953E0
3.672634058E1,4.929003906E1,5.032783508E0,-8.366249084E0
3.673629658E1,4.925138855E1,5.236240387E0,-8.272209167E0
3.674625158E1,4.917865753E1,5.356170654E0,-8.451286316E0
3.675620758E1,4.941179657E1,5.433849335E0,-7.998611450E0
3.676616358E1,4.959810638E1,5.570213318E0,-7.761489868E0
3.677611858E1,4.947204590E1,5.620769501E0,-7.577079773E0
3.678607458E1,4.943728638E1,5.500640869E0,-7.299804688E0
3.679603058E1,4.931520081E1,5.588623047E0,-7.068763733E0
3.680598558E1,4.928916931E1,5.584114075E0,-6.999374390E0
3.681594158E1,4.938921356E1,5.452823639E0,-6.939308167E0
3.682589658E1,4.926022339E1,5.352962494E0,-6.905654907E0
3.683585258E1,4.938938141E1,5.334102631E0,-6.957023621E0
3.684580858E1,4.926622009E1,5.203636169E0,-6.888198853E0
3.685576358E1,4.921574402E1,5.218105316E0,-7.017791748E0
3.686571958E1,4.923006439E1,5.052425385E0,-7.231620789E0
3.687567558E1,4.908336639E1,5.015041351E0,-7.387031555E0
3.688563058E1,4.907382202E1,5.055454254E0,-7.133277893E0
3.689558658E1,4.912643433E1,5.414512634E0,-6.896583557E0
3.690554158E1,4.916252136E1,5.465854645E0,-6.663734436E0
3.691549758E1,4.900627136E1,5.520050049E0,-6.517463684E0
3.692545358E1,4.889340973E1,5.584922791E0,-6.420463562E0
3.693540858E1,4.898480225E1,5.544975281E0,-6.149978638E0
3.694536458E1,4.903647614E1,5.592956543E0,-5.963218689E0
3.695532058E1,4.908306885E1,5.475456238E0,-5.926200867E0
3.696527558E1,4.904840088E1,5.446163177E0,-5.710327148E0
3.697523158E1,4.896067047E1,5.264392853E0,-5.722244263E0
3.698518758E1,4.890909576E1,5.251705170E0,-5.648712158E0
3.699514258E1,4.896283722E1,5.034797668E0,-5.559967041E0
3.700509858E1,4.897653198E1,5.061798096E0,-5.459739685E0
3.701505358E1,4.900623322E1,4.866664886E0,-5.346191406E0
3.702500958E1,4.900888824E1,4.808570862E0,-5.125358582E0
3.703496558E1,4.896927643E1,4.885097504E0,-4.838920593E0
3.704492058E1,4.895449829E1,4.833305359E0,-4.778152466E0
3.705487658E1,4.898036194E1,4.937351227E0,-4.520347595E0
3.706483258E1,4.890638733E1,5.019470215E0,-4.552520752E0
3.707478758E1,4.881298828E1,5.109416962E0,-4.521392822E0
3.708474358E1,4.874178314E1,5.259895325E0,-4.413208008E0
3.709469958E1,4.851982117E1,5.395828247E0,-4.402679443E0
3.710465458E1,4.855381012E1,5.573333740E0,-4.210784912E0
3.711461058E1,4.855169678E1,5.472961426E0,-4.377693176E0
3.712456558E1,4.845114899E1,5.546623230E0,-4.438972473E0
3.713452158E1,4.857231140E1,5.454029083E0,-4.473411560E0
3.714447758E1,4.839765930E1,5.402381897E0,-4.621124268E0
3.715443258E1,4.852958679E1,5.259727478E0,-4.443222046E0
3.716438858E1,4.846250916E1,5.079006195E0,-4.606887817E0
3.717434458E1,4.848049927E1,5.081466675E0,-4.395004272E0
3.718429958E1,4.835610199E1,5.081771851E0,-4.454689026E0
3.719425558E1,4.842083740E1,5.004772186E0,-4.286781311E0
3.720421058E1,4.832888031E1,5.099273682E0,-4.358192444E0
3.721416658E1,4.832126617E1,5.155326843E0,-4.106460571E0
3.722412258E1,4.835859680E1,5.029155731E0,-3.996719360E0
3.723407758E1,4.828495789E1,5.075988770E0,-4.199302673E0
3.724403358E1,4.817663574E1,5.031723022E0,-4.505538940E0
3.725398958E1,4.822622681E1,4.842899323E0,-4.429954529E0
3.726394458E1,4.825323486E1,4.694679260E0,-4.614707947E0
3.727390058E1,4.825964355E1,4.530433655E0,-4.585357666E0
3.728385658E1,4.823484039E1,4.454200745E0,-4.580276489E0
3.729381158E1,4.823713684E1,4.234291077E0,-4.559455872E0
3.730376758E1,4.818793488E1,4.113029480E0,-4.338043213E0
3.731372258E1,4.818645477E1,4.058761597E0,-4.325782776E0
3.732367858E1,4.800071716E1,3.879039764E0,-4.317245483E0
3.733363458E1,4.806677246E1,3.741294861E0,-4.260971069E0
3.734358958E1,4.816400909E1,3.529289246E0,-4.627296448E0
3.735354558E1,4.814904022E1,3.408256531E0,-4.393997192E0
3.736350158E1,4.795922852E1,3.414321899E0,-4.508682251E0
3.737345658E1,4.784406281E1,3.360145569E0,-4.458808899E0
3.738341258E1,4.805816650E1,3.254417419E0,-4.393959045E0
3.739336758E1,4.790485382E1,3.242839813E0,-4.219978333E0
3.740332358E1,4.775457764E1,3.143157959E0,-4.317085266E0
3.741327958E1,4.762932587E1,3.223304749E0,-4.285842896E0
3.742323458E1,4.755418396E1,3.268295288E0,-4.108001709E0
3.743319058E1,4.752441406E1,3.220920563E0,-4.112045288E0
3.744314658E1,4.734400177E1,3.370086670E0,-4.343063354E0
3.745310158E1,4.724015045E1,3.416217804E0,-4.252227783E0
3.746305758E1,4.719528961E1,3.281455994E0,-4.329704285E0
3.747301358E1,4.726298523E1,3.335506439E0,-4.424705505E0
3.748296858E1,4.712799835E1,3.157154083E0,-4.817909241E0
3.749292458E1,4.698131561E1,3.066776276E0,-5.169555664E0
3.750287958E1,4.687893677E1,2.963695526E0,-5.534439087E0
3.751283558E1,4.664948273E1,2.645542145E0,-5.844352722E0
3.752279158E1,4.659886932E1,2.431301117E0,-6.325942993E0
3.753274658E1,4.651367188E1,2.201423645E0,-6.482765198E0
3.754270258E1,4.636456299E1,2.131828308E0,-6.917022705E0
3.755265858E1,4.622417450E1,2.177246094E0,-7.276130676E0
3.756261358E1,4.593723297E1,2.417201996E0,-7.428314209E0
3.757256958E1,4.599080658E1,2.386180878E0,-7.739097595E0
3.758252458E1,4.588639069E1,2.576766968E0,-7.864326477E0
3.759248058E1,4.595305634E1,2.669063568E0,-7.449150085E0
3.760243658E1,4.590149689E1,2.850555420E0,-7.360488892E0
3.761239158E1,4.594857025E1,2.870563507E0,-7.231163025E0
3.762234758E1,4.588652039E1,2.817543030E0,-7.561782837E0
3.763230358E1,4.576485443E1,2.760349274E0,-7.457191467E0
3.764225858E1,4.566284943E1,2.673671722E0,-7.725257874E0
3.765221458E1,4.560766602E1,2.584358215E0,-7.710609436E0
3.766217058E1,4.563977051E1,2.584648132E0,-7.806472778E0
3.767212558E1,4.558782196E1,2.708724976E0,-7.881675720E0
3.768208158E1,4.554648590E1,2.952827454E0,-8.090408325E0
3.769203658E1,4.541896057E1,3.219642639E0,-8.199104309E0
3.770199258E1,4.534130096E1,3.620372772E0,-7.780960083E0
3.771194858E1,4.534153748E1,4.076282501E0,-7.559455872E0
3.772190283E1,4.527884674E1,4.453197479E0,-7.093498230E0
3.773185883E1,4.527019501E1,4.684467316E0,-6.830398560E0
3.774181483E1,4.541205597E1,4.754852295E0,-6.557098389E0
3.775176983E1,4.545385742E1,4.809551239E0,-6.132438660E0
3.776172583E1,4.528993225E1,4.581245422E0,-6.044425964E0
3.777168083E1,4.527536011E1,4.473674774E0,-6.379173279E0
3.778163683E1,4.517220306E1,4.311607361E0,-6.359840393E0
3.779159283E1,4.532065582E1,4.263824463E0,-6.342330933E0
3.780154783E1,4.524578857E1,4.109821320E0,-6.388389587E0
3.781150383E1,4.502408600E1,4.102615356E0,-6.153884888E0
3.782145983E1,4.501544952E1,4.008224487E0,-5.952186584E0
3.783141483E1,4.499713898E1,3.943370819E0,-5.913345337E0
3.784137083E1,4.497734070E1,3.866828918E0,-5.940475464E0
3.785132583E1,4.499668121E1,3.767890930E0,-5.931297302E0
3.786128183E1,4.495852661E1,3.566562653E0,-6.138359070E0
3.787123783E1,4.492250061E1,3.518169403E0,-6.295722961E0
3.788119283E1,4.488195801E1,3.501121521E0,-6.441146851E0
3.789114883E1,4.477671814E1,3.586608887E0,-6.391510010E0
3.790110483E1,4.464756012E1,3.678825378E0,-6.364845276E0
3.791105983E1,4.454343414E1,3.606502533E0,-6.437774658E0
3.792101583E1,4.463198853E1,3.472095490E0,-6.278274536E0
3.793097183E1,4.460549164E1,3.052165985E0,-6.377586365E0
3.794092683E1,4.463714600E1,2.938240051E0,-6.496200562E0
3.795088283E1,4.454103851E1,2.825340271E0,-6.804473877E0
3.796083783E1,4.444513702E1,2.753517151E0,-6.955184937E0
3.797079383E1,4.438787842E1,2.637649536E0,-7.157531738E0
3.798074983E1,4.440318298E1,2.545017242E0,-7.131469727E0
3.799070483E1,4.440850067E1,2.517089844E0,-7.078468323E0
3.800066083E1,4.440289307E1,2.239734650E0,-6.972473145E0
3.801061683E1,4.448963165E1,2.135593414E0,-7.130958557E0
3.802057183E1,4.440634918E1,2.201065063E0,-6.768043518E0
3.803052783E1,4.442737579E1,2.148559570E0,-6.405303955E0
3.804048283E1,4.449388123E1,2.119796753E0,-6.444595337E0
3.805043883E1,4.438864899E1,2.122863770E0,-6.275039673E0
3.806039483E1,4.424630737E1,2.071319580E0,-6.200126648E0
3.807034983E1,4.428396606E1,2.128837585E0,-6.331420898E0
3.808030583E1,4.419509888E1,2.006736755E0,-6.504737854E0
3.809026183E1,4.428383636E1,1.475929260E0,-6.500930786E0
3.810021683E1,4.440966034E1,1.086570740E0,-6.630752563E0
3.811017283E1,4.439920044E1,6.050376892E-1,-6.957237244E0
3.812012783E1,4.434056091E1,1.612281799E-1,-7.174926758E0
3.813008383E1,4.430854797E1,-2.735481262E-1,-7.330329895E0
3.814003983E1,4.438172150E1,-5.570106506E-1,-7.564720154E0
3.814999483E1,4.431803131E1,-8.724479675E-1,-7.670135498E0
3.815995083E1,4.436089325E1,-9.810447693E-1,-7.641128540E0
3.816990683E1,4.431194305E1,-9.899101257E-1,-7.713951111E0
3.817986183E1,4.417247772E1,-8.989295959E-1,-7.551345825E0
3.818981783E1,4.428988647E1,-9.279861450E-1,-7.391189575E0
3.819977383E1,4.427878571E1,-6.944313049E-1,-7.448722839E0
3.820972883E1,4.437605286E1,-4.286460876E-1,-7.218482971E0
3.821968483E1,4.441519928E1,-5.048332214E-1,-7.154319763E0
3.822963983E1,4.437471771E1,-4.914512634E-1,-7.053108215E0
3.823959583E1,4.472951508E1,-4.399528503E-1,-6.728256226E0
3.824955183E1,4.464401245E1,-5.218467712E-1,-6.603210449E0
3.825950683E1,4.468886566E1,-5.576438904E-1,-6.552337646E0
3.826946283E1,4.464729309E1,-5.549049377E-1,-6.299911499E0
3.827941883E1,4.468431091E1,-4.024620056E-1,-6.026962280E0
3.828937383E1,4.466700745E1,-3.452873230E-1,-5.935775757E0
3.829932983E1,4.460812378E1,-5.287895203E-1,-5.745704651E0
3.830928483E1,4.487492371E1,-5.849113464E-1,-5.803276062E0
3.831924083E1,4.483715057E1,-4.318809509E-1,-5.734855652E0
3.832919683E1,4.488065338E1,-4.779396057E-1,-5.643272400E0
3.833915183E1,4.490248871E1,-4.667930603E-1,-5.374694824E0
3.834910783E1,4.498445892E1,-2.761268616E-1,-5.325859070E0
3.835906383E1,4.509826660E1,-2.165107727E-1,-5.292175293E0
3.836901883E1,4.497432709E1,-2.339172363E-2,-5.313598633E0
3.837897483E1,4.487434387E1,-5.992889404E-2,-5.089103699E0
3.838892983E1,4.493071747E1,2.565536499E-1,-5.030357361E0
3.839888583E1,4.496457672E1,3.188667297E-1,-4.962348938E0
3.840884183E1,4.485843658E1,5.383071899E-1,-4.916610718E0
3.841879683E1,4.486377716E1,7.950553894E-1,-4.826889038E0
3.842875283E1,4.488305664E1,8.402709961E-1,-4.863975525E0
3.843870883E1,4.489645386E1,1.021606445E0,-4.752716064E0
3.844866383E1,4.489264679E1,9.337882996E-1,-4.994491577E0
3.845861983E1,4.496317291E1,1.139438629E0,-5.154571533E0
3.846857483E1,4.489804077E1,1.245975494E0,-5.641815186E0
3.847853083E1,4.493859100E1,1.203716278E0,-5.797721863E0
3.848848683E1,4.500013733E1,1.184791565E0,-5.995376587E0
3.849844183E1,4.490278625E1,1.055366516E0,-6.308799744E0
3.850839783E1,4.485126495E1,1.021675110E0,-6.374259949E0
3.851835383E1,4.483377075E1,1.021930695E0,-6.529144287E0
3.852830883E1,4.483452606E1,9.701652527E-1,-6.601913452E0
3.853826483E1,4.490113831E1,9.398994446E-1,-6.878250122E0
3.854822083E1,4.472879791E1,9.298858643E-1,-7.124977112E0
3.855817583E1,4.477725220E1,9.503631592E-1,-7.416076660E0
3.856813183E1,4.475674438E1,1.012191772E0,-7.196235657E0
3.857808683E1,4.478091431E1,1.404392242E0,-7.239891052E0
3.858804283E1,4.485585022E1,1.682540894E0,-7.080307007E0
3.859799883E1,4.495316315E1,2.021656036E0,-6.995231628E0
3.860795383E1,4.498079681E1,2.149162292E0,-6.836265564E0
3.861790983E1,4.492781830E1,2.347957611E0,-6.890197754E0
3.862786583E1,4.485708618E1,2.396656036E0,-6.955543518E0
3.863782083E1,4.509561920E1,2.194641113E0,-7.126419067E0
3.864777683E1,4.497705841E1,2.134536743E0,-7.245368958E0
3.865773183E1,4.493303680E1,2.111240387E0,-7.717079163E0
3.866768783E1,4.494393921E1,2.219512939E0,-7.855186462E0
3.867764383E1,4.480712128E1,2.241333008E0,-8.283111572E0
3.868759883E1,4.490375519E1,2.571269989E0,-8.277854919E0
3.869755483E1,4.481733704E1,2.928783417E0,-8.264961243E0
3.870751083E1,4.474683380E1,3.293521881E0,-8.272026062E0
3.871746583E1,4.483294678E1,3.658779144E0,-8.134582520E0
3.872742158E1,4.487039185E1,3.796760559E0,-8.034881592E0
3.873737658E1,4.492393494E1,4.070930481E0,-7.878952026E0
3.874733258E1,4.502341461E1,4.176975250E0,-7.637191772E0
3.875728858E1,4.523468018E1,4.119968414E0,-7.676841736E0
3.876724358E1,4.512033844E1,4.114364624E0,-7.802963257E0
3.877719958E1,4.521858978E1,4.100273132E0,-7.625473022E0
3.878715558E1,4.531041718E1,4.246791840E0,-7.582618713E0
3.879711058E1,4.530589294E1,4.361869812E0,-7.527069092E0
3.880706658E1,4.544967651E1,4.436038971E0,-7.366661072E0
3.881702158E1,4.547540283E1,4.577060699E0,-7.192474365E0
3.882697758E1,4.549445343E1,4.539016724E0,-7.053794861E0
3.883693358E1,4.543501282E1,4.785293579E0,-7.088172913E0
3.884688858E1,4.549276733E1,4.948760986E0,-7.021751404E0
3.885684458E1,4.540946960E1,5.068267822E0,-7.030044556E0
3.886680058E1,4.534150696E1,5.251808167E0,-6.949028015E0
3.887675558E1,4.543910980E1,5.491855621E0,-6.764915466E0
3.888671158E1,4.553478241E1,5.701274872E0,-6.735298157E0
3.889666758E1,4.553125000E1,5.913330078E0,-6.691429138E0
3.890662258E1,4.551766205E1,5.998126984E0,-6.814102173E0
3.891657858E1,4.553060150E1,6.123310089E0,-6.860809326E0
3.892653358E1,4.541818237E1,6.155181885E0,-6.609855652E0
3.893648958E1,4.554070282E1,6.148532867E0,-6.814949036E0
3.894644558E1,4.558842468E1,6.051288605E0,-6.828018188E0
3.895640058E1,4.565797424E1,6.060279846E0,-6.958145142E0
3.896635658E1,4.589398956E1,5.845970154E0,-7.025894165E0
3.897631258E1,4.590489197E1,5.842700958E0,-7.054397583E0
3.898626758E1,4.589483643E1,5.797878265E0,-7.258415222E0
3.899622358E1,4.588999939E1,5.701240540E0,-7.018470764E0
3.900617858E1,4.590205383E1,5.679740906E0,-7.046997070E0
3.901613458E1,4.595445251E1,5.769454956E0,-6.720024109E0
3.902609058E1,4.609931946E1,5.657073975E0,-6.387138367E0
3.903604558E1,4.607907867E1,5.419815063E0,-6.562446594E0
3.904600158E1,4.623400116E1,5.197257996E0,-6.552513123E0
3.905595658E1,4.625299072E1,4.956893921E0,-6.576797485E0
3.906591258E1,4.617598724E1,5.000774384E0,-6.471298218E0
3.907586858E1,4.627409363E1,4.864959717E0,-6.617065430E0
3.908582358E1,4.624143219E1,4.915588379E0,-6.703292847E0
3.909577958E1,4.646564484E1,4.808578491E0,-6.583595276E0
3.910573558E1,4.661025238E1,4.684112549E0,-6.618064880E0
3.911569058E1,4.658370209E1,4.490615845E0,-6.890235901E0
3.912564658E1,4.670288849E1,4.295196533E0,-7.230293274E0
3.913560158E1,4.671385193E1,4.045764923E0,-7.333076477E0
3.914555758E1,4.683251953E1,4.018516541E0,-7.461318970E0
3.915551358E1,4.671755219E1,4.167011261E0,-7.679946899E0
3.916546858E1,4.675867462E1,4.376026154E0,-7.635101318E0
3.917542458E1,4.683525848E1,4.596569061E0,-7.428207397E0
3.918538058E1,4.690417480E1,4.862464905E0,-7.215164185E0
3.919533558E1,4.705383301E1,4.968147278E0,-7.185401917E0
3.920529158E1,4.716737366E1,5.059825897E0,-6.835639954E0
3.921524758E1,4.710744476E1,4.934371948E0,-6.665229797E0
3.922520258E1,4.723310089E1,5.034866333E0,-6.453666687E0
3.923515858E1,4.732518005E1,4.992652893E0,-6.071357727E0
3.924511358E1,4.744886780E1,4.820034027E0,-6.144943237E0
3.925506958E1,4.739187622E1,4.708572388E0,-6.173088074E0
3.926502558E1,4.744878387E1,4.447452545E0,-6.163024902E0
3.927498058E1,4.765946960E1,4.374507904E0,-6.065193176E0
3.928493658E1,4.767578125E1,4.285282135E0,-5.997383118E0
3.929489258E1,4.778366089E1,3.973911285E0,-5.890228271E0
3.930484758E1,4.785324860E1,3.743961334E0,-5.860626221E0
3.931480358E1,4.784682465E1,3.530681610E0,-5.835754395E0
3.932475858E1,4.796121979E1,3.362117767E0,-5.710433960E0
3.933471458E1,4.799903107E1,3.152622223E0,-5.975204468E0
3.934467058E1,4.788140869E1,2.957180023E0,-6.023788452E0
3.935462558E1,4.811336517E1,2.778945923E0,-6.099136353E0
3.936458158E1,4.815338135E1,2.739559174E0,-6.146507263E0
3.937453758E1,4.810356903E1,2.872421265E0,-6.120147705E0
3.938449258E1,4.811581421E1,2.775379181E0,-6.033493042E0
3.939444858E1,4.809518433E1,2.637977600E0,-5.962677002E0
3.940440358E1,4.807316589E1,2.590335846E0,-5.898170471E0
3.941435958E1,4.811431122E1,2.459854126E0,-5.908866882E0
3.942431558E1,4.805797577E1,2.366695404E0,-6.056503296E0
3.943427058E1,4.788420868E1,2.149108887E0,-6.199630737E0
3.944422658E1,4.790808868E1,2.148662567E0,-6.464805603E0
3.945418258E1,4.788777924E1,2.012401581E0,-6.743881226E0
3.946413758E1,4.779068756E1,1.893039703E0,-6.933586121E0
3.947409358E1,4.783933258E1,1.836208344E0,-7.168190002E0
3.948404858E1,4.788265991E1,1.604454041E0,-7.189834595E0
3.949400458E1,4.788783264E1,1.500877380E0,-7.437271118E0
3.950396058E1,4.786931610E1,1.396953583E0,-7.677406311E0
3.951391558E1,4.798918152E1,1.259033203E0,-7.600875854E0
3.952387158E1,4.789311218E1,1.295589447E0,-7.548034668E0
3.953382758E1,4.789817810E1,1.504577637E0,-7.675765991E0
3.954378258E1,4.793174744E1,1.816654205E0,-7.597244263E0
3.955373858E1,4.793875885E1,2.127395630E0,-7.405174255E0
3.956369358E1,4.807213593E1,2.649059296E0,-7.091789246E0
3.957364958E1,4.816346741E1,3.112411499E0,-6.569641113E0
3.958360558E1,4.824423218E1,3.539085388E0,-6.085990906E0
3.959356058E1,4.825105286E1,3.751865387E0,-5.799896240E0
3.960351658E1,4.829244995E1,3.780986786E0,-5.668289185E0
3.961347258E1,4.819046021E1,3.737564087E0,-5.583236694E0
3.962342758E1,4.832235718E1,3.532562256E0,-5.997505188E0
3.963338358E1,4.821514893E1,3.240276337E0,-6.389801025E0
3.964333858E1,4.804937744E1,3.078929901E0,-7.040214539E0
3.965329458E1,4.801680756E1,3.251003265E0,-7.564659119E0
3.966325058E1,4.788727570E1,3.448421478E0,-7.665809631E0
3.967320558E1,4.783045197E1,3.608409882E0,-7.911552429E0
3.968316158E1,4.783720398E1,3.800403595E0,-8.014663696E0
3.969311758E1,4.777931976E1,4.219497681E0,-7.918037415E0
3.970307258E1,4.779900360E1,4.250377655E0,-7.618286133E0
3.971302858E1,4.779036713E1,4.430637360E0,-7.524887085E0
